Tournament,Start date,End date,Best of,Player 1,Player 2,Rank 1,Rank 2,Set 1,Set 2,Set 3,Comment
ASB Classic,2019-01-01,2019-01-06,3,Hsieh S.W.,Sorribes Tormo S.,28.0,86.0,6-3,6-2,,Completed
ASB Classic,2019-01-01,2019-01-06,3,Kuzmova V.,Goerges J.,50.0,14.0,1-6,6-7,,Completed
ASB Classic,2019-01-01,2019-01-06,3,Andreescu B.,Hsieh S.W.,152.0,28.0,6-3,6-3,,Completed
ASB Classic,2019-01-01,2019-01-06,3,Goerges J.,Andreescu B.,14.0,152.0,2-6,7-5,6-1,Completed
Brisbane International,2019-01-01,2019-01-06,3,Tomljanovic A.,Siniakova K.,46.0,31.0,1-6,6-3,6-0,Completed
Brisbane International,2019-01-01,2019-01-06,3,Stephens S.,Konta J.,6.0,37.0,4-6,3-6,,Completed
Brisbane International,2019-01-01,2019-01-06,3,Sevastova A.,Gavrilova D.,11.0,35.0,6-3,6-3,,Completed
Brisbane International,2019-01-01,2019-01-06,3,Potapova A.,Sasnovich A.,93.0,30.0,4-6,5-7,,Completed
Brisbane International,2019-01-01,2019-01-06,3,Kvitova P.,Collins D.,7.0,36.0,6-7,7-6,6-3,Completed
Brisbane International,2019-01-01,2019-01-06,3,Aiava D.,Osaka N.,247.0,5.0,3-6,2-6,,Completed
Brisbane International,2019-01-01,2019-01-06,3,Birrell K.,Tsurenko L.,283.0,27.0,4-6,3-6,,Completed
Brisbane International,2019-01-01,2019-01-06,3,Sevastova A.,Dart H.,11.0,149.0,6-2,6-0,,Completed
Brisbane International,2019-01-01,2019-01-06,3,Kvitova P.,Kontaveit A.,7.0,20.0,5-7,6-7,,Completed
Brisbane International,2019-01-01,2019-01-06,3,Vekic D.,Bertens K.,34.0,9.0,7-6,1-6,7-5,Completed
Brisbane International,2019-01-01,2019-01-06,3,Pliskova Ka.,Bouzkova M.,8.0,139.0,7-5,6-2,,Completed
Brisbane International,2019-01-01,2019-01-06,3,Tomljanovic A.,Konta J.,46.0,37.0,6-2,7-6,,Completed
Brisbane International,2019-01-01,2019-01-06,3,Svitolina E.,Sasnovich A.,4.0,30.0,4-6,6-0,3-6,Completed
Brisbane International,2019-01-01,2019-01-06,3,Sevastova A.,Osaka N.,11.0,5.0,6-3,0-6,4-6,Completed
Brisbane International,2019-01-01,2019-01-06,3,Kontaveit A.,Tsurenko L.,20.0,27.0,5-7,3-6,,Completed
Brisbane International,2019-01-01,2019-01-06,3,Sasnovich A.,Vekic D.,30.0,34.0,2-6,0-6,,Completed
Brisbane International,2019-01-01,2019-01-06,3,Pliskova Ka.,Tomljanovic A.,8.0,46.0,6-1,1-6,6-1,Completed
Brisbane International,2019-01-01,2019-01-06,3,Osaka N.,Tsurenko L.,5.0,27.0,2-6,4-6,,Completed
Brisbane International,2019-01-01,2019-01-06,3,Pliskova Ka.,Vekic D.,8.0,34.0,6-3,6-4,,Completed
Brisbane International,2019-01-01,2019-01-06,3,Pliskova Ka.,Tsurenko L.,8.0,27.0,4-6,7-5,6-2,Completed
Shenzhen Open,2019-01-01,2019-01-05,3,Peng S.,Pliskova Kr.,125.0,94.0,6-3,6-7,3-3,Peng S. Retired
Shenzhen Open,2019-01-01,2019-01-05,3,Ostapenko J.,Niculescu M.,22.0,99.0,0-6,2-6,,Completed
Shenzhen Open,2019-01-01,2019-01-05,3,Cirstea S.,Parmentier P.,84.0,56.0,6-2,6-2,,Completed
Shenzhen Open,2019-01-01,2019-01-05,3,Zvonareva V.,Jorovic I.,109.0,131.0,7-5,4-6,6-4,Completed
Shenzhen Open,2019-01-01,2019-01-05,3,Riske A.,Rodina E.,62.0,71.0,4-6,6-2,6-3,Completed
Shenzhen Open,2019-01-01,2019-01-05,3,Pavlyuchenkova A.,Kudermetova V.,42.0,133.0,2-6,6-1,2-6,Completed
Shenzhen Open,2019-01-01,2019-01-05,3,Wang Yaf.,Jabeur O.,70.0,60.0,3-6,6-4,6-4,Completed
Shenzhen Open,2019-01-01,2019-01-05,3,Sharapova M.,Wang Xin.,29.0,309.0,6-7,5-2,,Wang Xin. Retired
Shenzhen Open,2019-01-01,2019-01-05,3,Sabalenka A.,Alexandrova E.,13.0,73.0,6-3,6-3,,Completed
Shenzhen Open,2019-01-01,2019-01-05,3,Niculescu M.,Pliskova Kr.,99.0,94.0,6-7,6-3,6-4,Completed
Shenzhen Open,2019-01-01,2019-01-05,3,Sharapova M.,Sabalenka A.,29.0,13.0,1-6,2-4,,Sharapova M. Retired
Shenzhen Open,2019-01-01,2019-01-05,3,Riske A.,Cirstea S.,62.0,84.0,7-5,6-1,,Completed
Shenzhen Open,2019-01-01,2019-01-05,3,Zvonareva V.,Kudermetova V.,109.0,133.0,4-6,7-5,6-3,Completed
Shenzhen Open,2019-01-01,2019-01-05,3,Wang Yaf.,Niculescu M.,70.0,99.0,2-6,7-6,6-1,Completed
Shenzhen Open,2019-01-01,2019-01-05,3,Riske A.,Zvonareva V.,62.0,109.0,6-0,1-0,,Zvonareva V. Retired
Shenzhen Open,2019-01-01,2019-01-05,3,Sabalenka A.,Wang Yaf.,13.0,70.0,6-2,6-1,,Completed
Shenzhen Open,2019-01-01,2019-01-05,3,Sabalenka A.,Riske A.,13.0,62.0,4-6,7-6,6-3,Completed
Hobart International,2019-01-07,2019-01-12,3,Schmiedlova A.,Rodina E.,77.0,68.0,7-5,6-7,6-3,Completed
Hobart International,2019-01-07,2019-01-12,3,Perez E.,Parmentier P.,175.0,54.0,2-6,7-5,5-7,Completed
Hobart International,2019-01-07,2019-01-12,3,Minnen G.,Kozlova K.,346.0,97.0,6-4,6-0,,Completed
Hobart International,2019-01-07,2019-01-12,3,Yastremska D.,Siegemund L.,59.0,110.0,6-3,6-1,,Completed
Hobart International,2019-01-07,2019-01-12,3,Lapko V.,Pavlyuchenkova A.,63.0,42.0,6-3,3-6,6-3,Completed
Hobart International,2019-01-07,2019-01-12,3,Begu I.,Watson H.,76.0,93.0,6-1,6-4,,Completed
Hobart International,2019-01-07,2019-01-12,3,Jabeur O.,Bogdan A.,58.0,81.0,7-6,6-2,,Completed
Hobart International,2019-01-07,2019-01-12,3,Babos T.,Kuzmova V.,65.0,46.0,3-6,3-6,,Completed
Hobart International,2019-01-07,2019-01-12,3,Blinkova A.,Zhang S.,96.0,40.0,6-2,0-6,6-2,Completed
Hobart International,2019-01-07,2019-01-12,3,Cornet A.,Bai A.,47.0,380.0,6-4,6-2,,Completed
Hobart International,2019-01-07,2019-01-12,3,Jakupovic D.,Flipkens K.,82.0,49.0,4-6,5-7,,Completed
Hobart International,2019-01-07,2019-01-12,3,Bencic B.,Buzarnescu M.,55.0,25.0,4-6,6-3,7-5,Completed
Hobart International,2019-01-07,2019-01-12,3,Brengle M.,Van Uytvanck A.,89.0,51.0,6-7,5-7,,Completed
Hobart International,2019-01-07,2019-01-12,3,Larsson J.,Hives Z.,75.0,211.0,6-7,6-7,,Completed
Hobart International,2019-01-07,2019-01-12,3,Garcia C.,Kenin S.,19.0,56.0,3-6,2-6,,Completed
Hobart International,2019-01-07,2019-01-12,3,Sakkari M.,Linette M.,41.0,86.0,6-3,2-6,4-6,Completed
Hobart International,2019-01-07,2019-01-12,3,Schmiedlova A.,Van Uytvanck A.,77.0,51.0,6-3,6-2,,Completed
Hobart International,2019-01-07,2019-01-12,3,Kuzmova V.,Flipkens K.,46.0,49.0,7-6,4-6,1-6,Completed
Hobart International,2019-01-07,2019-01-12,3,Lapko V.,Yastremska D.,63.0,59.0,1-6,4-6,,Completed
Hobart International,2019-01-07,2019-01-12,3,Begu I.,Blinkova A.,76.0,96.0,4-6,7-6,6-2,Completed
Hobart International,2019-01-07,2019-01-12,3,Hives Z.,Bencic B.,211.0,55.0,2-6,4-6,,Completed
Hobart International,2019-01-07,2019-01-12,3,Jabeur O.,Kenin S.,58.0,56.0,6-7,3-6,,Completed
Hobart International,2019-01-07,2019-01-12,3,Linette M.,Minnen G.,86.0,346.0,1-6,6-4,6-7,Completed
Hobart International,2019-01-07,2019-01-12,3,Cornet A.,Parmentier P.,47.0,54.0,6-3,6-0,,Completed
Hobart International,2019-01-07,2019-01-12,3,Kenin S.,Flipkens K.,56.0,49.0,7-5,7-5,,Completed
Hobart International,2019-01-07,2019-01-12,3,Cornet A.,Minnen G.,47.0,346.0,6-1,6-4,,Completed
Hobart International,2019-01-07,2019-01-12,3,Bencic B.,Yastremska D.,55.0,59.0,7-6,6-3,,Completed
Hobart International,2019-01-07,2019-01-12,3,Schmiedlova A.,Begu I.,77.0,76.0,7-5,7-5,,Completed
Hobart International,2019-01-07,2019-01-12,3,Bencic B.,Schmiedlova A.,55.0,77.0,6-7,6-4,2-6,Completed
Hobart International,2019-01-07,2019-01-12,3,Cornet A.,Kenin S.,47.0,56.0,2-6,4-6,,Completed
Hobart International,2019-01-07,2019-01-12,3,Schmiedlova A.,Kenin S.,77.0,56.0,3-6,0-6,,Completed
Sydney International,2019-01-07,2019-01-12,3,Giorgi C.,Tomljanovic A.,27.0,45.0,6-3,6-3,,Completed
Sydney International,2019-01-07,2019-01-12,3,Pera B.,Bertens K.,69.0,9.0,5-7,4-6,,Completed
Sydney International,2019-01-07,2019-01-12,3,Putintseva Y.,Gavrilova D.,44.0,34.0,6-1,7-6,,Completed
Sydney International,2019-01-07,2019-01-12,3,Sevastova A.,Bacsinszky T.,13.0,192.0,7-6,4-6,4-6,Completed
Sydney International,2019-01-07,2019-01-12,3,Stosur S.,Cibulkova D.,73.0,26.0,3-6,6-3,6-4,Completed
Sydney International,2019-01-07,2019-01-12,3,Suarez Navarro C.,Muguruza G.,23.0,18.0,3-6,4-6,,Completed
Sydney International,2019-01-07,2019-01-12,3,Kvitova P.,Sabalenka A.,8.0,11.0,6-1,7-5,,Completed
Sydney International,2019-01-07,2019-01-12,3,Maria T.,Hon P.,71.0,161.0,3-6,6-7,,Completed
Sydney International,2019-01-07,2019-01-12,3,Stephens S.,Alexandrova E.,5.0,72.0,0-6,7-6,7-6,Completed
Sydney International,2019-01-07,2019-01-12,3,Barty A.,Ostapenko J.,15.0,22.0,6-3,6-3,,Completed
Sydney International,2019-01-07,2019-01-12,3,Hsieh S.W.,Collins D.,28.0,35.0,7-6,6-3,,Completed
Sydney International,2019-01-07,2019-01-12,3,Sasnovich A.,Kasatkina D.,33.0,10.0,6-1,6-4,,Completed
Sydney International,2019-01-07,2019-01-12,3,Mertens E.,Siniakova K.,12.0,36.0,7-6,2-6,6-2,Completed
Sydney International,2019-01-07,2019-01-12,3,Puig M.,Kontaveit A.,53.0,20.0,6-2,5-7,1-6,Completed
Sydney International,2019-01-07,2019-01-12,3,Kerber A.,Giorgi C.,2.0,27.0,7-6,6-2,,Completed
Sydney International,2019-01-07,2019-01-12,3,Bertens K.,Muguruza G.,9.0,18.0,,,,Muguruza G. Retired
Sydney International,2019-01-07,2019-01-12,3,Bacsinszky T.,Stosur S.,192.0,73.0,5-7,6-4,6-3,Completed
Sydney International,2019-01-07,2019-01-12,3,Barty A.,Halep S.,15.0,1.0,6-4,6-4,,Completed
Sydney International,2019-01-07,2019-01-12,3,Hon P.,Sasnovich A.,161.0,33.0,6-0,3-6,3-6,Completed
Sydney International,2019-01-07,2019-01-12,3,Kontaveit A.,Mertens E.,20.0,12.0,3-6,1-6,,Completed
Sydney International,2019-01-07,2019-01-12,3,Stephens S.,Putintseva Y.,5.0,44.0,6-3,6-7,0-6,Completed
Sydney International,2019-01-07,2019-01-12,3,Kvitova P.,Hsieh S.W.,8.0,28.0,7-6,6-2,,Completed
Sydney International,2019-01-07,2019-01-12,3,Bacsinszky T.,Sasnovich A.,192.0,33.0,3-6,3-6,,Completed
Sydney International,2019-01-07,2019-01-12,3,Barty A.,Mertens E.,15.0,12.0,6-3,6-3,,Completed
Sydney International,2019-01-07,2019-01-12,3,Bertens K.,Putintseva Y.,9.0,44.0,6-2,6-2,,Completed
Sydney International,2019-01-07,2019-01-12,3,Kerber A.,Kvitova P.,2.0,8.0,4-6,1-6,,Completed
Sydney International,2019-01-07,2019-01-12,3,Barty A.,Bertens K.,15.0,9.0,6-7,6-4,7-5,Completed
Sydney International,2019-01-07,2019-01-12,3,Kvitova P.,Sasnovich A.,8.0,33.0,6-1,6-2,,Completed
Sydney International,2019-01-07,2019-01-12,3,Kvitova P.,Barty A.,8.0,15.0,1-6,7-5,7-6,Completed
Australian Open,2019-01-14,2019-01-26,3,Bonaventure Y.,Vickery S.,159.0,123.0,6-2,4-6,4-6,Completed
Australian Open,2019-01-14,2019-01-26,3,Makarova E.,Boulter K.,60.0,97.0,0-6,6-4,6-7,Completed
Australian Open,2019-01-14,2019-01-26,3,Peterson R.,Cirstea S.,64.0,84.0,6-4,6-1,,Completed
Australian Open,2019-01-14,2019-01-26,3,Goerges J.,Collins D.,13.0,35.0,6-2,6-7,4-6,Completed
Australian Open,2019-01-14,2019-01-26,3,Kalinskaya A.,Sabalenka A.,146.0,11.0,1-6,4-6,,Completed
Australian Open,2019-01-14,2019-01-26,3,Garcia C.,Ponchet J.,19.0,250.0,6-2,6-3,,Completed
Australian Open,2019-01-14,2019-01-26,3,Sharma A.,Hon P.,232.0,140.0,7-5,4-6,6-1,Completed
Australian Open,2019-01-14,2019-01-26,3,Mladenovic K.,Vekic D.,45.0,29.0,2-6,4-6,,Completed
Australian Open,2019-01-14,2019-01-26,3,Rodina E.,Vondrousova M.,69.0,72.0,3-6,2-6,,Completed
Australian Open,2019-01-14,2019-01-26,3,Watson H.,Martic P.,108.0,32.0,1-6,2-6,,Completed
Australian Open,2019-01-14,2019-01-26,3,Dart H.,Sharapova M.,131.0,30.0,0-6,0-6,,Completed
Australian Open,2019-01-14,2019-01-26,3,Hives Z.,Mattek-Sands B.,225.0,348.0,6-1,6-2,,Completed
Australian Open,2019-01-14,2019-01-26,3,Tsurenko L.,Alexandrova E.,24.0,74.0,6-4,7-6,,Completed
Australian Open,2019-01-14,2019-01-26,3,Birrell K.,Badosa Gibert P.,240.0,141.0,6-4,6-2,,Completed
Australian Open,2019-01-14,2019-01-26,3,Pera B.,Haddad Maia B.,68.0,195.0,3-6,7-5,4-6,Completed
Australian Open,2019-01-14,2019-01-26,3,Townsend T.,Stephens S.,93.0,5.0,4-6,2-6,,Completed
Australian Open,2019-01-14,2019-01-26,3,Pavlyuchenkova A.,Puig M.,44.0,54.0,6-4,6-3,,Completed
Australian Open,2019-01-14,2019-01-26,3,Anisimova A.,Niculescu M.,87.0,99.0,7-6,6-4,,Completed
Australian Open,2019-01-14,2019-01-26,3,Jabeur O.,Babos T.,58.0,66.0,6-7,6-7,,Completed
Australian Open,2019-01-14,2019-01-26,3,Ostapenko J.,Sakkari M.,22.0,43.0,1-6,6-3,2-6,Completed
Australian Open,2019-01-14,2019-01-26,3,Sorribes Tormo S.,Kontaveit A.,81.0,20.0,3-6,2-6,,Completed
Australian Open,2019-01-14,2019-01-26,3,Hercog P.,Kerber A.,92.0,2.0,2-6,2-6,,Completed
Australian Open,2019-01-14,2019-01-26,3,Bertens K.,Riske A.,9.0,56.0,6-3,6-3,,Completed
Australian Open,2019-01-14,2019-01-26,3,Putintseva Y.,Strycova B.,39.0,33.0,6-4,7-6,,Completed
Australian Open,2019-01-14,2019-01-26,3,Perez E.,Wang Yaf.,209.0,65.0,4-6,0-6,,Completed
Australian Open,2019-01-14,2019-01-26,3,Lapko V.,Larsson J.,62.0,77.0,6-7,0-3,,Lapko V. Retired
Australian Open,2019-01-14,2019-01-26,3,Siniakova K.,Bencic B.,34.0,49.0,4-6,6-2,3-6,Completed
Australian Open,2019-01-14,2019-01-26,3,Petkovic A.,Begu I.,63.0,70.0,7-6,3-4,,Petkovic A. Retired
Australian Open,2019-01-14,2019-01-26,3,Barty A.,Kumkhum L.,15.0,67.0,6-2,6-2,,Completed
Australian Open,2019-01-14,2019-01-26,3,Wozniacki C.,Van Uytvanck A.,3.0,52.0,6-3,6-4,,Completed
Australian Open,2019-01-14,2019-01-26,3,Flipkens K.,Sasnovich A.,50.0,31.0,1-6,1-6,,Completed
Australian Open,2019-01-14,2019-01-26,3,Rybarikova M.,Kvitova P.,51.0,6.0,3-6,2-6,,Completed
Australian Open,2019-01-14,2019-01-26,3,Diyas Z.,Krunic A.,95.0,61.0,6-3,5-7,1-6,Completed
Australian Open,2019-01-14,2019-01-26,3,Konta J.,Tomljanovic A.,38.0,47.0,7-6,2-6,7-6,Completed
Australian Open,2019-01-14,2019-01-26,3,Schmiedlova A.,Mertens E.,59.0,14.0,2-6,5-7,,Completed
Australian Open,2019-01-14,2019-01-26,3,Pliskova Ka.,Muchova K.,8.0,138.0,6-3,6-2,,Completed
Australian Open,2019-01-14,2019-01-26,3,Potapova A.,Parmentier P.,89.0,55.0,6-4,7-6,,Completed
Australian Open,2019-01-14,2019-01-26,3,Ferro F.,Wang Q.,98.0,21.0,4-6,3-6,,Completed
Australian Open,2019-01-14,2019-01-26,3,Aiava D.,Keys M.,191.0,17.0,2-6,2-6,,Completed
Australian Open,2019-01-14,2019-01-26,3,Williams S.,Maria T.,16.0,73.0,6-0,6-2,,Completed
Australian Open,2019-01-14,2019-01-26,3,Barthel M.,Sevastova A.,76.0,12.0,3-6,1-6,,Completed
Australian Open,2019-01-14,2019-01-26,3,Bouchard E.,Peng S.,79.0,128.0,6-2,6-1,,Completed
Australian Open,2019-01-14,2019-01-26,3,Zheng S.,Muguruza G.,40.0,18.0,2-6,3-6,,Completed
Australian Open,2019-01-14,2019-01-26,3,Zidansek T.,Gavrilova D.,78.0,41.0,7-5,6-3,,Completed
Australian Open,2019-01-14,2019-01-26,3,Doi M.,Brengle M.,133.0,88.0,4-6,0-6,,Completed
Australian Open,2019-01-14,2019-01-26,3,Andreescu B.,Osuigwe W.,106.0,198.0,7-6,6-7,6-3,Completed
Australian Open,2019-01-14,2019-01-26,3,Kasatkina D.,Bacsinszky T.,10.0,145.0,3-6,0-6,,Completed
Australian Open,2019-01-14,2019-01-26,3,Vikhlyantseva N.,Lepchenko V.,134.0,139.0,6-7,6-2,6-4,Completed
Australian Open,2019-01-14,2019-01-26,3,Siegemund L.,Azarenka V.,110.0,53.0,6-7,6-4,6-2,Completed
Australian Open,2019-01-14,2019-01-26,3,Giorgi C.,Jakupovic D.,28.0,83.0,6-3,6-0,,Completed
Australian Open,2019-01-14,2019-01-26,3,Burel C.,Suarez Navarro C.,551.0,23.0,5-7,2-6,,Completed
Australian Open,2019-01-14,2019-01-26,3,Voegele S.,Hsieh S.W.,85.0,27.0,2-6,1-6,,Completed
Australian Open,2019-01-14,2019-01-26,3,Buzarnescu M.,Williams V.,26.0,36.0,7-6,6-7,2-6,Completed
Australian Open,2019-01-14,2019-01-26,3,Kozlova K.,Kuzmova V.,94.0,48.0,6-4,4-6,2-6,Completed
Australian Open,2019-01-14,2019-01-26,3,Arruabarrena L.,Cornet A.,86.0,46.0,2-6,2-6,,Completed
Australian Open,2019-01-14,2019-01-26,3,Blinkova A.,Pliskova Kr.,90.0,101.0,6-7,6-2,2-6,Completed
Australian Open,2019-01-14,2019-01-26,3,Golubic V.,Svitolina E.,103.0,7.0,1-6,2-6,,Completed
Australian Open,2019-01-14,2019-01-26,3,Gasparyan M.,Zhu L.,91.0,118.0,4-6,6-2,6-2,Completed
Australian Open,2019-01-14,2019-01-26,3,Bogdan A.,Swiatek I.,82.0,177.0,3-6,6-3,4-6,Completed
Australian Open,2019-01-14,2019-01-26,3,Yastremska D.,Stosur S.,57.0,75.0,7-5,6-2,,Completed
Australian Open,2019-01-14,2019-01-26,3,Kudermetova V.,Kenin S.,111.0,37.0,3-6,6-3,5-7,Completed
Australian Open,2019-01-14,2019-01-26,3,Zhang S.,Cibulkova D.,42.0,25.0,6-2,4-6,6-2,Completed
Australian Open,2019-01-14,2019-01-26,3,Kanepi K.,Halep S.,71.0,1.0,7-6,4-6,2-6,Completed
Australian Open,2019-01-14,2019-01-26,3,Linette M.,Osaka N.,80.0,4.0,4-6,2-6,,Completed
Australian Open,2019-01-14,2019-01-26,3,Vondrousova M.,Martic P.,72.0,32.0,4-6,5-7,,Completed
Australian Open,2019-01-14,2019-01-26,3,Hives Z.,Garcia C.,225.0,19.0,3-6,3-6,,Completed
Australian Open,2019-01-14,2019-01-26,3,Kontaveit A.,Sasnovich A.,20.0,31.0,3-6,3-6,,Completed
Australian Open,2019-01-14,2019-01-26,3,Bertens K.,Pavlyuchenkova A.,9.0,44.0,6-3,3-6,3-6,Completed
Australian Open,2019-01-14,2019-01-26,3,Stephens S.,Babos T.,5.0,66.0,6-3,6-1,,Completed
Australian Open,2019-01-14,2019-01-26,3,Wang Yaf.,Barty A.,65.0,15.0,2-6,3-6,,Completed
Australian Open,2019-01-14,2019-01-26,3,Sakkari M.,Sharma A.,43.0,232.0,6-1,6-4,,Completed
Australian Open,2019-01-14,2019-01-26,3,Anisimova A.,Tsurenko L.,87.0,24.0,6-0,6-2,,Completed
Australian Open,2019-01-14,2019-01-26,3,Vickery S.,Collins D.,123.0,35.0,3-6,5-7,,Completed
Australian Open,2019-01-14,2019-01-26,3,Vekic D.,Birrell K.,29.0,240.0,4-6,6-4,1-6,Completed
Australian Open,2019-01-14,2019-01-26,3,Larsson J.,Wozniacki C.,77.0,3.0,1-6,3-6,,Completed
Australian Open,2019-01-14,2019-01-26,3,Sabalenka A.,Boulter K.,11.0,97.0,6-3,6-4,,Completed
Australian Open,2019-01-14,2019-01-26,3,Bencic B.,Putintseva Y.,49.0,39.0,7-5,4-6,6-2,Completed
Australian Open,2019-01-14,2019-01-26,3,Kvitova P.,Begu I.,6.0,70.0,6-1,6-3,,Completed
Australian Open,2019-01-14,2019-01-26,3,Kerber A.,Haddad Maia B.,2.0,195.0,6-2,6-3,,Completed
Australian Open,2019-01-14,2019-01-26,3,Peterson R.,Sharapova M.,64.0,30.0,2-6,1-6,,Completed
Australian Open,2019-01-14,2019-01-26,3,Andreescu B.,Sevastova A.,106.0,12.0,3-6,6-3,2-6,Completed
Australian Open,2019-01-14,2019-01-26,3,Giorgi C.,Swiatek I.,28.0,177.0,6-2,6-0,,Completed
Australian Open,2019-01-14,2019-01-26,3,Brengle M.,Pliskova Ka.,88.0,8.0,6-4,1-6,0-6,Completed
Australian Open,2019-01-14,2019-01-26,3,Krunic A.,Wang Q.,61.0,21.0,2-6,3-6,,Completed
Australian Open,2019-01-14,2019-01-26,3,Kuzmova V.,Svitolina E.,48.0,7.0,4-6,1-6,,Completed
Australian Open,2019-01-14,2019-01-26,3,Mertens E.,Gasparyan M.,14.0,91.0,6-1,7-5,,Completed
Australian Open,2019-01-14,2019-01-26,3,Siegemund L.,Hsieh S.W.,110.0,27.0,3-6,4-6,,Completed
Australian Open,2019-01-14,2019-01-26,3,Keys M.,Potapova A.,17.0,89.0,6-3,6-4,,Completed
Australian Open,2019-01-14,2019-01-26,3,Bacsinszky T.,Vikhlyantseva N.,145.0,134.0,6-2,7-5,,Completed
Australian Open,2019-01-14,2019-01-26,3,Pliskova Kr.,Zhang S.,101.0,42.0,3-6,5-7,,Completed
Australian Open,2019-01-14,2019-01-26,3,Zidansek T.,Osaka N.,78.0,4.0,2-6,4-6,,Completed
Australian Open,2019-01-14,2019-01-26,3,Cornet A.,Williams V.,46.0,36.0,3-6,6-4,0-6,Completed
Australian Open,2019-01-14,2019-01-26,3,Halep S.,Kenin S.,1.0,37.0,6-3,6-7,6-4,Completed
Australian Open,2019-01-14,2019-01-26,3,Yastremska D.,Suarez Navarro C.,57.0,23.0,6-3,3-6,6-1,Completed
Australian Open,2019-01-14,2019-01-26,3,Williams S.,Bouchard E.,16.0,79.0,6-2,6-2,,Completed
Australian Open,2019-01-14,2019-01-26,3,Muguruza G.,Konta J.,18.0,38.0,6-4,6-7,7-5,Completed
Australian Open,2019-01-14,2019-01-26,3,Barty A.,Sakkari M.,15.0,43.0,7-5,6-1,,Completed
Australian Open,2019-01-14,2019-01-26,3,Sabalenka A.,Anisimova A.,11.0,87.0,3-6,2-6,,Completed
Australian Open,2019-01-14,2019-01-26,3,Pavlyuchenkova A.,Sasnovich A.,44.0,31.0,6-0,6-3,,Completed
Australian Open,2019-01-14,2019-01-26,3,Wozniacki C.,Sharapova M.,3.0,30.0,4-6,6-4,3-6,Completed
Australian Open,2019-01-14,2019-01-26,3,Martic P.,Stephens S.,32.0,5.0,6-7,6-7,,Completed
Australian Open,2019-01-14,2019-01-26,3,Bencic B.,Kvitova P.,49.0,6.0,1-6,4-6,,Completed
Australian Open,2019-01-14,2019-01-26,3,Garcia C.,Collins D.,19.0,35.0,3-6,2-6,,Completed
Australian Open,2019-01-14,2019-01-26,3,Birrell K.,Kerber A.,240.0,2.0,1-6,0-6,,Completed
Australian Open,2019-01-14,2019-01-26,3,Hsieh S.W.,Osaka N.,27.0,4.0,7-5,4-6,1-6,Completed
Australian Open,2019-01-14,2019-01-26,3,Zhang S.,Svitolina E.,42.0,7.0,6-4,4-6,5-7,Completed
