Tournament,Start date,End date,Best of,Player 1,Player 2,Rank 1,Rank 2,Set 1,Set 2,Set 3,Comment
Sony Ericsson Open,2017-03-21,2017-04-01,3,Wozniacki C.,Cirstea S.,14.0,65.0,6-4,6-2,,Completed
Sony Ericsson Open,2017-03-21,2017-04-01,3,Parmentier P.,Konta J.,57.0,11.0,4-6,0-6,,Completed
Sony Ericsson Open,2017-03-21,2017-04-01,3,Ozaki R.,Goerges J.,87.0,47.0,7-6,6-3,,Completed
Sony Ericsson Open,2017-03-21,2017-04-01,3,Kuznetsova S.,Townsend T.,7.0,111.0,6-4,6-2,,Completed
Sony Ericsson Open,2017-03-21,2017-04-01,3,Kerber A.,Rogers S.,1.0,61.0,6-4,7-5,,Completed
Sony Ericsson Open,2017-03-21,2017-04-01,3,Peng S.,Stosur S.,43.0,19.0,6-4,3-6,5-7,Completed
Sony Ericsson Open,2017-03-21,2017-04-01,3,Keys M.,Arruabarrena L.,9.0,72.0,5-7,5-7,,Completed
Sony Ericsson Open,2017-03-21,2017-04-01,3,Williams V.,Tig P.M.,12.0,95.0,6-3,6-0,,Completed
Sony Ericsson Open,2017-03-21,2017-04-01,3,Kontaveit A.,Halep S.,112.0,5.0,3-6,0-6,,Completed
Sony Ericsson Open,2017-03-21,2017-04-01,3,Cibulkova D.,Safarova L.,4.0,36.0,6-7,1-6,,Completed
Sony Ericsson Open,2017-03-21,2017-04-01,3,Strycova B.,Pliskova Ka.,20.0,3.0,1-6,4-6,,Completed
Sony Ericsson Open,2017-03-21,2017-04-01,3,Muguruza G.,Wozniacki C.,6.0,14.0,6-7,,,Muguruza G. Retired
Sony Ericsson Open,2017-03-21,2017-04-01,3,Kerber A.,Ozaki R.,1.0,87.0,6-2,6-2,,Completed
Sony Ericsson Open,2017-03-21,2017-04-01,3,Mattek-Sands B.,Lucic-Baroni M.,158.0,29.0,5-7,4-6,,Completed
Sony Ericsson Open,2017-03-21,2017-04-01,3,Arruabarrena L.,Konta J.,72.0,11.0,5-7,1-6,,Completed
Sony Ericsson Open,2017-03-21,2017-04-01,3,Halep S.,Stosur S.,5.0,19.0,4-6,7-5,6-2,Completed
Sony Ericsson Open,2017-03-21,2017-04-01,3,Kuznetsova S.,Williams V.,7.0,12.0,3-6,6-7,,Completed
Sony Ericsson Open,2017-03-21,2017-04-01,3,Lucic-Baroni M.,Pliskova Ka.,29.0,3.0,3-6,4-6,,Completed
Sony Ericsson Open,2017-03-21,2017-04-01,3,Safarova L.,Wozniacki C.,36.0,14.0,4-6,3-6,,Completed
Sony Ericsson Open,2017-03-21,2017-04-01,3,Konta J.,Halep S.,11.0,5.0,3-6,7-6,6-2,Completed
Sony Ericsson Open,2017-03-21,2017-04-01,3,Williams V.,Kerber A.,12.0,1.0,7-5,6-3,,Completed
Sony Ericsson Open,2017-03-21,2017-04-01,3,Wozniacki C.,Pliskova Ka.,14.0,3.0,5-7,6-1,6-1,Completed
Sony Ericsson Open,2017-03-21,2017-04-01,3,Konta J.,Williams V.,11.0,12.0,6-4,7-5,,Completed
Sony Ericsson Open,2017-03-21,2017-04-01,3,Konta J.,Wozniacki C.,11.0,14.0,6-4,6-3,,Completed
Family Circle Cup,2017-04-03,2017-04-09,3,Day K.,Riske A.,151.0,38.0,5-7,6-4,0-6,Completed
Family Circle Cup,2017-04-03,2017-04-09,3,Osaka N.,Larsson J.,49.0,57.0,6-7,6-4,6-2,Completed
Family Circle Cup,2017-04-03,2017-04-09,3,Siniakova K.,Puig M.,36.0,40.0,6-4,2-6,1-4,Siniakova K. Retired
Family Circle Cup,2017-04-03,2017-04-09,3,Bondarenko K.,Rodina E.,92.0,80.0,6-4,7-5,,Completed
Family Circle Cup,2017-04-03,2017-04-09,3,Bogdan A.,Ostapenko J.,119.0,66.0,4-6,2-6,,Completed
Family Circle Cup,2017-04-03,2017-04-09,3,Arruabarrena L.,Petkovic A.,65.0,75.0,5-7,2-6,,Completed
Family Circle Cup,2017-04-03,2017-04-09,3,Siegemund L.,Tsurenko L.,37.0,41.0,6-7,6-2,7-6,Completed
Family Circle Cup,2017-04-03,2017-04-09,3,Erakovic M.,Jabeur O.,107.0,131.0,4-6,1-6,,Completed
Family Circle Cup,2017-04-03,2017-04-09,3,Alexandrova E.,Jankovic J.,86.0,53.0,0-6,4-6,,Completed
Family Circle Cup,2017-04-03,2017-04-09,3,Brady J.,Barthel M.,77.0,88.0,5-7,4-6,,Completed
Family Circle Cup,2017-04-03,2017-04-09,3,Kasatkina D.,Kovinic D.,42.0,82.0,6-1,6-2,,Completed
Family Circle Cup,2017-04-03,2017-04-09,3,Linette M.,Putintseva Y.,83.0,29.0,4-6,6-2,6-4,Completed
Family Circle Cup,2017-04-03,2017-04-09,3,Sakkari M.,Davis L.,91.0,35.0,7-5,6-4,,Completed
Family Circle Cup,2017-04-03,2017-04-09,3,Duan Y.Y.,Rodionova An.,63.0,669.0,6-7,1-6,,Completed
Family Circle Cup,2017-04-03,2017-04-09,3,Kucova K.,Soler-Espinosa S.,81.0,120.0,5-7,7-5,7-6,Completed
Family Circle Cup,2017-04-03,2017-04-09,3,Rogers S.,Cepede Royg V.,52.0,117.0,6-7,6-3,7-6,Completed
Family Circle Cup,2017-04-03,2017-04-09,3,Stollar F.,Muhammad A.,282.0,133.0,6-3,7-5,,Completed
Family Circle Cup,2017-04-03,2017-04-09,3,Krunic A.,Lucic-Baroni M.,132.0,23.0,1-6,6-4,3-6,Completed
Family Circle Cup,2017-04-03,2017-04-09,3,Begu I.,Buyukakcay C.,33.0,108.0,6-0,6-0,,Completed
Family Circle Cup,2017-04-03,2017-04-09,3,Zhang S.,Doi M.,32.0,50.0,6-2,6-1,,Completed
Family Circle Cup,2017-04-03,2017-04-09,3,Kenin S.,Mattek-Sands B.,210.0,122.0,4-6,4-6,,Completed
Family Circle Cup,2017-04-03,2017-04-09,3,Min G.,Errani S.,129.0,96.0,1-6,1-6,,Completed
Family Circle Cup,2017-04-03,2017-04-09,3,Safarova L.,Lepchenko V.,28.0,73.0,7-5,6-7,6-3,Completed
Family Circle Cup,2017-04-03,2017-04-09,3,Chirico L.,Beck A.,59.0,61.0,0-6,0-3,,Chirico L. Retired
Family Circle Cup,2017-04-03,2017-04-09,3,Jankovic J.,Stosur S.,53.0,17.0,1-6,3-6,,Completed
Family Circle Cup,2017-04-03,2017-04-09,3,Puig M.,Kasatkina D.,40.0,42.0,0-6,7-6,2-6,Completed
Family Circle Cup,2017-04-03,2017-04-09,3,Petkovic A.,Sevastova A.,75.0,26.0,3-6,4-6,,Completed
Family Circle Cup,2017-04-03,2017-04-09,3,Vesnina E.,Stollar F.,14.0,282.0,6-7,6-7,,Completed
Family Circle Cup,2017-04-03,2017-04-09,3,Jabeur O.,Linette M.,131.0,83.0,6-4,6-4,,Completed
Family Circle Cup,2017-04-03,2017-04-09,3,Bondarenko K.,Bertens K.,92.0,21.0,2-6,5-7,,Completed
Family Circle Cup,2017-04-03,2017-04-09,3,Lucic-Baroni M.,Barthel M.,23.0,88.0,6-3,6-2,,Completed
Family Circle Cup,2017-04-03,2017-04-09,3,Gavrilova D.,Riske A.,27.0,38.0,6-3,6-1,,Completed
Family Circle Cup,2017-04-03,2017-04-09,3,Sakkari M.,Ostapenko J.,91.0,66.0,2-6,6-4,2-6,Completed
Family Circle Cup,2017-04-03,2017-04-09,3,Kucova K.,Begu I.,81.0,33.0,6-4,2-6,6-7,Completed
Family Circle Cup,2017-04-03,2017-04-09,3,Osaka N.,Zhang S.,49.0,32.0,6-4,6-4,,Completed
Family Circle Cup,2017-04-03,2017-04-09,3,Siegemund L.,Williams V.,37.0,10.0,6-4,6-7,7-5,Completed
Family Circle Cup,2017-04-03,2017-04-09,3,Errani S.,Rodionova An.,96.0,669.0,2-6,2-6,,Completed
Family Circle Cup,2017-04-03,2017-04-09,3,Safarova L.,Mattek-Sands B.,28.0,122.0,6-3,6-3,,Completed
Family Circle Cup,2017-04-03,2017-04-09,3,Rogers S.,Keys M.,52.0,11.0,4-6,6-1,6-1,Completed
Family Circle Cup,2017-04-03,2017-04-09,3,Beck A.,Wozniacki C.,61.0,12.0,5-7,1-6,,Completed
Family Circle Cup,2017-04-03,2017-04-09,3,Sevastova A.,Jabeur O.,26.0,131.0,7-5,7-6,,Completed
Family Circle Cup,2017-04-03,2017-04-09,3,Begu I.,Stosur S.,33.0,17.0,7-5,6-3,,Completed
Family Circle Cup,2017-04-03,2017-04-09,3,Ostapenko J.,Stollar F.,66.0,282.0,6-1,1-0,,Stollar F. Retired
Family Circle Cup,2017-04-03,2017-04-09,3,Bertens K.,Lucic-Baroni M.,21.0,23.0,6-7,4-6,,Completed
Family Circle Cup,2017-04-03,2017-04-09,3,Gavrilova D.,Kasatkina D.,27.0,42.0,3-6,6-4,0-6,Completed
Family Circle Cup,2017-04-03,2017-04-09,3,Siegemund L.,Safarova L.,37.0,28.0,6-2,6-3,,Completed
Family Circle Cup,2017-04-03,2017-04-09,3,Wozniacki C.,Rodionova An.,12.0,669.0,6-3,6-3,,Completed
Family Circle Cup,2017-04-03,2017-04-09,3,Osaka N.,Rogers S.,49.0,52.0,4-6,2-6,,Completed
Family Circle Cup,2017-04-03,2017-04-09,3,Begu I.,Kasatkina D.,33.0,42.0,4-6,1-6,,Completed
Family Circle Cup,2017-04-03,2017-04-09,3,Sevastova A.,Siegemund L.,26.0,37.0,2-6,4-6,,Completed
Family Circle Cup,2017-04-03,2017-04-09,3,Lucic-Baroni M.,Rogers S.,23.0,52.0,6-7,6-1,6-1,Completed
Family Circle Cup,2017-04-03,2017-04-09,3,Wozniacki C.,Ostapenko J.,12.0,66.0,2-6,4-6,,Completed
Family Circle Cup,2017-04-03,2017-04-09,3,Kasatkina D.,Siegemund L.,42.0,37.0,3-6,6-2,6-1,Completed
Family Circle Cup,2017-04-03,2017-04-09,3,Ostapenko J.,Lucic-Baroni M.,66.0,23.0,6-3,5-7,6-4,Completed
Family Circle Cup,2017-04-03,2017-04-09,3,Ostapenko J.,Kasatkina D.,66.0,42.0,3-6,1-6,,Completed
Monterrey Open,2017-04-03,2017-04-09,3,Boserup J.,Hibino N.,95.0,79.0,6-0,6-2,,Completed
Monterrey Open,2017-04-03,2017-04-09,3,Bellis C.,Broady N.,54.0,123.0,6-7,4-6,,Completed
Monterrey Open,2017-04-03,2017-04-09,3,Vekic D.,Tig P.M.,90.0,85.0,6-4,6-1,,Completed
Monterrey Open,2017-04-03,2017-04-09,3,Garcia C.,Zarazua R.,24.0,304.0,4-6,6-2,6-3,Completed
Monterrey Open,2017-04-03,2017-04-09,3,Maria T.,Pavlyuchenkova A.,106.0,16.0,1-6,3-6,,Completed
Monterrey Open,2017-04-03,2017-04-09,3,Sorribes Tormo S.,Bouchard E.,98.0,56.0,7-6,6-3,,Completed
Monterrey Open,2017-04-03,2017-04-09,3,Cepelova J.,Ahn K.,94.0,206.0,4-6,2-6,,Completed
Monterrey Open,2017-04-03,2017-04-09,3,Makarova E.,Allertova D.,45.0,109.0,6-4,6-3,,Completed
Monterrey Open,2017-04-03,2017-04-09,3,Mchale C.,Martincova T.,43.0,160.0,6-3,5-7,4-6,Completed
Monterrey Open,2017-04-03,2017-04-09,3,Kerkhove L.,Babos T.,175.0,30.0,1-6,3-6,,Completed
Monterrey Open,2017-04-03,2017-04-09,3,Podoroska N.,Brengle M.,191.0,100.0,7-5,0-6,6-3,Completed
Monterrey Open,2017-04-03,2017-04-09,3,Stojanovic N.,Watson H.,126.0,125.0,2-6,7-6,4-6,Completed
Monterrey Open,2017-04-03,2017-04-09,3,Khromacheva I.,Cornet A.,93.0,44.0,1-6,4-6,,Completed
Monterrey Open,2017-04-03,2017-04-09,3,Minella M.,Kostova E.,68.0,149.0,7-6,6-3,,Completed
Monterrey Open,2017-04-03,2017-04-09,3,Van Uytvanck A.,Suarez Navarro C.,137.0,25.0,2-6,4-6,,Completed
Monterrey Open,2017-04-03,2017-04-09,3,Kerber A.,Schiavone F.,1.0,152.0,4-6,6-0,6-4,Completed
Monterrey Open,2017-04-03,2017-04-09,3,Boserup J.,Martincova T.,95.0,160.0,6-3,4-6,6-4,Completed
Monterrey Open,2017-04-03,2017-04-09,3,Babos T.,Broady N.,30.0,123.0,6-3,6-2,,Completed
Monterrey Open,2017-04-03,2017-04-09,3,Podoroska N.,Garcia C.,191.0,24.0,0-6,3-6,,Completed
Monterrey Open,2017-04-03,2017-04-09,3,Pavlyuchenkova A.,Ahn K.,16.0,206.0,7-6,6-4,,Completed
Monterrey Open,2017-04-03,2017-04-09,3,Suarez Navarro C.,Sorribes Tormo S.,25.0,98.0,6-2,6-0,,Completed
Monterrey Open,2017-04-03,2017-04-09,3,Watson H.,Makarova E.,125.0,45.0,6-4,6-1,,Completed
Monterrey Open,2017-04-03,2017-04-09,3,Vekic D.,Cornet A.,90.0,44.0,3-6,4-6,,Completed
Monterrey Open,2017-04-03,2017-04-09,3,Minella M.,Kerber A.,68.0,1.0,1-6,3-6,,Completed
Monterrey Open,2017-04-03,2017-04-09,3,Garcia C.,Boserup J.,24.0,95.0,6-3,6-2,,Completed
Monterrey Open,2017-04-03,2017-04-09,3,Babos T.,Pavlyuchenkova A.,30.0,16.0,2-6,6-3,5-7,Completed
Monterrey Open,2017-04-03,2017-04-09,3,Suarez Navarro C.,Cornet A.,25.0,44.0,6-1,6-1,,Completed
Monterrey Open,2017-04-03,2017-04-09,3,Watson H.,Kerber A.,125.0,1.0,4-6,4-6,,Completed
Monterrey Open,2017-04-03,2017-04-09,3,Garcia C.,Pavlyuchenkova A.,24.0,16.0,2-6,4-6,,Completed
Monterrey Open,2017-04-03,2017-04-09,3,Suarez Navarro C.,Kerber A.,25.0,1.0,6-7,1-6,,Completed
Monterrey Open,2017-04-03,2017-04-09,3,Pavlyuchenkova A.,Kerber A.,16.0,1.0,6-4,2-6,6-1,Completed
Ladies Open Biel Bienne,2017-04-10,2017-04-16,3,Cepelova J.,Barthel M.,96.0,80.0,3-6,4-6,,Completed
Ladies Open Biel Bienne,2017-04-10,2017-04-16,3,Pliskova Kr.,Vinci R.,58.0,35.0,6-4,6-4,,Completed
Ladies Open Biel Bienne,2017-04-10,2017-04-16,3,Mertens E.,Niculescu M.,68.0,47.0,6-2,6-2,,Completed
Ladies Open Biel Bienne,2017-04-10,2017-04-16,3,Beck A.,Masarova R.,60.0,313.0,6-4,6-4,,Completed
Ladies Open Biel Bienne,2017-04-10,2017-04-16,3,Hsieh S.W.,Dodin O.,94.0,59.0,2-6,2-6,,Completed
Ladies Open Biel Bienne,2017-04-10,2017-04-16,3,Babos T.,Rodina E.,30.0,78.0,6-7,2-4,,Babos T. Retired
Ladies Open Biel Bienne,2017-04-10,2017-04-16,3,Kontaveit A.,Watson H.,99.0,110.0,7-6,6-2,,Completed
Ladies Open Biel Bienne,2017-04-10,2017-04-16,3,Vekic D.,Cirstea S.,82.0,61.0,6-4,6-1,,Completed
Ladies Open Biel Bienne,2017-04-10,2017-04-16,3,Gjorcheska L.,Vondrousova M.,191.0,233.0,6-7,1-6,,Completed
Ladies Open Biel Bienne,2017-04-10,2017-04-16,3,Broady N.,Goerges J.,124.0,46.0,4-6,2-6,,Completed
Ladies Open Biel Bienne,2017-04-10,2017-04-16,3,Sasnovich A.,Parmentier P.,108.0,64.0,3-6,6-2,6-3,Completed
Ladies Open Biel Bienne,2017-04-10,2017-04-16,3,Bouzkova M.,Strycova B.,231.0,18.0,2-6,6-4,2-6,Completed
Ladies Open Biel Bienne,2017-04-10,2017-04-16,3,Lottner A.,Giorgi C.,181.0,98.0,2-6,2-6,,Completed
Ladies Open Biel Bienne,2017-04-10,2017-04-16,3,Bencic B.,Witthoeft C.,131.0,69.0,1-6,3-6,,Completed
Ladies Open Biel Bienne,2017-04-10,2017-04-16,3,Suarez Navarro C.,Boserup J.,23.0,86.0,6-1,6-2,,Completed
Ladies Open Biel Bienne,2017-04-10,2017-04-16,3,Golubic V.,Siegemund L.,54.0,37.0,6-2,4-6,7-6,Completed
Ladies Open Biel Bienne,2017-04-10,2017-04-16,3,Kontaveit A.,Rodina E.,99.0,78.0,6-3,6-2,,Completed
Ladies Open Biel Bienne,2017-04-10,2017-04-16,3,Mertens E.,Barthel M.,68.0,80.0,6-2,6-4,,Completed
Ladies Open Biel Bienne,2017-04-10,2017-04-16,3,Pliskova Kr.,Vekic D.,58.0,82.0,6-1,6-2,,Completed
Ladies Open Biel Bienne,2017-04-10,2017-04-16,3,Goerges J.,Dodin O.,46.0,59.0,6-4,6-3,,Completed
Ladies Open Biel Bienne,2017-04-10,2017-04-16,3,Beck A.,Vondrousova M.,60.0,233.0,1-6,3-6,,Completed
Ladies Open Biel Bienne,2017-04-10,2017-04-16,3,Witthoeft C.,Strycova B.,69.0,18.0,2-6,6-7,,Completed
Ladies Open Biel Bienne,2017-04-10,2017-04-16,3,Giorgi C.,Suarez Navarro C.,98.0,23.0,2-6,7-6,6-2,Completed
Ladies Open Biel Bienne,2017-04-10,2017-04-16,3,Sasnovich A.,Golubic V.,108.0,54.0,6-1,6-4,,Completed
Ladies Open Biel Bienne,2017-04-10,2017-04-16,3,Kontaveit A.,Mertens E.,99.0,68.0,7-5,6-7,6-1,Completed
Ladies Open Biel Bienne,2017-04-10,2017-04-16,3,Pliskova Kr.,Vondrousova M.,58.0,233.0,2-6,5-7,,Completed
Ladies Open Biel Bienne,2017-04-10,2017-04-16,3,Giorgi C.,Sasnovich A.,98.0,108.0,4-6,4-6,,Completed
Ladies Open Biel Bienne,2017-04-10,2017-04-16,3,Strycova B.,Goerges J.,18.0,46.0,4-6,6-3,1-0,Goerges J. Retired
Ladies Open Biel Bienne,2017-04-10,2017-04-16,3,Kontaveit A.,Sasnovich A.,99.0,108.0,6-4,4-6,7-5,Completed
Ladies Open Biel Bienne,2017-04-10,2017-04-16,3,Vondrousova M.,Strycova B.,233.0,18.0,7-6,6-2,,Completed
Ladies Open Biel Bienne,2017-04-10,2017-04-16,3,Kontaveit A.,Vondrousova M.,99.0,233.0,4-6,6-7,,Completed
Copa Claro Colsanitas,2017-04-10,2017-04-15,3,Perrin C.,Arruabarrena L.,198.0,65.0,6-4,3-6,2-6,Completed
Copa Claro Colsanitas,2017-04-10,2017-04-15,3,Mayo A.,Vickery S.,,133.0,0-6,2-6,,Completed
Copa Claro Colsanitas,2017-04-10,2017-04-15,3,Kostova E.,Min G.,146.0,127.0,6-3,6-1,,Completed
Copa Claro Colsanitas,2017-04-10,2017-04-15,3,Maria T.,Burger C.,104.0,171.0,7-5,3-6,4-6,Completed
Copa Claro Colsanitas,2017-04-10,2017-04-15,3,Duque-Marino M.,Krunic A.,100.0,132.0,2-6,4-6,,Completed
Copa Claro Colsanitas,2017-04-10,2017-04-15,3,Ferro F.,Larsson J.,215.0,57.0,6-2,2-6,1-6,Completed
Copa Claro Colsanitas,2017-04-10,2017-04-15,3,Cepede Royg V.,Haddad Maia B.,109.0,153.0,2-6,6-3,6-4,Completed
Copa Claro Colsanitas,2017-04-10,2017-04-15,3,Errani S.,Alexandrova E.,121.0,89.0,6-2,6-4,,Completed
Copa Claro Colsanitas,2017-04-10,2017-04-15,3,Jakupovic D.,Falconi I.,142.0,103.0,6-2,6-4,,Completed
Copa Claro Colsanitas,2017-04-10,2017-04-15,3,Linette M.,Podoroska N.,84.0,175.0,6-1,6-3,,Completed
Copa Claro Colsanitas,2017-04-10,2017-04-15,3,Sakkari M.,Soler-Espinosa S.,87.0,118.0,3-6,6-7,,Completed
Copa Claro Colsanitas,2017-04-10,2017-04-15,3,Sorribes Tormo S.,Allertova D.,93.0,107.0,6-1,7-6,,Completed
Copa Claro Colsanitas,2017-04-10,2017-04-15,3,Bertens K.,Stojanovic N.,20.0,126.0,6-4,6-1,,Completed
Copa Claro Colsanitas,2017-04-10,2017-04-15,3,Arango E.,Khromacheva I.,774.0,92.0,2-6,2-6,,Completed
Copa Claro Colsanitas,2017-04-10,2017-04-15,3,Teichmann J.B.,Siniakova K.,208.0,38.0,0-6,4-6,,Completed
Copa Claro Colsanitas,2017-04-10,2017-04-15,3,Tig P.M.,Schiavone F.,83.0,168.0,3-6,4-6,,Completed
Copa Claro Colsanitas,2017-04-10,2017-04-15,3,Cepede Royg V.,Larsson J.,109.0,57.0,4-6,4-6,,Completed
Copa Claro Colsanitas,2017-04-10,2017-04-15,3,Kostova E.,Linette M.,146.0,84.0,4-6,4-6,,Completed
Copa Claro Colsanitas,2017-04-10,2017-04-15,3,Krunic A.,Soler-Espinosa S.,132.0,118.0,6-0,7-5,,Completed
Copa Claro Colsanitas,2017-04-10,2017-04-15,3,Sorribes Tormo S.,Siniakova K.,93.0,38.0,6-2,6-3,,Completed
Copa Claro Colsanitas,2017-04-10,2017-04-15,3,Vickery S.,Errani S.,133.0,121.0,2-6,3-6,,Completed
Copa Claro Colsanitas,2017-04-10,2017-04-15,3,Arruabarrena L.,Khromacheva I.,65.0,92.0,7-6,6-0,,Completed
Copa Claro Colsanitas,2017-04-10,2017-04-15,3,Jakupovic D.,Schiavone F.,142.0,168.0,1-6,2-6,,Completed
Copa Claro Colsanitas,2017-04-10,2017-04-15,3,Bertens K.,Burger C.,20.0,171.0,6-2,7-5,,Completed
Copa Claro Colsanitas,2017-04-10,2017-04-15,3,Arruabarrena L.,Krunic A.,65.0,132.0,7-5,5-7,6-2,Completed
Copa Claro Colsanitas,2017-04-10,2017-04-15,3,Linette M.,Sorribes Tormo S.,84.0,93.0,4-6,6-4,6-7,Completed
Copa Claro Colsanitas,2017-04-10,2017-04-15,3,Larsson J.,Errani S.,57.0,121.0,7-5,6-4,,Completed
Copa Claro Colsanitas,2017-04-10,2017-04-15,3,Bertens K.,Schiavone F.,20.0,168.0,1-6,4-6,,Completed
Copa Claro Colsanitas,2017-04-10,2017-04-15,3,Arruabarrena L.,Sorribes Tormo S.,65.0,93.0,6-2,4-6,6-4,Completed
Copa Claro Colsanitas,2017-04-10,2017-04-15,3,Larsson J.,Schiavone F.,57.0,168.0,5-7,4-6,,Completed
Copa Claro Colsanitas,2017-04-10,2017-04-15,3,Schiavone F.,Arruabarrena L.,168.0,65.0,6-4,7-5,,Completed
Istanbul Cup,2017-04-24,2017-04-30,3,Yastremska D.,Petkovic A.,420.0,78.0,3-6,6-0,6-3,Completed
Istanbul Cup,2017-04-24,2017-04-30,3,Sakkari M.,Kovinic D.,96.0,108.0,7-6,6-3,,Completed
Istanbul Cup,2017-04-24,2017-04-30,3,Ferro F.,Cirstea S.,208.0,66.0,3-6,1-6,,Completed
Istanbul Cup,2017-04-24,2017-04-30,3,Pironkova T.,Eraydin B.,74.0,257.0,2-6,4-6,,Completed
Istanbul Cup,2017-04-24,2017-04-30,3,Maria T.,Begu I.,103.0,33.0,6-1,1-6,5-7,Completed
Istanbul Cup,2017-04-24,2017-04-30,3,Flipkens K.,Kucova K.,93.0,94.0,6-0,1-0,,Kucova K. Retired
Istanbul Cup,2017-04-24,2017-04-30,3,Bouchard E.,Cepelova J.,59.0,97.0,0-6,4-6,,Completed
Istanbul Cup,2017-04-24,2017-04-30,3,Chang K.C.,Kalinskaya A.,113.0,145.0,1-6,3-6,,Completed
Istanbul Cup,2017-04-24,2017-04-30,3,Soylu I.,Sorribes Tormo S.,160.0,82.0,3-6,5-7,,Completed
Istanbul Cup,2017-04-24,2017-04-30,3,Errani S.,Hsieh S.W.,110.0,101.0,6-0,6-1,,Completed
Istanbul Cup,2017-04-24,2017-04-30,3,Aksu A.,Kulichkova E.,312.0,224.0,7-5,6-1,,Completed
Istanbul Cup,2017-04-24,2017-04-30,3,Mertens E.,Kozlova K.,65.0,132.0,6-4,6-1,,Completed
Istanbul Cup,2017-04-24,2017-04-30,3,Hibino N.,Cadantu A.,80.0,292.0,6-2,0-6,3-6,Completed
Istanbul Cup,2017-04-24,2017-04-30,3,Perrin C.,Babos T.,216.0,30.0,3-6,2-6,,Completed
Istanbul Cup,2017-04-24,2017-04-30,3,Zanevska M.,Buyukakcay C.,116.0,181.0,2-6,1-6,,Completed
Istanbul Cup,2017-04-24,2017-04-30,3,Svitolina E.,Kamenskaya V.,13.0,210.0,6-4,0-6,6-1,Completed
Istanbul Cup,2017-04-24,2017-04-30,3,Kalinskaya A.,Yastremska D.,145.0,420.0,1-6,4-6,,Completed
Istanbul Cup,2017-04-24,2017-04-30,3,Flipkens K.,Begu I.,93.0,33.0,1-6,6-1,3-6,Completed
Istanbul Cup,2017-04-24,2017-04-30,3,Cirstea S.,Sakkari M.,66.0,96.0,6-4,6-2,,Completed
Istanbul Cup,2017-04-24,2017-04-30,3,Errani S.,Mertens E.,110.0,65.0,6-7,6-3,3-6,Completed
Istanbul Cup,2017-04-24,2017-04-30,3,Cepelova J.,Sorribes Tormo S.,97.0,82.0,6-4,7-6,,Completed
Istanbul Cup,2017-04-24,2017-04-30,3,Eraydin B.,Aksu A.,257.0,312.0,6-1,6-3,,Completed
Istanbul Cup,2017-04-24,2017-04-30,3,Buyukakcay C.,Babos T.,181.0,30.0,6-4,7-6,,Completed
Istanbul Cup,2017-04-24,2017-04-30,3,Cadantu A.,Svitolina E.,292.0,13.0,3-6,3-6,,Completed
Istanbul Cup,2017-04-24,2017-04-30,3,Eraydin B.,Begu I.,257.0,33.0,6-2,6-7,1-6,Completed
Istanbul Cup,2017-04-24,2017-04-30,3,Cepelova J.,Yastremska D.,97.0,420.0,2-6,7-6,6-4,Completed
Istanbul Cup,2017-04-24,2017-04-30,3,Mertens E.,Buyukakcay C.,65.0,181.0,6-4,4-6,6-2,Completed
Istanbul Cup,2017-04-24,2017-04-30,3,Svitolina E.,Cirstea S.,13.0,66.0,6-4,6-4,,Completed
Istanbul Cup,2017-04-24,2017-04-30,3,Svitolina E.,Cepelova J.,13.0,97.0,6-2,6-3,,Completed
Istanbul Cup,2017-04-24,2017-04-30,3,Begu I.,Mertens E.,33.0,65.0,1-6,1-6,,Completed
Istanbul Cup,2017-04-24,2017-04-30,3,Mertens E.,Svitolina E.,65.0,13.0,2-6,4-6,,Completed
Porsche Tennis Grand Prix,2017-04-25,2017-04-30,3,Strycova B.,Brady J.,17.0,76.0,6-2,6-2,,Completed
Porsche Tennis Grand Prix,2017-04-25,2017-04-30,3,Konjuh A.,Kontaveit A.,34.0,73.0,6-7,4-6,,Completed
Porsche Tennis Grand Prix,2017-04-25,2017-04-30,3,Stosur S.,Sevastova A.,18.0,26.0,1-6,6-4,3-6,Completed
Porsche Tennis Grand Prix,2017-04-25,2017-04-30,3,Bertens K.,Kuznetsova S.,20.0,9.0,3-6,7-5,3-6,Completed
Porsche Tennis Grand Prix,2017-04-25,2017-04-30,3,Siegemund L.,Zhang S.,49.0,32.0,6-2,7-6,,Completed
Porsche Tennis Grand Prix,2017-04-25,2017-04-30,3,Radwanska A.,Makarova E.,8.0,43.0,2-6,4-6,,Completed
Porsche Tennis Grand Prix,2017-04-25,2017-04-30,3,Korpatsch T.,Suarez Navarro C.,140.0,25.0,2-6,4-6,,Completed
Porsche Tennis Grand Prix,2017-04-25,2017-04-30,3,Vesnina E.,Kasatkina D.,14.0,29.0,7-6,6-2,,Completed
Porsche Tennis Grand Prix,2017-04-25,2017-04-30,3,Konta J.,Osaka N.,7.0,46.0,7-6,3-6,6-1,Completed
Porsche Tennis Grand Prix,2017-04-25,2017-04-30,3,Lucic-Baroni M.,Mladenovic K.,21.0,19.0,4-6,2-6,,Completed
Porsche Tennis Grand Prix,2017-04-25,2017-04-30,3,Ostapenko J.,Vandeweghe C.,50.0,23.0,6-7,6-7,,Completed
Porsche Tennis Grand Prix,2017-04-25,2017-04-30,3,Vinci R.,Sharapova M.,36.0,,5-7,3-6,,Completed
