Tournament,Start date,End date,Best of,Player 1,Player 2,Rank 1,Rank 2,Set 1,Set 2,Set 3,Comment
Shenzhen Open,2020-01-05,2020-01-11,3,Gasparyan M.,Sabalenka A.,103.0,11.0,3-6,0-6,,Completed
Shenzhen Open,2020-01-05,2020-01-11,3,Rogers S.,Gibbs N.,174.0,124.0,6-3,5-7,6-4,Completed
Shenzhen Open,2020-01-05,2020-01-11,3,Zheng S.,Rybakina E.,40.0,36.0,2-6,6-1,2-6,Completed
Shenzhen Open,2020-01-05,2020-01-11,3,Wang Xin.,Muguruza G.,153.0,35.0,6-3,3-6,0-6,Completed
Shenzhen Open,2020-01-05,2020-01-11,3,Begu I.,Pliskova Kr.,101.0,66.0,3-6,3-6,,Completed
Shenzhen Open,2020-01-05,2020-01-11,3,Friedsam A.L.,Sasnovich A.,141.0,69.0,2-6,3-6,,Completed
Shenzhen Open,2020-01-05,2020-01-11,3,Wang Q.,Jabeur O.,28.0,81.0,6-0,6-3,,Completed
Shenzhen Open,2020-01-05,2020-01-11,3,Zhu L.,Peng S.,71.0,108.0,2-6,6-3,3-6,Completed
Shenzhen Open,2020-01-05,2020-01-11,3,Blinkova A.,Bencic B.,58.0,8.0,3-6,6-3,6-3,Completed
Shenzhen Open,2020-01-05,2020-01-11,3,Duan Y.Y.,Diyas Z.,397.0,75.0,3-6,4-6,,Completed
Shenzhen Open,2020-01-05,2020-01-11,3,Zhang S.,Bondarenko K.,38.0,1168.0,6-7,3-6,,Completed
Shenzhen Open,2020-01-05,2020-01-11,3,Sabalenka A.,Pliskova Kr.,11.0,66.0,4-6,4-6,,Completed
Shenzhen Open,2020-01-05,2020-01-11,3,Mertens E.,Wang Xiy.,17.0,140.0,6-4,6-3,,Completed
Shenzhen Open,2020-01-05,2020-01-11,3,Rybakina E.,Wang Yaf.,36.0,50.0,6-3,6-4,,Completed
Shenzhen Open,2020-01-05,2020-01-11,3,Blinkova A.,Diyas Z.,58.0,75.0,1-6,7-6,4-6,Completed
Shenzhen Open,2020-01-05,2020-01-11,3,Muguruza G.,Rogers S.,35.0,174.0,6-1,7-6,,Completed
Shenzhen Open,2020-01-05,2020-01-11,3,Peng S.,Alexandrova E.,108.0,34.0,6-7,1-6,,Completed
Shenzhen Open,2020-01-05,2020-01-11,3,Wang Q.,Sasnovich A.,28.0,69.0,6-4,0-6,7-6,Completed
Shenzhen Open,2020-01-05,2020-01-11,3,Muguruza G.,Diyas Z.,35.0,75.0,6-4,2-6,6-4,Completed
Shenzhen Open,2020-01-05,2020-01-11,3,Wang Q.,Alexandrova E.,28.0,34.0,6-3,4-6,3-6,Completed
Shenzhen Open,2020-01-05,2020-01-11,3,Rybakina E.,Mertens E.,36.0,17.0,6-4,4-6,6-2,Completed
Shenzhen Open,2020-01-05,2020-01-11,3,Pliskova Kr.,Bondarenko K.,66.0,1168.0,6-4,6-4,,Completed
Shenzhen Open,2020-01-05,2020-01-11,3,Muguruza G.,Alexandrova E.,35.0,34.0,4-6,3-6,,Completed
Shenzhen Open,2020-01-05,2020-01-11,3,Pliskova Kr.,Rybakina E.,66.0,36.0,2-6,5-7,,Completed
Shenzhen Open,2020-01-05,2020-01-11,3,Rybakina E.,Alexandrova E.,36.0,34.0,2-6,4-6,,Completed
Adelaide International,2020-01-13,2020-01-18,3,Kontaveit A.,Pavlyuchenkova A.,29.0,31.0,2-6,4-6,,Completed
Adelaide International,2020-01-13,2020-01-18,3,Putintseva Y.,Tomljanovic A.,37.0,52.0,6-7,2-6,,Completed
Adelaide International,2020-01-13,2020-01-18,3,Sevastova A.,Vekic D.,32.0,20.0,6-4,1-6,3-6,Completed
Adelaide International,2020-01-13,2020-01-18,3,Kasatkina D.,Bencic B.,68.0,7.0,4-6,4-6,,Completed
Adelaide International,2020-01-13,2020-01-18,3,Sasnovich A.,Collins D.,99.0,27.0,3-6,2-6,,Completed
Adelaide International,2020-01-13,2020-01-18,3,Golubic V.,Kenin S.,78.0,15.0,0-6,4-6,,Completed
Adelaide International,2020-01-13,2020-01-18,3,Yastremska D.,Babos T.,24.0,86.0,7-5,6-3,,Completed
Adelaide International,2020-01-13,2020-01-18,3,Wang Q.,Kerber A.,28.0,18.0,1-6,3-6,,Completed
Adelaide International,2020-01-13,2020-01-18,3,Diatchenko V.,Sakkari M.,87.0,23.0,5-7,2-6,,Completed
Adelaide International,2020-01-13,2020-01-18,3,Stephens S.,Rodionova Ar.,25.0,201.0,2-6,2-6,,Completed
Adelaide International,2020-01-13,2020-01-18,3,Vondrousova M.,Maria T.,16.0,83.0,6-3,6-0,,Completed
Adelaide International,2020-01-13,2020-01-18,3,Pera B.,Strycova B.,70.0,33.0,7-6,6-3,,Completed
Adelaide International,2020-01-13,2020-01-18,3,Hon P.,Goerges J.,139.0,38.0,6-7,3-6,,Completed
Adelaide International,2020-01-13,2020-01-18,3,Sabalenka A.,Hsieh S.W.,12.0,36.0,5-7,6-1,7-5,Completed
Adelaide International,2020-01-13,2020-01-18,3,Pavlyuchenkova A.,Barty A.,31.0,1.0,6-4,3-6,5-7,Completed
Adelaide International,2020-01-13,2020-01-18,3,Tomljanovic A.,Halep S.,52.0,4.0,4-6,5-7,,Completed
Adelaide International,2020-01-13,2020-01-18,3,Vekic D.,Sakkari M.,20.0,23.0,2-6,7-5,6-1,Completed
Adelaide International,2020-01-13,2020-01-18,3,Kerber A.,Yastremska D.,18.0,24.0,3-6,0-2,,Kerber A. Retired
Adelaide International,2020-01-13,2020-01-18,3,Collins D.,Kenin S.,27.0,15.0,6-3,6-1,,Completed
Adelaide International,2020-01-13,2020-01-18,3,Pera B.,Sabalenka A.,70.0,12.0,6-7,2-6,,Completed
Adelaide International,2020-01-13,2020-01-18,3,Vondrousova M.,Rodionova Ar.,16.0,201.0,6-0,6-0,,Completed
Adelaide International,2020-01-13,2020-01-18,3,Bencic B.,Goerges J.,7.0,38.0,7-6,7-6,,Completed
Adelaide International,2020-01-13,2020-01-18,3,Vekic D.,Yastremska D.,20.0,24.0,4-6,3-6,,Completed
Adelaide International,2020-01-13,2020-01-18,3,Halep S.,Sabalenka A.,4.0,12.0,4-6,2-6,,Completed
Adelaide International,2020-01-13,2020-01-18,3,Collins D.,Bencic B.,27.0,7.0,6-3,6-1,,Completed
Adelaide International,2020-01-13,2020-01-18,3,Barty A.,Vondrousova M.,1.0,16.0,6-3,6-3,,Completed
Adelaide International,2020-01-13,2020-01-18,3,Yastremska D.,Sabalenka A.,24.0,12.0,6-4,7-6,,Completed
Adelaide International,2020-01-13,2020-01-18,3,Collins D.,Barty A.,27.0,1.0,6-3,1-6,6-7,Completed
Adelaide International,2020-01-13,2020-01-18,3,Yastremska D.,Barty A.,24.0,1.0,2-6,5-7,,Completed
Hobart International,2020-01-13,2020-01-18,3,Sorribes Tormo S.,Kozlova K.,88.0,91.0,2-6,1-6,,Completed
Hobart International,2020-01-13,2020-01-18,3,Davis L.,Sharma A.,65.0,110.0,6-3,3-6,7-6,Completed
Hobart International,2020-01-13,2020-01-18,3,Teichmann J.,Watson H.,67.0,101.0,6-1,4-6,4-6,Completed
Hobart International,2020-01-13,2020-01-18,3,Ferro F.,Peterson R.,63.0,44.0,4-4,,,Peterson R. Retired
Hobart International,2020-01-13,2020-01-18,3,Kuznetsova S.,Linette M.,53.0,43.0,6-7,6-7,,Completed
Hobart International,2020-01-13,2020-01-18,3,Zhu L.,Kuzmova V.,71.0,61.0,7-5,2-6,6-7,Completed
Hobart International,2020-01-13,2020-01-18,3,Stosur S.,Kudermetova V.,97.0,42.0,2-6,2-6,,Completed
Hobart International,2020-01-13,2020-01-18,3,Stojanovic N.,Pliskova Kr.,84.0,62.0,6-1,4-6,3-6,Completed
Hobart International,2020-01-13,2020-01-18,3,Bouzkova M.,Bellis C.,59.0,838.0,6-3,6-7,3-6,Completed
Hobart International,2020-01-13,2020-01-18,3,Jabeur O.,Blinkova A.,85.0,58.0,6-4,6-1,,Completed
Hobart International,2020-01-13,2020-01-18,3,Cabrera L.,Garcia C.,129.0,46.0,4-6,6-4,6-2,Completed
Hobart International,2020-01-13,2020-01-18,3,Cornet A.,Van Uytvanck A.,60.0,47.0,7-5,1-6,6-2,Completed
Hobart International,2020-01-13,2020-01-18,3,Zhang S.,Flipkens K.,40.0,79.0,4-6,6-3,6-2,Completed
Hobart International,2020-01-13,2020-01-18,3,Muguruza G.,Wang Yaf.,34.0,51.0,6-1,7-5,,Completed
Hobart International,2020-01-13,2020-01-18,3,Mertens E.,Mchale C.,17.0,81.0,6-1,6-1,,Completed
Hobart International,2020-01-13,2020-01-18,3,Zidansek T.,Rybakina E.,69.0,30.0,1-6,4-6,,Completed
Hobart International,2020-01-13,2020-01-18,3,Kudermetova V.,Bellis C.,42.0,838.0,7-6,6-1,,Completed
Hobart International,2020-01-13,2020-01-18,3,Pliskova Kr.,Cabrera L.,62.0,129.0,6-4,4-6,4-6,Completed
Hobart International,2020-01-13,2020-01-18,3,Linette M.,Davis L.,43.0,65.0,4-6,4-6,,Completed
Hobart International,2020-01-13,2020-01-18,3,Jabeur O.,Muguruza G.,85.0,34.0,6-3,3-6,6-7,Completed
Hobart International,2020-01-13,2020-01-18,3,Kozlova K.,Zhang S.,91.0,40.0,6-4,1-6,2-6,Completed
Hobart International,2020-01-13,2020-01-18,3,Cornet A.,Rybakina E.,60.0,30.0,5-7,3-6,,Completed
Hobart International,2020-01-13,2020-01-18,3,Ferro F.,Watson H.,63.0,101.0,6-7,3-6,,Completed
Hobart International,2020-01-13,2020-01-18,3,Kuzmova V.,Mertens E.,61.0,17.0,1-6,0-6,,Completed
Hobart International,2020-01-13,2020-01-18,3,Zhang S.,Davis L.,40.0,65.0,6-1,6-4,,Completed
Hobart International,2020-01-13,2020-01-18,3,Watson H.,Mertens E.,101.0,17.0,6-7,6-4,7-5,Completed
Hobart International,2020-01-13,2020-01-18,3,Muguruza G.,Kudermetova V.,34.0,42.0,,,,Kudermetova V. Retired
Hobart International,2020-01-13,2020-01-18,3,Cabrera L.,Rybakina E.,129.0,30.0,7-6,6-7,5-7,Completed
Hobart International,2020-01-13,2020-01-18,3,Kudermetova V.,Zhang S.,42.0,40.0,3-6,4-6,,Completed
Hobart International,2020-01-13,2020-01-18,3,Rybakina E.,Watson H.,30.0,101.0,6-3,4-6,6-4,Completed
Hobart International,2020-01-13,2020-01-18,3,Zhang S.,Rybakina E.,40.0,30.0,6-7,3-6,,Completed
Australian Open,2020-01-20,2020-02-01,3,Badosa P.,Larsson J.,97.0,215.0,6-1,6-0,,Completed
Australian Open,2020-01-20,2020-02-01,3,Alexandrova E.,Teichmann J.,28.0,68.0,6-4,4-6,6-2,Completed
Australian Open,2020-01-20,2020-02-01,3,Goerges J.,Kuzmova V.,39.0,60.0,6-1,6-2,,Completed
Australian Open,2020-01-20,2020-02-01,3,Golubic V.,Zhu L.,76.0,71.0,6-4,1-6,6-7,Completed
Australian Open,2020-01-20,2020-02-01,3,Mchale C.,Martic P.,84.0,14.0,3-6,0-6,,Completed
Australian Open,2020-01-20,2020-02-01,3,Zheng S.,Kalinskaya A.,42.0,109.0,6-3,6-2,,Completed
Australian Open,2020-01-20,2020-02-01,3,Osaka N.,Bouzkova M.,4.0,59.0,6-2,6-4,,Completed
Australian Open,2020-01-20,2020-02-01,3,Kenin S.,Trevisan M.,15.0,154.0,6-2,6-4,,Completed
Australian Open,2020-01-20,2020-02-01,3,Cirstea S.,Strycova B.,74.0,34.0,6-2,7-6,,Completed
Australian Open,2020-01-20,2020-02-01,3,Krejcikova B.,Kanepi K.,128.0,101.0,7-6,2-6,6-3,Completed
Australian Open,2020-01-20,2020-02-01,3,Li A.,Cabrera L.,142.0,121.0,7-6,7-6,,Completed
Australian Open,2020-01-20,2020-02-01,3,Williams S.,Potapova A.,9.0,90.0,6-0,6-3,,Completed
Australian Open,2020-01-20,2020-02-01,3,Wozniacki C.,Ahn K.,36.0,92.0,6-1,6-3,,Completed
Australian Open,2020-01-20,2020-02-01,3,Han N.L.,Zidansek T.,179.0,70.0,3-6,3-6,,Completed
Australian Open,2020-01-20,2020-02-01,3,Siniakova K.,Kvitova P.,57.0,8.0,1-6,0-6,,Completed
Australian Open,2020-01-20,2020-02-01,3,Gauff C.,Williams V.,67.0,55.0,7-6,6-3,,Completed
Australian Open,2020-01-20,2020-02-01,3,Mcnally C.,Stosur S.,116.0,99.0,6-1,6-4,,Completed
Australian Open,2020-01-20,2020-02-01,3,Barty A.,Tsurenko L.,1.0,120.0,5-7,6-1,6-1,Completed
Australian Open,2020-01-20,2020-02-01,3,Zhang S.,Stephens S.,35.0,27.0,2-6,7-5,6-2,Completed
Australian Open,2020-01-20,2020-02-01,3,Brengle M.,Garcia C.,95.0,46.0,7-6,2-6,2-6,Completed
Australian Open,2020-01-20,2020-02-01,3,Van Uytvanck A.,Ferro F.,47.0,63.0,2-6,1-6,,Completed
Australian Open,2020-01-20,2020-02-01,3,Gasparyan M.,Sakkari M.,100.0,23.0,2-6,2-6,,Completed
Australian Open,2020-01-20,2020-02-01,3,Peng S.,Hibino N.,104.0,103.0,6-4,6-7,3-6,Completed
Australian Open,2020-01-20,2020-02-01,3,Juvan K.,Yastremska D.,127.0,21.0,1-6,1-6,,Completed
Australian Open,2020-01-20,2020-02-01,3,Konta J.,Jabeur O.,13.0,78.0,4-6,2-6,,Completed
Australian Open,2020-01-20,2020-02-01,3,Bencic B.,Schmiedlova A.K.,7.0,203.0,6-3,7-5,,Completed
Australian Open,2020-01-20,2020-02-01,3,Hercog P.,Peterson R.,48.0,44.0,6-3,6-3,,Completed
Australian Open,2020-01-20,2020-02-01,3,Pliskova Ka.,Mladenovic K.,2.0,41.0,6-1,7-5,,Completed
Australian Open,2020-01-20,2020-02-01,3,Riske A.,Wang Yaf.,19.0,51.0,7-6,2-6,6-3,Completed
Australian Open,2020-01-20,2020-02-01,3,Keys M.,Kasatkina D.,11.0,69.0,6-3,6-1,,Completed
Australian Open,2020-01-20,2020-02-01,3,Rus A.,Linette M.,93.0,43.0,1-6,6-3,6-4,Completed
Australian Open,2020-01-20,2020-02-01,3,Sharapova M.,Vekic D.,145.0,20.0,3-6,4-6,,Completed
Australian Open,2020-01-20,2020-02-01,3,Pera B.,Rybakina E.,65.0,26.0,3-6,2-6,,Completed
Australian Open,2020-01-20,2020-02-01,3,Wang Q.,Parmentier P.,29.0,133.0,7-6,6-3,,Completed
Australian Open,2020-01-20,2020-02-01,3,Sasnovich A.,Minnen G.,94.0,119.0,6-7,6-4,5-7,Completed
Australian Open,2020-01-20,2020-02-01,3,Samsonova L.,Ostapenko J.,118.0,45.0,1-6,4-6,,Completed
Australian Open,2020-01-20,2020-02-01,3,Sevastova A.,Tomljanovic A.,33.0,52.0,1-6,1-6,,Completed
Australian Open,2020-01-20,2020-02-01,3,Diyas Z.,Anisimova A.,73.0,24.0,6-3,4-6,6-3,Completed
Australian Open,2020-01-20,2020-02-01,3,Fernandez L.A.,Davis L.,207.0,62.0,4-6,2-6,,Completed
Australian Open,2020-01-20,2020-02-01,3,Giorgi C.,Lottner A.,102.0,156.0,6-3,6-3,,Completed
Australian Open,2020-01-20,2020-02-01,3,Rogers S.,Muguruza G.,155.0,32.0,6-0,1-6,0-6,Completed
Australian Open,2020-01-20,2020-02-01,3,Muchova K.,Flipkens K.,22.0,81.0,6-3,2-6,7-6,Completed
Australian Open,2020-01-20,2020-02-01,3,Putintseva Y.,Hsieh S.W.,38.0,37.0,6-1,6-3,,Completed
Australian Open,2020-01-20,2020-02-01,3,Vandeweghe C.,Siegemund L.,226.0,72.0,1-6,4-6,,Completed
Australian Open,2020-01-20,2020-02-01,3,Svitolina E.,Boulter K.,5.0,315.0,6-4,7-5,,Completed
Australian Open,2020-01-20,2020-02-01,3,Maria T.,Bellis C.,87.0,600.0,0-6,2-6,,Completed
Australian Open,2020-01-20,2020-02-01,3,Begu I.,Bertens K.,105.0,10.0,1-6,4-6,,Completed
Australian Open,2020-01-20,2020-02-01,3,Rodionova Ar.,Bondarenko K.,163.0,535.0,3-6,7-6,6-0,Completed
Australian Open,2020-01-20,2020-02-01,3,Brady J.,Halep S.,49.0,3.0,6-7,1-6,,Completed
Australian Open,2020-01-20,2020-02-01,3,Collins D.,Diatchenko V.,25.0,89.0,6-1,3-6,6-4,Completed
Australian Open,2020-01-20,2020-02-01,3,Blinkova A.,Paolini J.,58.0,96.0,7-5,6-4,,Completed
Australian Open,2020-01-20,2020-02-01,3,Cornet A.,Niculescu M.,61.0,129.0,5-7,6-1,6-0,Completed
Australian Open,2020-01-20,2020-02-01,3,Dart H.,Doi M.,173.0,82.0,2-6,6-4,7-6,Completed
Australian Open,2020-01-20,2020-02-01,3,Kuznetsova S.,Vondrousova M.,53.0,16.0,6-2,4-6,6-4,Completed
Australian Open,2020-01-20,2020-02-01,3,Kerber A.,Cocciaretto E.,18.0,175.0,6-2,6-2,,Completed
Australian Open,2020-01-20,2020-02-01,3,Hon P.,Kozlova K.,139.0,83.0,6-3,6-4,,Completed
Australian Open,2020-01-20,2020-02-01,3,Pavlyuchenkova A.,Stojanovic N.,30.0,85.0,6-1,7-5,,Completed
Australian Open,2020-01-20,2020-02-01,3,Pliskova Kr.,Watson H.,64.0,75.0,6-4,3-6,1-6,Completed
Australian Open,2020-01-20,2020-02-01,3,Kontaveit A.,Sharma A.,31.0,111.0,6-0,6-2,,Completed
Australian Open,2020-01-20,2020-02-01,3,Kudermetova V.,Sorribes Tormo S.,40.0,91.0,6-2,1-6,1-6,Completed
Australian Open,2020-01-20,2020-02-01,3,Sabalenka A.,Suarez Navarro C.,12.0,54.0,6-7,6-7,,Completed
Australian Open,2020-01-20,2020-02-01,3,Babos T.,Swiatek I.,88.0,56.0,3-6,2-6,,Completed
Australian Open,2020-01-20,2020-02-01,3,Pegula J.,Townsend T.,66.0,79.0,4-6,6-7,,Completed
Australian Open,2020-01-20,2020-02-01,3,Kovinic D.,Mertens E.,86.0,17.0,2-6,0-6,,Completed
Australian Open,2020-01-20,2020-02-01,3,Kenin S.,Li A.,15.0,142.0,6-1,6-3,,Completed
Australian Open,2020-01-20,2020-02-01,3,Martic P.,Goerges J.,14.0,39.0,6-4,3-6,5-7,Completed
Australian Open,2020-01-20,2020-02-01,3,Osaka N.,Zheng S.,4.0,42.0,6-2,6-4,,Completed
Australian Open,2020-01-20,2020-02-01,3,Badosa P.,Kvitova P.,97.0,8.0,5-7,5-7,,Completed
Australian Open,2020-01-20,2020-02-01,3,Mcnally C.,Zhang S.,116.0,35.0,2-6,4-6,,Completed
Australian Open,2020-01-20,2020-02-01,3,Alexandrova E.,Krejcikova B.,28.0,128.0,6-1,6-3,,Completed
Australian Open,2020-01-20,2020-02-01,3,Riske A.,Zhu L.,19.0,71.0,6-3,6-1,,Completed
Australian Open,2020-01-20,2020-02-01,3,Yastremska D.,Wozniacki C.,21.0,36.0,5-7,5-7,,Completed
Australian Open,2020-01-20,2020-02-01,3,Barty A.,Hercog P.,1.0,48.0,6-1,6-4,,Completed
Australian Open,2020-01-20,2020-02-01,3,Jabeur O.,Garcia C.,78.0,46.0,1-6,6-2,6-3,Completed
Australian Open,2020-01-20,2020-02-01,3,Cirstea S.,Gauff C.,74.0,67.0,6-4,3-6,5-7,Completed
Australian Open,2020-01-20,2020-02-01,3,Minnen G.,Rybakina E.,119.0,26.0,3-6,4-6,,Completed
Australian Open,2020-01-20,2020-02-01,3,Wang Q.,Ferro F.,29.0,63.0,6-1,6-2,,Completed
Australian Open,2020-01-20,2020-02-01,3,Sakkari M.,Hibino N.,23.0,103.0,7-6,6-4,,Completed
