Tournament,Start date,End date,Best of,Player 1,Player 2,Rank 1,Rank 2,Set 1,Set 2,Set 3,Comment
Australian Open,2020-01-20,2020-02-01,3,Williams S.,Zidansek T.,9.0,70.0,6-2,6-3,,Completed
Australian Open,2020-01-20,2020-02-01,3,Keys M.,Rus A.,11.0,93.0,7-6,6-2,,Completed
Australian Open,2020-01-20,2020-02-01,3,Ostapenko J.,Bencic B.,45.0,7.0,5-7,5-7,,Completed
Australian Open,2020-01-20,2020-02-01,3,Cornet A.,Vekic D.,61.0,20.0,4-6,2-6,,Completed
Australian Open,2020-01-20,2020-02-01,3,Muguruza G.,Tomljanovic A.,32.0,52.0,6-3,3-6,6-3,Completed
Australian Open,2020-01-20,2020-02-01,3,Diyas Z.,Blinkova A.,73.0,58.0,4-6,6-3,6-4,Completed
Australian Open,2020-01-20,2020-02-01,3,Siegemund L.,Pliskova Ka.,72.0,2.0,3-6,3-6,,Completed
Australian Open,2020-01-20,2020-02-01,3,Bellis C.,Muchova K.,600.0,22.0,6-4,6-4,,Completed
Australian Open,2020-01-20,2020-02-01,3,Hon P.,Kerber A.,139.0,18.0,3-6,2-6,,Completed
Australian Open,2020-01-20,2020-02-01,3,Mertens E.,Watson H.,17.0,75.0,6-3,6-0,,Completed
Australian Open,2020-01-20,2020-02-01,3,Bertens K.,Rodionova Ar.,10.0,163.0,6-3,7-5,,Completed
Australian Open,2020-01-20,2020-02-01,3,Sorribes Tormo S.,Kontaveit A.,91.0,31.0,2-6,6-4,1-6,Completed
Australian Open,2020-01-20,2020-02-01,3,Swiatek I.,Suarez Navarro C.,56.0,54.0,6-3,7-5,,Completed
Australian Open,2020-01-20,2020-02-01,3,Townsend T.,Pavlyuchenkova A.,79.0,30.0,5-7,6-7,,Completed
Australian Open,2020-01-20,2020-02-01,3,Halep S.,Dart H.,3.0,173.0,6-2,6-4,,Completed
Australian Open,2020-01-20,2020-02-01,3,Giorgi C.,Kuznetsova S.,102.0,53.0,6-3,6-1,,Completed
Australian Open,2020-01-20,2020-02-01,3,Collins D.,Putintseva Y.,25.0,38.0,4-6,6-2,5-7,Completed
Australian Open,2020-01-20,2020-02-01,3,Svitolina E.,Davis L.,5.0,62.0,6-2,7-6,,Completed
Australian Open,2020-01-20,2020-02-01,3,Barty A.,Rybakina E.,1.0,26.0,6-3,6-2,,Completed
Australian Open,2020-01-20,2020-02-01,3,Jabeur O.,Wozniacki C.,78.0,36.0,7-5,3-6,7-5,Completed
Australian Open,2020-01-20,2020-02-01,3,Wang Q.,Williams S.,29.0,9.0,6-4,6-7,7-5,Completed
Australian Open,2020-01-20,2020-02-01,3,Alexandrova E.,Kvitova P.,28.0,8.0,1-6,2-6,,Completed
Australian Open,2020-01-20,2020-02-01,3,Keys M.,Sakkari M.,11.0,23.0,4-6,4-6,,Completed
Australian Open,2020-01-20,2020-02-01,3,Riske A.,Goerges J.,19.0,39.0,1-6,7-6,6-2,Completed
Australian Open,2020-01-20,2020-02-01,3,Gauff C.,Osaka N.,67.0,4.0,6-3,6-4,,Completed
Australian Open,2020-01-20,2020-02-01,3,Zhang S.,Kenin S.,35.0,15.0,5-7,6-7,,Completed
Australian Open,2020-01-20,2020-02-01,3,Kerber A.,Giorgi C.,18.0,102.0,6-2,6-7,6-3,Completed
Australian Open,2020-01-20,2020-02-01,3,Pliskova Ka.,Pavlyuchenkova A.,2.0,30.0,6-7,6-7,,Completed
Australian Open,2020-01-20,2020-02-01,3,Swiatek I.,Vekic D.,56.0,20.0,7-5,6-3,,Completed
Australian Open,2020-01-20,2020-02-01,3,Kontaveit A.,Bencic B.,31.0,7.0,6-0,6-1,,Completed
Australian Open,2020-01-20,2020-02-01,3,Putintseva Y.,Halep S.,38.0,3.0,1-6,4-6,,Completed
Australian Open,2020-01-20,2020-02-01,3,Mertens E.,Bellis C.,17.0,600.0,6-1,6-7,6-0,Completed
Australian Open,2020-01-20,2020-02-01,3,Svitolina E.,Muguruza G.,5.0,32.0,1-6,2-6,,Completed
Australian Open,2020-01-20,2020-02-01,3,Bertens K.,Diyas Z.,10.0,73.0,6-2,7-6,,Completed
Australian Open,2020-01-20,2020-02-01,3,Kvitova P.,Sakkari M.,8.0,23.0,6-7,6-3,6-2,Completed
Australian Open,2020-01-20,2020-02-01,3,Kenin S.,Gauff C.,15.0,67.0,6-7,6-3,6-0,Completed
Australian Open,2020-01-20,2020-02-01,3,Wang Q.,Jabeur O.,29.0,78.0,6-7,1-6,,Completed
Australian Open,2020-01-20,2020-02-01,3,Barty A.,Riske A.,1.0,19.0,6-3,1-6,6-4,Completed
Australian Open,2020-01-20,2020-02-01,3,Mertens E.,Halep S.,17.0,3.0,4-6,4-6,,Completed
Australian Open,2020-01-20,2020-02-01,3,Kontaveit A.,Swiatek I.,31.0,56.0,6-7,7-5,7-5,Completed
Australian Open,2020-01-20,2020-02-01,3,Muguruza G.,Bertens K.,32.0,10.0,6-3,6-3,,Completed
Australian Open,2020-01-20,2020-02-01,3,Pavlyuchenkova A.,Kerber A.,30.0,18.0,6-7,7-6,6-2,Completed
Australian Open,2020-01-20,2020-02-01,3,Kenin S.,Jabeur O.,15.0,78.0,6-4,6-4,,Completed
Australian Open,2020-01-20,2020-02-01,3,Kvitova P.,Barty A.,8.0,1.0,6-7,2-6,,Completed
Australian Open,2020-01-20,2020-02-01,3,Kontaveit A.,Halep S.,31.0,3.0,1-6,1-6,,Completed
Australian Open,2020-01-20,2020-02-01,3,Pavlyuchenkova A.,Muguruza G.,30.0,32.0,5-7,3-6,,Completed
Australian Open,2020-01-20,2020-02-01,3,Kenin S.,Barty A.,15.0,1.0,7-6,7-5,,Completed
Australian Open,2020-01-20,2020-02-01,3,Halep S.,Muguruza G.,3.0,32.0,6-7,5-7,,Completed
Australian Open,2020-01-20,2020-02-01,3,Kenin S.,Muguruza G.,15.0,32.0,4-6,6-2,6-2,Completed
Thailand Open,2020-02-10,2020-02-16,3,Cheapchandej P.,Kung L.,731.0,283.0,0-6,3-6,,Completed
Thailand Open,2020-02-10,2020-02-16,3,Kostic N.,Zheng S.,183.0,36.0,6-7,0-6,,Completed
Thailand Open,2020-02-10,2020-02-16,3,Perez E.,You X.,251.0,210.0,6-7,2-6,,Completed
Thailand Open,2020-02-10,2020-02-16,3,Sanders S.,Eikeri U.,319.0,243.0,6-3,6-4,,Completed
Thailand Open,2020-02-10,2020-02-16,3,Rodionova Ar.,Hibino N.,148.0,84.0,6-7,5-7,,Completed
Thailand Open,2020-02-10,2020-02-16,3,Plipuech P.,Paquet C.,286.0,165.0,7-6,3-6,6-4,Completed
Thailand Open,2020-02-10,2020-02-16,3,Muramatsu C.,Haas B.,214.0,140.0,6-3,5-7,3-6,Completed
Thailand Open,2020-02-10,2020-02-16,3,Raina A.,Kawa K.,175.0,128.0,6-3,0-6,1-6,Completed
Thailand Open,2020-02-10,2020-02-16,3,Peng S.,Yuan Y.,106.0,205.0,6-1,6-0,,Completed
Thailand Open,2020-02-10,2020-02-16,3,Han X.,Wang Q.,187.0,27.0,1-6,1-6,,Completed
Thailand Open,2020-02-10,2020-02-16,3,Flink V.,Zhu L.,135.0,70.0,4-6,2-6,,Completed
Thailand Open,2020-02-10,2020-02-16,3,Tig P.M.,Wang Yaf.,105.0,56.0,6-1,1-6,7-6,Completed
Thailand Open,2020-02-10,2020-02-16,3,Wang Xin.,Liang E.S.,141.0,238.0,3-6,0-6,,Completed
Thailand Open,2020-02-10,2020-02-16,3,Wang Xiy.,Martic P.,134.0,15.0,6-3,6-4,,Completed
Thailand Open,2020-02-10,2020-02-16,3,Linette M.,Bondarenko K.,42.0,495.0,6-2,6-2,,Completed
Thailand Open,2020-02-10,2020-02-16,3,Svitolina E.,Schoofs B.,4.0,195.0,6-2,6-4,,Completed
Thailand Open,2020-02-10,2020-02-16,3,Zheng S.,Liang E.S.,36.0,238.0,6-4,6-3,,Completed
Thailand Open,2020-02-10,2020-02-16,3,Plipuech P.,Hibino N.,286.0,84.0,0-6,1-6,,Completed
Thailand Open,2020-02-10,2020-02-16,3,Kung L.,Zhu L.,283.0,70.0,6-3,6-1,,Completed
Thailand Open,2020-02-10,2020-02-16,3,Wang Q.,Kawa K.,27.0,128.0,6-3,6-4,,Completed
Thailand Open,2020-02-10,2020-02-16,3,Wang Xiy.,Haas B.,134.0,140.0,6-3,6-4,,Completed
Thailand Open,2020-02-10,2020-02-16,3,Tig P.M.,You X.,105.0,210.0,6-1,6-3,,Completed
Thailand Open,2020-02-10,2020-02-16,3,Peng S.,Linette M.,106.0,42.0,5-7,1-6,,Completed
Thailand Open,2020-02-10,2020-02-16,3,Sanders S.,Svitolina E.,319.0,4.0,1-6,2-6,,Completed
Thailand Open,2020-02-10,2020-02-16,3,Tig P.M.,Zheng S.,105.0,36.0,6-4,6-2,,Completed
Thailand Open,2020-02-10,2020-02-16,3,Linette M.,Wang Xiy.,42.0,134.0,2-6,6-3,6-3,Completed
Thailand Open,2020-02-10,2020-02-16,3,Svitolina E.,Hibino N.,4.0,84.0,4-6,2-6,,Completed
Thailand Open,2020-02-10,2020-02-16,3,Wang Q.,Kung L.,27.0,283.0,5-7,6-4,4-6,Completed
Thailand Open,2020-02-10,2020-02-16,3,Tig P.M.,Linette M.,105.0,42.0,5-7,4-6,,Completed
Thailand Open,2020-02-10,2020-02-16,3,Hibino N.,Kung L.,84.0,283.0,5-7,6-4,3-6,Completed
Thailand Open,2020-02-10,2020-02-16,3,Kung L.,Linette M.,283.0,42.0,3-6,2-6,,Completed
Ladies Trophy,2020-02-10,2020-02-16,3,Rybakina E.,Siniakova K.,25.0,59.0,6-3,6-4,,Completed
Ladies Trophy,2020-02-10,2020-02-16,3,Potapova A.,Samsonova L.,101.0,115.0,6-2,6-4,,Completed
Ladies Trophy,2020-02-10,2020-02-16,3,Diatchenko V.,Sakkari M.,89.0,21.0,6-3,4-6,6-7,Completed
Ladies Trophy,2020-02-10,2020-02-16,3,Kuzmova V.,Dodin O.,65.0,159.0,2-6,2-6,,Completed
Ladies Trophy,2020-02-10,2020-02-16,3,Van Uytvanck A.,Mladenovic K.,47.0,37.0,6-4,6-1,,Completed
Ladies Trophy,2020-02-10,2020-02-16,3,Vondrousova M.,Tomljanovic A.,17.0,57.0,6-3,3-6,4-6,Completed
Ladies Trophy,2020-02-10,2020-02-16,3,Putintseva Y.,Kudermetova V.,34.0,38.0,6-7,6-1,5-7,Completed
Ladies Trophy,2020-02-10,2020-02-16,3,Vekic D.,Ahn K.,23.0,97.0,6-4,6-1,,Completed
Ladies Trophy,2020-02-10,2020-02-16,3,Ferro F.,Garcia C.,58.0,46.0,7-5,3-6,6-3,Completed
Ladies Trophy,2020-02-10,2020-02-16,3,Kuznetsova S.,Brady J.,49.0,52.0,6-3,6-1,,Completed
Ladies Trophy,2020-02-10,2020-02-16,3,Alexandrova E.,Kasatkina D.,28.0,71.0,6-4,3-6,6-4,Completed
Ladies Trophy,2020-02-10,2020-02-16,3,Cornet A.,Ostapenko J.,61.0,40.0,6-1,6-2,,Completed
Ladies Trophy,2020-02-10,2020-02-16,3,Tomljanovic A.,Potapova A.,57.0,101.0,6-7,3-6,,Completed
Ladies Trophy,2020-02-10,2020-02-16,3,Dodin O.,Konta J.,159.0,14.0,6-3,6-4,,Completed
Ladies Trophy,2020-02-10,2020-02-16,3,Bencic B.,Kuznetsova S.,5.0,49.0,7-6,6-4,,Completed
Ladies Trophy,2020-02-10,2020-02-16,3,Rybakina E.,Ferro F.,25.0,58.0,6-3,6-4,,Completed
Ladies Trophy,2020-02-10,2020-02-16,3,Sakkari M.,Cornet A.,21.0,61.0,6-2,6-4,,Completed
Ladies Trophy,2020-02-10,2020-02-16,3,Kvitova P.,Van Uytvanck A.,11.0,47.0,7-6,1-6,6-2,Completed
Ladies Trophy,2020-02-10,2020-02-16,3,Vekic D.,Alexandrova E.,23.0,28.0,1-6,5-7,,Completed
Ladies Trophy,2020-02-10,2020-02-16,3,Bertens K.,Kudermetova V.,8.0,38.0,6-1,6-2,,Completed
Ladies Trophy,2020-02-10,2020-02-16,3,Rybakina E.,Dodin O.,25.0,159.0,6-7,7-5,6-2,Completed
Ladies Trophy,2020-02-10,2020-02-16,3,Sakkari M.,Bencic B.,21.0,5.0,2-6,6-4,6-3,Completed
Ladies Trophy,2020-02-10,2020-02-16,3,Bertens K.,Potapova A.,8.0,101.0,6-4,7-6,,Completed
Ladies Trophy,2020-02-10,2020-02-16,3,Kvitova P.,Alexandrova E.,11.0,28.0,,,,Kvitova P. Retired
Ladies Trophy,2020-02-10,2020-02-16,3,Sakkari M.,Rybakina E.,21.0,25.0,6-3,5-7,1-6,Completed
Ladies Trophy,2020-02-10,2020-02-16,3,Alexandrova E.,Bertens K.,28.0,8.0,1-6,6-4,1-6,Completed
Ladies Trophy,2020-02-10,2020-02-16,3,Rybakina E.,Bertens K.,25.0,8.0,1-6,3-6,,Completed
Dubai Duty Free Tennis Championships,2020-02-17,2020-02-22,3,Anisimova A.,Strycova B.,29.0,35.0,6-7,6-2,4-6,Completed
Dubai Duty Free Tennis Championships,2020-02-17,2020-02-22,3,Wang Q.,Mertens E.,28.0,22.0,3-6,0-6,,Completed
Dubai Duty Free Tennis Championships,2020-02-17,2020-02-22,3,Jabeur O.,Riske A.,45.0,18.0,7-6,1-6,6-3,Completed
Dubai Duty Free Tennis Championships,2020-02-17,2020-02-22,3,Clijsters K.,Muguruza G.,,16.0,2-6,6-7,,Completed
Dubai Duty Free Tennis Championships,2020-02-17,2020-02-22,3,Vondrousova M.,Sevastova A.,17.0,41.0,6-3,6-2,,Completed
Dubai Duty Free Tennis Championships,2020-02-17,2020-02-22,3,Siniakova K.,Muchova K.,58.0,27.0,6-4,4-6,6-0,Completed
Dubai Duty Free Tennis Championships,2020-02-17,2020-02-22,3,Svitolina E.,Brady J.,6.0,52.0,2-6,1-6,,Completed
Dubai Duty Free Tennis Championships,2020-02-17,2020-02-22,3,Mladenovic K.,Sasnovich A.,38.0,114.0,6-4,6-3,,Completed
Dubai Duty Free Tennis Championships,2020-02-17,2020-02-22,3,Pavlyuchenkova A.,Bencic B.,31.0,4.0,1-6,6-1,6-1,Completed
Dubai Duty Free Tennis Championships,2020-02-17,2020-02-22,3,Kudermetova V.,Yastremska D.,39.0,26.0,5-7,6-3,7-6,Completed
Dubai Duty Free Tennis Championships,2020-02-17,2020-02-22,3,Martic P.,Hsieh S.W.,15.0,40.0,6-4,6-3,,Completed
Dubai Duty Free Tennis Championships,2020-02-17,2020-02-22,3,Rybakina E.,Kenin S.,19.0,7.0,6-7,6-3,6-3,Completed
Dubai Duty Free Tennis Championships,2020-02-17,2020-02-22,3,Cirstea S.,Kontaveit A.,70.0,24.0,1-6,3-6,,Completed
Dubai Duty Free Tennis Championships,2020-02-17,2020-02-22,3,Sakkari M.,Sabalenka A.,21.0,13.0,2-6,6-4,1-6,Completed
Dubai Duty Free Tennis Championships,2020-02-17,2020-02-22,3,Vondrousova M.,Brady J.,17.0,52.0,6-4,4-6,1-6,Completed
Dubai Duty Free Tennis Championships,2020-02-17,2020-02-22,3,Mladenovic K.,Pliskova Ka.,38.0,3.0,1-6,2-6,,Completed
Dubai Duty Free Tennis Championships,2020-02-17,2020-02-22,3,Kudermetova V.,Muguruza G.,39.0,16.0,5-7,6-4,4-6,Completed
Dubai Duty Free Tennis Championships,2020-02-17,2020-02-22,3,Strycova B.,Martic P.,35.0,15.0,3-6,3-6,,Completed
Dubai Duty Free Tennis Championships,2020-02-17,2020-02-22,3,Siniakova K.,Rybakina E.,58.0,19.0,3-6,3-6,,Completed
Dubai Duty Free Tennis Championships,2020-02-17,2020-02-22,3,Sabalenka A.,Mertens E.,13.0,22.0,6-4,6-3,,Completed
Dubai Duty Free Tennis Championships,2020-02-17,2020-02-22,3,Halep S.,Jabeur O.,2.0,45.0,1-6,6-2,7-6,Completed
Dubai Duty Free Tennis Championships,2020-02-17,2020-02-22,3,Pavlyuchenkova A.,Kontaveit A.,31.0,24.0,6-7,5-7,,Completed
Dubai Duty Free Tennis Championships,2020-02-17,2020-02-22,3,Rybakina E.,Pliskova Ka.,19.0,3.0,7-6,6-3,,Completed
Dubai Duty Free Tennis Championships,2020-02-17,2020-02-22,3,Brady J.,Muguruza G.,52.0,16.0,6-7,6-3,6-4,Completed
Dubai Duty Free Tennis Championships,2020-02-17,2020-02-22,3,Martic P.,Kontaveit A.,15.0,24.0,7-6,6-1,,Completed
Dubai Duty Free Tennis Championships,2020-02-17,2020-02-22,3,Halep S.,Sabalenka A.,2.0,13.0,3-6,6-2,6-2,Completed
Dubai Duty Free Tennis Championships,2020-02-17,2020-02-22,3,Rybakina E.,Martic P.,19.0,15.0,7-6,7-6,,Completed
Dubai Duty Free Tennis Championships,2020-02-17,2020-02-22,3,Brady J.,Halep S.,52.0,2.0,2-6,0-6,,Completed
Dubai Duty Free Tennis Championships,2020-02-17,2020-02-22,3,Halep S.,Rybakina E.,2.0,19.0,3-6,6-3,7-6,Completed
Abierto Mexicano,2020-02-24,2020-03-01,3,Potapova A.,Schmiedlova A.,97.0,200.0,4-6,7-5,6-1,Completed
Abierto Mexicano,2020-02-24,2020-03-01,3,Vandeweghe C.,Watson H.,193.0,69.0,6-4,4-6,4-6,Completed
Abierto Mexicano,2020-02-24,2020-03-01,3,Hibino N.,Rus A.,71.0,75.0,6-3,6-1,,Completed
Abierto Mexicano,2020-02-24,2020-03-01,3,Bondarenko K.,Kovinic D.,494.0,87.0,6-7,6-4,6-2,Completed
Abierto Mexicano,2020-02-24,2020-03-01,3,Maria T.,Bouzkova M.,90.0,57.0,6-4,1-6,6-2,Completed
Abierto Mexicano,2020-02-24,2020-03-01,3,Kalinskaya A.,Zidansek T.,111.0,74.0,3-6,4-6,,Completed
Abierto Mexicano,2020-02-24,2020-03-01,3,Wang Xiy.,Wang Yaf.,127.0,56.0,6-4,7-6,,Completed
Abierto Mexicano,2020-02-24,2020-03-01,3,Juvan K.,Williams V.,125.0,64.0,4-6,7-6,6-2,Completed
Abierto Mexicano,2020-02-24,2020-03-01,3,Zhu L.,Zavatska K.,77.0,106.0,7-6,6-2,,Completed
Abierto Mexicano,2020-02-24,2020-03-01,3,Di Lorenzo F.,Boulter K.,120.0,394.0,6-2,3-6,2-6,Completed
Abierto Mexicano,2020-02-24,2020-03-01,3,Fernandez L.A.,Stojanovic N.,190.0,82.0,6-4,6-1,,Completed
Abierto Mexicano,2020-02-24,2020-03-01,3,Errani S.,Sorribes Tormo S.,185.0,80.0,7-5,6-4,,Completed
Abierto Mexicano,2020-02-24,2020-03-01,3,Rogers S.,Volynets K.,114.0,384.0,2-6,6-7,,Completed
Abierto Mexicano,2020-02-24,2020-03-01,3,Stephens S.,Zarazua R.,35.0,270.0,4-6,2-6,,Completed
Abierto Mexicano,2020-02-24,2020-03-01,3,Mchale C.,Davis L.,86.0,60.0,6-2,1-6,6-4,Completed
Abierto Mexicano,2020-02-24,2020-03-01,3,Arconada U.M.,Dolehide C.,132.0,139.0,2-6,2-6,,Completed
Abierto Mexicano,2020-02-24,2020-03-01,3,Boulter K.,Zhu L.,394.0,77.0,6-7,5-7,,Completed
Abierto Mexicano,2020-02-24,2020-03-01,3,Watson H.,Bondarenko K.,69.0,494.0,7-6,6-2,,Completed
Abierto Mexicano,2020-02-24,2020-03-01,3,Juvan K.,Zidansek T.,125.0,74.0,2-6,2-6,,Completed
Abierto Mexicano,2020-02-24,2020-03-01,3,Errani S.,Wang Xiy.,185.0,127.0,5-7,7-6,1-6,Completed
Abierto Mexicano,2020-02-24,2020-03-01,3,Maria T.,Potapova A.,90.0,97.0,3-6,3-6,,Completed
Abierto Mexicano,2020-02-24,2020-03-01,3,Hibino N.,Fernandez L.A.,71.0,190.0,3-6,0-6,,Completed
Abierto Mexicano,2020-02-24,2020-03-01,3,Zarazua R.,Volynets K.,270.0,384.0,4-6,7-5,6-0,Completed
Abierto Mexicano,2020-02-24,2020-03-01,3,Mchale C.,Dolehide C.,86.0,139.0,5-7,6-4,6-3,Completed
Abierto Mexicano,2020-02-24,2020-03-01,3,Wang Xiy.,Zhu L.,127.0,77.0,6-2,6-2,,Completed
Abierto Mexicano,2020-02-24,2020-03-01,3,Mchale C.,Watson H.,86.0,69.0,3-6,6-1,1-6,Completed
Abierto Mexicano,2020-02-24,2020-03-01,3,Zidansek T.,Zarazua R.,74.0,270.0,2-6,6-3,2-6,Completed
Abierto Mexicano,2020-02-24,2020-03-01,3,Potapova A.,Fernandez L.A.,97.0,190.0,3-6,5-7,,Completed
Abierto Mexicano,2020-02-24,2020-03-01,3,Watson H.,Wang Xiy.,69.0,127.0,6-4,7-6,,Completed
Abierto Mexicano,2020-02-24,2020-03-01,3,Zarazua R.,Fernandez L.A.,270.0,190.0,3-6,3-6,,Completed
Abierto Mexicano,2020-02-24,2020-03-01,3,Watson H.,Fernandez L.A.,69.0,190.0,6-4,6-7,6-1,Completed
Qatar Total Open,2020-02-23,2020-02-29,3,Wang Q.,Mertens E.,28.0,23.0,1-6,2-6,,Completed
Qatar Total Open,2020-02-23,2020-02-29,3,Kudermetova V.,Mladenovic K.,38.0,39.0,7-6,0-6,6-3,Completed
Qatar Total Open,2020-02-23,2020-02-29,3,Shvedova Y.,Siegemund L.,,68.0,3-6,2-6,,Completed
Qatar Total Open,2020-02-23,2020-02-29,3,Kuznetsova S.,Buyukakcay C.,46.0,172.0,6-2,6-2,,Completed
Qatar Total Open,2020-02-23,2020-02-29,3,Linette M.,Muchova K.,33.0,27.0,3-6,1-6,,Completed
Qatar Total Open,2020-02-23,2020-02-29,3,Hon P.,Tomljanovic A.,130.0,54.0,2-6,4-6,,Completed
Qatar Total Open,2020-02-23,2020-02-29,3,Kasatkina D.,Muguruza G.,73.0,16.0,5-7,7-5,3-6,Completed
Qatar Total Open,2020-02-23,2020-02-29,3,Pera B.,Garcia C.,63.0,47.0,6-3,6-1,,Completed
Qatar Total Open,2020-02-23,2020-02-29,3,Van Uytvanck A.,Hercog P.,62.0,42.0,6-2,6-2,,Completed
Qatar Total Open,2020-02-23,2020-02-29,3,Anisimova A.,Alexandrova E.,29.0,26.0,6-3,7-6,,Completed
Qatar Total Open,2020-02-23,2020-02-29,3,Jabeur O.,Siniakova K.,44.0,55.0,6-3,6-2,,Completed
Qatar Total Open,2020-02-23,2020-02-29,3,Teichmann J.,Ostapenko J.,66.0,41.0,5-7,6-2,5-7,Completed
Qatar Total Open,2020-02-23,2020-02-29,3,Suarez Navarro C.,Zhang S.,70.0,31.0,7-5,6-0,,Completed
Qatar Total Open,2020-02-23,2020-02-29,3,Goerges J.,Sakkari M.,36.0,20.0,4-6,3-6,,Completed
Qatar Total Open,2020-02-23,2020-02-29,3,Kontaveit A.,Sevastova A.,22.0,40.0,6-4,7-6,,Completed
Qatar Total Open,2020-02-23,2020-02-29,3,Doi M.,Martincova T.,89.0,157.0,2-6,6-3,2-6,Completed
Qatar Total Open,2020-02-23,2020-02-29,3,Strycova B.,Martic P.,34.0,14.0,4-6,6-1,6-2,Completed
Qatar Total Open,2020-02-23,2020-02-29,3,Zheng S.,Vondrousova M.,37.0,18.0,1-6,6-3,6-2,Completed
Qatar Total Open,2020-02-23,2020-02-29,3,Putintseva Y.,Babos T.,32.0,98.0,6-3,6-4,,Completed
Qatar Total Open,2020-02-23,2020-02-29,3,Hsieh S.W.,Zvonareva V.,53.0,424.0,4-6,4-6,,Completed
Qatar Total Open,2020-02-23,2020-02-29,3,Swiatek I.,Vekic D.,50.0,24.0,6-4,7-5,,Completed
Qatar Total Open,2020-02-23,2020-02-29,3,Yastremska D.,Flipkens K.,25.0,78.0,6-2,6-4,,Completed
Qatar Total Open,2020-02-23,2020-02-29,3,Riske A.,Brady J.,19.0,45.0,6-7,6-1,6-7,Completed
Qatar Total Open,2020-02-23,2020-02-29,3,Rybakina E.,Cirstea S.,17.0,72.0,3-6,6-3,6-1,Completed
Qatar Total Open,2020-02-23,2020-02-29,3,Muchova K.,Bertens K.,27.0,6.0,2-6,4-6,,Completed
Qatar Total Open,2020-02-23,2020-02-29,3,Anisimova A.,Svitolina E.,29.0,7.0,6-3,6-3,,Completed
Qatar Total Open,2020-02-23,2020-02-29,3,Kontaveit A.,Sabalenka A.,22.0,13.0,5-7,6-2,5-7,Completed
Qatar Total Open,2020-02-23,2020-02-29,3,Ostapenko J.,Strycova B.,41.0,34.0,6-1,6-2,,Completed
Qatar Total Open,2020-02-23,2020-02-29,3,Zvonareva V.,Zheng S.,424.0,37.0,5-7,1-6,,Completed
Qatar Total Open,2020-02-23,2020-02-29,3,Kuznetsova S.,Swiatek I.,46.0,50.0,6-2,6-2,,Completed
Qatar Total Open,2020-02-23,2020-02-29,3,Kvitova P.,Suarez Navarro C.,11.0,70.0,4-6,6-3,6-0,Completed
Qatar Total Open,2020-02-23,2020-02-29,3,Yastremska D.,Kenin S.,25.0,5.0,6-3,7-6,,Completed
Qatar Total Open,2020-02-23,2020-02-29,3,Mertens E.,Putintseva Y.,23.0,32.0,6-4,3-6,2-6,Completed
Qatar Total Open,2020-02-23,2020-02-29,3,Kudermetova V.,Bencic B.,38.0,9.0,4-6,6-4,6-7,Completed
Qatar Total Open,2020-02-23,2020-02-29,3,Siegemund L.,Barty A.,68.0,1.0,3-6,2-6,,Completed
Qatar Total Open,2020-02-23,2020-02-29,3,Van Uytvanck A.,Rybakina E.,62.0,17.0,7-5,2-6,6-7,Completed
Qatar Total Open,2020-02-23,2020-02-29,3,Pliskova Ka.,Pera B.,3.0,63.0,6-3,6-0,,Completed
Qatar Total Open,2020-02-23,2020-02-29,3,Muguruza G.,Tomljanovic A.,16.0,54.0,6-1,6-2,,Completed
Qatar Total Open,2020-02-23,2020-02-29,3,Brady J.,Jabeur O.,45.0,44.0,4-6,3-6,,Completed
Qatar Total Open,2020-02-23,2020-02-29,3,Martincova T.,Sakkari M.,157.0,20.0,6-3,6-7,0-6,Completed
Qatar Total Open,2020-02-23,2020-02-29,3,Rybakina E.,Barty A.,17.0,1.0,,,,Rybakina E. Retired
Qatar Total Open,2020-02-23,2020-02-29,3,Kvitova P.,Ostapenko J.,11.0,41.0,6-2,5-7,6-1,Completed
Qatar Total Open,2020-02-23,2020-02-29,3,Kuznetsova S.,Anisimova A.,46.0,29.0,,,,Anisimova A. Retired
Qatar Total Open,2020-02-23,2020-02-29,3,Bertens K.,Zheng S.,6.0,37.0,6-3,3-6,4-6,Completed
Qatar Total Open,2020-02-23,2020-02-29,3,Sabalenka A.,Sakkari M.,13.0,20.0,6-3,6-0,,Completed
Qatar Total Open,2020-02-23,2020-02-29,3,Putintseva Y.,Bencic B.,32.0,9.0,4-6,3-6,,Completed
Qatar Total Open,2020-02-23,2020-02-29,3,Jabeur O.,Pliskova Ka.,44.0,3.0,6-4,3-6,6-3,Completed
Qatar Total Open,2020-02-23,2020-02-29,3,Muguruza G.,Yastremska D.,16.0,25.0,6-2,6-4,,Completed
Qatar Total Open,2020-02-23,2020-02-29,3,Sabalenka A.,Zheng S.,13.0,37.0,3-6,7-6,6-3,Completed
Qatar Total Open,2020-02-23,2020-02-29,3,Bencic B.,Kuznetsova S.,9.0,46.0,4-6,4-6,,Completed
Qatar Total Open,2020-02-23,2020-02-29,3,Jabeur O.,Kvitova P.,44.0,11.0,6-7,6-7,,Completed
Qatar Total Open,2020-02-23,2020-02-29,3,Barty A.,Muguruza G.,1.0,16.0,6-1,6-7,6-2,Completed
Qatar Total Open,2020-02-23,2020-02-29,3,Kuznetsova S.,Sabalenka A.,46.0,13.0,4-6,3-6,,Completed
Qatar Total Open,2020-02-23,2020-02-29,3,Kvitova P.,Barty A.,11.0,1.0,6-4,2-6,6-4,Completed
