Tournament,Start date,End date,Best of,Player 1,Player 2,Rank 1,Rank 2,Set 1,Set 2,Set 3,Comment
ASB Classic,2018-01-01,2018-01-07,3,Vickery S.,Cepede Royg V.,122.0,78.0,6-2,6-4,,Completed
ASB Classic,2018-01-01,2018-01-07,3,Flipkens K.,Hercog P.,76.0,100.0,4-6,2-6,,Completed
ASB Classic,2018-01-01,2018-01-07,3,Goerges J.,Kuzmova V.,14.0,138.0,6-4,6-0,,Completed
ASB Classic,2018-01-01,2018-01-07,3,Radwanska A.,Townsend T.,28.0,95.0,6-3,7-5,,Completed
ASB Classic,2018-01-01,2018-01-07,3,Hsieh S.W.,Strycova B.,103.0,23.0,0-6,6-2,6-2,Completed
ASB Classic,2018-01-01,2018-01-07,3,Goerges J.,Hercog P.,14.0,100.0,6-4,6-4,,Completed
ASB Classic,2018-01-01,2018-01-07,3,Wozniacki C.,Kenin S.,3.0,108.0,4-6,6-2,6-4,Completed
ASB Classic,2018-01-01,2018-01-07,3,Vickery S.,Radwanska A.,122.0,28.0,6-2,6-2,,Completed
ASB Classic,2018-01-01,2018-01-07,3,Hsieh S.W.,Goerges J.,103.0,14.0,1-6,4-6,,Completed
ASB Classic,2018-01-01,2018-01-07,3,Wozniacki C.,Vickery S.,3.0,122.0,6-4,6-4,,Completed
ASB Classic,2018-01-01,2018-01-07,3,Wozniacki C.,Goerges J.,3.0,14.0,4-6,6-7,,Completed
Brisbane International,2018-01-01,2018-01-06,3,Kanepi K.,Kasatkina D.,99.0,24.0,6-2,6-2,,Completed
Brisbane International,2018-01-01,2018-01-06,3,Svitolina E.,Suarez Navarro C.,6.0,40.0,6-2,6-4,,Completed
Brisbane International,2018-01-01,2018-01-06,3,Brady J.,Cirstea S.,65.0,37.0,6-7,1-6,,Completed
Brisbane International,2018-01-01,2018-01-06,3,Sasnovich A.,Mladenovic K.,88.0,11.0,1-6,6-3,7-5,Completed
Brisbane International,2018-01-01,2018-01-06,3,Bellis C.,Bondarenko K.,60.0,93.0,6-2,7-5,,Completed
Brisbane International,2018-01-01,2018-01-06,3,Keys M.,Konta J.,19.0,9.0,6-4,4-6,3-6,Completed
Brisbane International,2018-01-01,2018-01-06,3,Watson H.,Kontaveit A.,75.0,34.0,0-6,3-6,,Completed
Brisbane International,2018-01-01,2018-01-06,3,Tsurenko L.,Barty A.,42.0,17.0,6-3,6-2,,Completed
Brisbane International,2018-01-01,2018-01-06,3,Muguruza G.,Krunic A.,2.0,53.0,7-5,6-7,2-1,Muguruza G. Retired
Brisbane International,2018-01-01,2018-01-06,3,Cornet A.,Lucic-Baroni M.,38.0,32.0,6-1,7-5,,Completed
Brisbane International,2018-01-01,2018-01-06,3,Sevastova A.,Cirstea S.,16.0,37.0,6-2,6-1,,Completed
Brisbane International,2018-01-01,2018-01-06,3,Tomljanovic A.,Konta J.,118.0,9.0,6-4,1-6,4-6,Completed
Brisbane International,2018-01-01,2018-01-06,3,Kontaveit A.,Sasnovich A.,34.0,88.0,6-1,6-7,3-6,Completed
Brisbane International,2018-01-01,2018-01-06,3,Svitolina E.,Konjuh A.,6.0,44.0,6-3,6-1,,Completed
Brisbane International,2018-01-01,2018-01-06,3,Tsurenko L.,Kanepi K.,42.0,99.0,4-6,3-6,,Completed
Brisbane International,2018-01-01,2018-01-06,3,Pliskova Ka.,Bellis C.,4.0,60.0,6-1,6-1,,Completed
Brisbane International,2018-01-01,2018-01-06,3,Sasnovich A.,Cornet A.,88.0,38.0,3-6,6-2,6-3,Completed
Brisbane International,2018-01-01,2018-01-06,3,Konta J.,Svitolina E.,9.0,6.0,6-1,6-7,2-3,Konta J. Retired
Brisbane International,2018-01-01,2018-01-06,3,Krunic A.,Sevastova A.,53.0,16.0,2-6,4-6,,Completed
Brisbane International,2018-01-01,2018-01-06,3,Pliskova Ka.,Kanepi K.,4.0,99.0,3-6,7-5,6-2,Completed
Brisbane International,2018-01-01,2018-01-06,3,Sevastova A.,Sasnovich A.,16.0,88.0,6-7,4-6,,Completed
Brisbane International,2018-01-01,2018-01-06,3,Pliskova Ka.,Svitolina E.,4.0,6.0,5-7,5-7,,Completed
Brisbane International,2018-01-01,2018-01-06,3,Sasnovich A.,Svitolina E.,88.0,6.0,2-6,1-6,,Completed
Shenzhen Open,2018-01-01,2018-01-06,3,Blinkova A.,Zhang S.,140.0,35.0,3-6,4-6,,Completed
Shenzhen Open,2018-01-01,2018-01-06,3,Wang Yaf.,Paolini J.,172.0,168.0,6-0,6-4,,Completed
Shenzhen Open,2018-01-01,2018-01-06,3,Diyas Z.,Parmentier P.,66.0,81.0,6-3,6-4,,Completed
Shenzhen Open,2018-01-01,2018-01-06,3,Sakkari M.,Kovinic D.,51.0,123.0,6-4,2-6,3-6,Completed
Shenzhen Open,2018-01-01,2018-01-06,3,Voegele S.,Alexandrova E.,144.0,96.0,2-6,3-6,,Completed
Shenzhen Open,2018-01-01,2018-01-06,3,Halep S.,Gibbs N.,1.0,110.0,6-4,6-1,,Completed
Shenzhen Open,2018-01-01,2018-01-06,3,Buzarnescu M.,Sharapova M.,56.0,59.0,3-6,0-6,,Completed
Shenzhen Open,2018-01-01,2018-01-06,3,Babos T.,Wang Xiyu,55.0,587.0,6-1,6-1,,Completed
Shenzhen Open,2018-01-01,2018-01-06,3,Giorgi C.,Bogdan A.,80.0,105.0,4-6,2-6,,Completed
Shenzhen Open,2018-01-01,2018-01-06,3,Pliskova Kr.,Ostapenko J.,61.0,7.0,6-1,6-4,,Completed
Shenzhen Open,2018-01-01,2018-01-06,3,Zhang S.,Diyas Z.,35.0,66.0,3-6,7-6,4-6,Completed
Shenzhen Open,2018-01-01,2018-01-06,3,Sabalenka A.,Kovinic D.,73.0,123.0,6-1,6-0,,Completed
Shenzhen Open,2018-01-01,2018-01-06,3,Riske A.,Sharapova M.,70.0,59.0,6-4,3-6,2-6,Completed
Shenzhen Open,2018-01-01,2018-01-06,3,Babos T.,Linette M.,55.0,72.0,6-2,6-1,,Completed
Shenzhen Open,2018-01-01,2018-01-06,3,Alexandrova E.,Begu I.,96.0,43.0,6-4,1-6,2-6,Completed
Shenzhen Open,2018-01-01,2018-01-06,3,Siniakova K.,Wang Yaf.,47.0,172.0,7-5,6-3,,Completed
Shenzhen Open,2018-01-01,2018-01-06,3,Duan Y.Y.,Halep S.,91.0,1.0,6-3,1-6,2-6,Completed
Shenzhen Open,2018-01-01,2018-01-06,3,Bogdan A.,Pliskova Kr.,105.0,61.0,4-6,6-7,,Completed
Shenzhen Open,2018-01-01,2018-01-06,3,Babos T.,Begu I.,55.0,43.0,5-7,5-7,,Completed
Shenzhen Open,2018-01-01,2018-01-06,3,Diyas Z.,Sharapova M.,66.0,59.0,3-6,3-6,,Completed
Shenzhen Open,2018-01-01,2018-01-06,3,Halep S.,Sabalenka A.,1.0,73.0,6-2,6-2,,Completed
Shenzhen Open,2018-01-01,2018-01-06,3,Pliskova Kr.,Siniakova K.,61.0,47.0,2-6,2-6,,Completed
Shenzhen Open,2018-01-01,2018-01-06,3,Begu I.,Halep S.,43.0,1.0,1-6,4-6,,Completed
Shenzhen Open,2018-01-01,2018-01-06,3,Sharapova M.,Siniakova K.,59.0,47.0,2-6,6-3,3-6,Completed
Shenzhen Open,2018-01-01,2018-01-06,3,Halep S.,Siniakova K.,1.0,47.0,6-1,2-6,6-0,Completed
Hobart International,2018-01-07,2018-01-13,3,Cabrera L.,Haddad Maia B.,152.0,71.0,3-6,2-6,,Completed
Hobart International,2018-01-07,2018-01-13,3,Cornet A.,Buzarnescu M.,41.0,57.0,2-6,4-6,,Completed
Hobart International,2018-01-07,2018-01-13,3,Lepchenko V.,Barthel M.,64.0,52.0,6-0,7-6,,Completed
Hobart International,2018-01-07,2018-01-13,3,Putintseva Y.,Osaka N.,50.0,70.0,6-3,6-3,,Completed
Hobart International,2018-01-07,2018-01-13,3,Vikhlyantseva N.,Vondrousova M.,63.0,66.0,4-6,3-6,,Completed
Hobart International,2018-01-07,2018-01-13,3,Tsurenko L.,Babos T.,43.0,49.0,7-6,6-2,,Completed
Hobart International,2018-01-07,2018-01-13,3,Stojanovic N.,Fourlis J.,342.0,310.0,5-7,6-7,,Completed
Hobart International,2018-01-07,2018-01-13,3,Van Uytvanck A.,Friedsam A.L.,78.0,507.0,6-4,6-7,4-6,Completed
Hobart International,2018-01-07,2018-01-13,3,Maria T.,Vekic D.,46.0,55.0,4-6,2-6,,Completed
Hobart International,2018-01-07,2018-01-13,3,Cirstea S.,Watson H.,37.0,74.0,5-7,3-6,,Completed
Hobart International,2018-01-07,2018-01-13,3,Nara K.,Mertens E.,103.0,36.0,0-6,4-6,,Completed
Hobart International,2018-01-07,2018-01-13,3,Flipkens K.,Pliskova Kr.,73.0,62.0,5-7,7-5,6-3,Completed
Hobart International,2018-01-07,2018-01-13,3,Sabalenka A.,Bouchard E.,69.0,83.0,6-4,6-3,,Completed
Hobart International,2018-01-07,2018-01-13,3,Linette M.,Zhang S.,72.0,35.0,5-7,3-6,,Completed
Hobart International,2018-01-07,2018-01-13,3,Begu I.,Niculescu M.,40.0,85.0,3-6,2-6,,Completed
Hobart International,2018-01-07,2018-01-13,3,Siniakova K.,Riske A.,59.0,89.0,6-2,3-6,5-7,Completed
Hobart International,2018-01-07,2018-01-13,3,Buzarnescu M.,Friedsam A.L.,57.0,507.0,7-5,6-4,,Completed
Hobart International,2018-01-07,2018-01-13,3,Mertens E.,Haddad Maia B.,36.0,71.0,6-4,6-4,,Completed
Hobart International,2018-01-07,2018-01-13,3,Vekic D.,Vondrousova M.,55.0,66.0,6-4,6-4,,Completed
Hobart International,2018-01-07,2018-01-13,3,Putintseva Y.,Tsurenko L.,50.0,43.0,3-6,2-6,,Completed
Hobart International,2018-01-07,2018-01-13,3,Fourlis J.,Watson H.,310.0,74.0,2-6,2-6,,Completed
Hobart International,2018-01-07,2018-01-13,3,Sabalenka A.,Zhang S.,69.0,35.0,7-6,6-4,,Completed
Hobart International,2018-01-07,2018-01-13,3,Flipkens K.,Riske A.,73.0,89.0,,,,Flipkens K. Retired
Hobart International,2018-01-07,2018-01-13,3,Niculescu M.,Lepchenko V.,85.0,64.0,6-4,6-2,,Completed
Hobart International,2018-01-07,2018-01-13,3,Vekic D.,Watson H.,55.0,74.0,0-6,4-6,,Completed
Hobart International,2018-01-07,2018-01-13,3,Tsurenko L.,Sabalenka A.,43.0,69.0,6-1,6-1,,Completed
Hobart International,2018-01-07,2018-01-13,3,Niculescu M.,Mertens E.,85.0,36.0,,,,Niculescu M. Retired
Hobart International,2018-01-07,2018-01-13,3,Riske A.,Buzarnescu M.,89.0,57.0,6-7,1-6,,Completed
Hobart International,2018-01-07,2018-01-13,3,Mertens E.,Watson H.,36.0,74.0,6-4,1-6,6-2,Completed
Hobart International,2018-01-07,2018-01-13,3,Tsurenko L.,Buzarnescu M.,43.0,57.0,2-6,2-6,,Completed
Hobart International,2018-01-07,2018-01-13,3,Buzarnescu M.,Mertens E.,57.0,36.0,1-6,6-4,3-6,Completed
Sydney International,2018-01-07,2018-01-13,3,Mladenovic K.,Perez E.,11.0,341.0,4-6,2-4,,Mladenovic K. Retired
Sydney International,2018-01-07,2018-01-13,3,Makarova E.,Ostapenko J.,33.0,7.0,7-6,6-1,,Completed
Sydney International,2018-01-07,2018-01-13,3,Vesnina E.,Arruabarrena L.,17.0,86.0,6-2,6-2,,Completed
Sydney International,2018-01-07,2018-01-13,3,Sevastova A.,Cibulkova D.,15.0,26.0,3-6,1-6,,Completed
Sydney International,2018-01-07,2018-01-13,3,Giorgi C.,Stephens S.,100.0,13.0,6-3,6-0,,Completed
Sydney International,2018-01-07,2018-01-13,3,Strycova B.,Kasatkina D.,21.0,24.0,7-5,1-6,6-4,Completed
Sydney International,2018-01-07,2018-01-13,3,Cepede Royg V.,Barty A.,75.0,19.0,3-6,4-6,,Completed
Sydney International,2018-01-07,2018-01-13,3,Kerber A.,Safarova L.,22.0,31.0,6-7,7-6,6-2,Completed
Sydney International,2018-01-07,2018-01-13,3,Ahn K.,Bertens K.,111.0,32.0,2-6,4-6,,Completed
Sydney International,2018-01-07,2018-01-13,3,Lucic-Baroni M.,Kvitova P.,30.0,29.0,1-6,,,Lucic-Baroni M. Retired
Sydney International,2018-01-07,2018-01-13,3,Bellis C.,Rybarikova M.,56.0,20.0,7-6,6-0,,Completed
Sydney International,2018-01-07,2018-01-13,3,Witthoeft C.,Stosur S.,48.0,42.0,6-4,5-7,3-6,Completed
Sydney International,2018-01-07,2018-01-13,3,Konta J.,Radwanska A.,9.0,28.0,3-6,5-7,,Completed
Sydney International,2018-01-07,2018-01-13,3,Rogowska O.,Gavrilova D.,165.0,25.0,4-6,6-1,5-7,Completed
Sydney International,2018-01-07,2018-01-13,3,Strycova B.,Makarova E.,21.0,33.0,6-4,6-1,,Completed
Sydney International,2018-01-07,2018-01-13,3,Cibulkova D.,Vesnina E.,26.0,17.0,6-4,6-4,,Completed
Sydney International,2018-01-07,2018-01-13,3,Barty A.,Perez E.,19.0,341.0,7-6,6-1,,Completed
Sydney International,2018-01-07,2018-01-13,3,Kerber A.,Williams V.,22.0,5.0,5-7,6-3,6-1,Completed
Sydney International,2018-01-07,2018-01-13,3,Radwanska A.,Bellis C.,28.0,56.0,7-6,6-0,,Completed
Sydney International,2018-01-07,2018-01-13,3,Muguruza G.,Bertens K.,3.0,32.0,6-3,7-6,,Completed
Sydney International,2018-01-07,2018-01-13,3,Giorgi C.,Kvitova P.,100.0,29.0,7-6,6-2,,Completed
Sydney International,2018-01-07,2018-01-13,3,Stosur S.,Gavrilova D.,42.0,25.0,4-6,2-6,,Completed
Sydney International,2018-01-07,2018-01-13,3,Gavrilova D.,Muguruza G.,25.0,3.0,,,,Muguruza G. Retired
Sydney International,2018-01-07,2018-01-13,3,Barty A.,Strycova B.,19.0,21.0,6-3,6-2,,Completed
Sydney International,2018-01-07,2018-01-13,3,Cibulkova D.,Kerber A.,26.0,22.0,3-6,1-6,,Completed
Sydney International,2018-01-07,2018-01-13,3,Giorgi C.,Radwanska A.,100.0,28.0,6-1,6-2,,Completed
Sydney International,2018-01-07,2018-01-13,3,Gavrilova D.,Barty A.,25.0,19.0,6-3,4-6,2-6,Completed
Sydney International,2018-01-07,2018-01-13,3,Kerber A.,Giorgi C.,22.0,100.0,6-2,6-3,,Completed
Sydney International,2018-01-07,2018-01-13,3,Barty A.,Kerber A.,19.0,22.0,4-6,4-6,,Completed
Australian Open,2018-01-15,2018-01-27,3,Begu I.,Makarova E.,40.0,31.0,3-6,6-4,8-6,Completed
Australian Open,2018-01-15,2018-01-27,3,Cornet A.,Wang X.,42.0,641.0,6-4,6-2,,Completed
Australian Open,2018-01-15,2018-01-27,3,Goerges J.,Kenin S.,12.0,102.0,6-4,6-4,,Completed
Australian Open,2018-01-15,2018-01-27,3,Zhang S.,Stephens S.,34.0,13.0,2-6,7-6,6-2,Completed
Australian Open,2018-01-15,2018-01-27,3,Rybarikova M.,Townsend T.,21.0,89.0,6-0,7-5,,Completed
Australian Open,2018-01-15,2018-01-27,3,Duan Y.Y.,Duque-Marino M.,100.0,109.0,6-0,6-1,,Completed
Australian Open,2018-01-15,2018-01-27,3,Riske A.,Flipkens K.,84.0,75.0,6-2,6-7,3-6,Completed
Australian Open,2018-01-15,2018-01-27,3,Niculescu M.,Barthel M.,99.0,53.0,4-6,5-7,,Completed
Australian Open,2018-01-15,2018-01-27,3,Schiavone F.,Ostapenko J.,93.0,7.0,1-6,4-6,,Completed
Australian Open,2018-01-15,2018-01-27,3,Van Uytvanck A.,Martic P.,77.0,81.0,6-7,3-6,,Completed
Australian Open,2018-01-15,2018-01-27,3,Kanepi K.,Cibulkova D.,79.0,26.0,6-2,6-2,,Completed
Australian Open,2018-01-15,2018-01-27,3,Babos T.,Vandeweghe C.,51.0,9.0,7-6,6-2,,Completed
Australian Open,2018-01-15,2018-01-27,3,Bellis C.,Bertens K.,49.0,32.0,7-6,4-6,2-6,Completed
Australian Open,2018-01-15,2018-01-27,3,Bencic B.,Williams V.,78.0,5.0,6-3,7-5,,Completed
Australian Open,2018-01-15,2018-01-27,3,Krunic A.,Kontaveit A.,46.0,33.0,4-6,5-7,,Completed
Australian Open,2018-01-15,2018-01-27,3,Siniakova K.,Sakkari M.,59.0,55.0,6-2,6-7,6-4,Completed
Australian Open,2018-01-15,2018-01-27,3,Brady J.,Linette M.,65.0,74.0,6-2,4-6,3-6,Completed
Australian Open,2018-01-15,2018-01-27,3,Parmentier P.,Allertova D.,82.0,130.0,3-6,0-6,,Completed
Australian Open,2018-01-15,2018-01-27,3,Kozlova K.,Pavlyuchenkova A.,86.0,18.0,6-3,4-6,3-6,Completed
Australian Open,2018-01-15,2018-01-27,3,Rogowska O.,Fourlis J.,168.0,286.0,6-3,6-7,6-2,Completed
Australian Open,2018-01-15,2018-01-27,3,Golubic V.,Bondarenko K.,115.0,94.0,6-7,6-4,2-6,Completed
Australian Open,2018-01-15,2018-01-27,3,Stosur S.,Puig M.,41.0,58.0,6-4,6-7,4-6,Completed
Australian Open,2018-01-15,2018-01-27,3,Frech M.,Suarez Navarro C.,163.0,39.0,5-7,3-6,,Completed
Australian Open,2018-01-15,2018-01-27,3,Peng S.,Kostyuk M.,27.0,521.0,2-6,2-6,,Completed
Australian Open,2018-01-15,2018-01-27,3,Kumkhum L.,Larsson J.,124.0,83.0,6-3,7-5,,Completed
Australian Open,2018-01-15,2018-01-27,3,Schmiedlova A.,Kasatkina D.,137.0,25.0,0-6,3-6,,Completed
Australian Open,2018-01-15,2018-01-27,3,Kuzmova V.,Mertens E.,125.0,37.0,2-6,1-6,,Completed
Australian Open,2018-01-15,2018-01-27,3,Buzarnescu M.,Wozniacki C.,44.0,2.0,2-6,3-6,,Completed
Australian Open,2018-01-15,2018-01-27,3,Tomova V.,Gibbs N.,139.0,113.0,1-6,1-6,,Completed
Australian Open,2018-01-15,2018-01-27,3,Fett J.,Eguchi M.,119.0,436.0,6-3,6-2,,Completed
Australian Open,2018-01-15,2018-01-27,3,Svitolina E.,Jorovic I.,4.0,279.0,6-3,6-2,,Completed
Australian Open,2018-01-15,2018-01-27,3,Falconi I.,Gavrilova D.,131.0,23.0,1-6,1-6,,Completed
Australian Open,2018-01-15,2018-01-27,3,Arruabarrena L.,Hogenkamp R.,87.0,108.0,6-1,6-2,,Completed
Australian Open,2018-01-15,2018-01-27,3,Brengle M.,Konta J.,90.0,10.0,3-6,1-6,,Completed
Australian Open,2018-01-15,2018-01-27,3,Vondrousova M.,Nara K.,62.0,101.0,7-5,6-4,,Completed
Australian Open,2018-01-15,2018-01-27,3,Tomljanovic A.,Safarova L.,107.0,29.0,5-7,3-6,,Completed
Australian Open,2018-01-15,2018-01-27,3,Garcia C.,Witthoeft C.,8.0,50.0,7-5,6-3,,Completed
Australian Open,2018-01-15,2018-01-27,3,Strycova B.,Ahn K.,24.0,105.0,6-1,7-5,,Completed
Australian Open,2018-01-15,2018-01-27,3,Pera B.,Blinkova A.,123.0,138.0,6-2,6-2,,Completed
Australian Open,2018-01-15,2018-01-27,3,Pliskova Ka.,Cepede Royg V.,6.0,80.0,6-3,6-4,,Completed
Australian Open,2018-01-15,2018-01-27,3,Kerber A.,Friedsam A.L.,16.0,388.0,6-0,6-4,,Completed
Australian Open,2018-01-15,2018-01-27,3,Maria T.,Sharapova M.,47.0,48.0,1-6,4-6,,Completed
Australian Open,2018-01-15,2018-01-27,3,Jabeur O.,Vesnina E.,95.0,19.0,3-6,4-6,,Completed
Australian Open,2018-01-15,2018-01-27,3,Vekic D.,Hibino N.,52.0,96.0,7-5,6-3,,Completed
Australian Open,2018-01-15,2018-01-27,3,Diyas Z.,Cirstea S.,60.0,36.0,7-5,4-6,3-6,Completed
Australian Open,2018-01-15,2018-01-27,3,Mchale C.,Sasnovich A.,73.0,56.0,3-6,2-6,,Completed
Australian Open,2018-01-15,2018-01-27,3,Haddad Maia B.,Cabrera L.,70.0,161.0,7-6,6-4,,Completed
Australian Open,2018-01-15,2018-01-27,3,Rogers S.,Lucic-Baroni M.,67.0,30.0,6-7,7-5,2-6,Completed
Australian Open,2018-01-15,2018-01-27,3,Bouchard E.,Dodin O.,112.0,85.0,6-3,7-6,,Completed
Australian Open,2018-01-15,2018-01-27,3,Lepchenko V.,Sevastova A.,64.0,15.0,6-3,3-6,2-6,Completed
Australian Open,2018-01-15,2018-01-27,3,Wang Q.,Keys M.,45.0,20.0,1-6,5-7,,Completed
Australian Open,2018-01-15,2018-01-27,3,Aiava D.,Halep S.,193.0,1.0,6-7,1-6,,Completed
Australian Open,2018-01-15,2018-01-27,3,Alexandrova E.,Hercog P.,92.0,91.0,7-6,6-4,,Completed
Australian Open,2018-01-15,2018-01-27,3,Petkovic A.,Kvitova P.,98.0,28.0,6-3,4-6,10-8,Completed
Australian Open,2018-01-15,2018-01-27,3,Vikhlyantseva N.,Tsurenko L.,63.0,43.0,6-3,3-6,4-6,Completed
Australian Open,2018-01-15,2018-01-27,3,Osaka N.,Kucova K.,72.0,250.0,7-5,6-2,,Completed
Australian Open,2018-01-15,2018-01-27,3,Hsieh S.W.,Zhu L.,88.0,114.0,0-6,6-0,8-6,Completed
Australian Open,2018-01-15,2018-01-27,3,Kalinskaya A.,Giorgi C.,160.0,71.0,4-6,3-6,,Completed
Australian Open,2018-01-15,2018-01-27,3,Davis L.,Cepelova J.,76.0,110.0,6-7,6-3,6-1,Completed
Australian Open,2018-01-15,2018-01-27,3,Pliskova Kr.,Radwanska A.,61.0,35.0,6-2,3-6,2-6,Completed
Australian Open,2018-01-15,2018-01-27,3,Ponchet J.,Muguruza G.,256.0,3.0,4-6,3-6,,Completed
Australian Open,2018-01-15,2018-01-27,3,Putintseva Y.,Watson H.,54.0,68.0,7-5,7-6,,Completed
Australian Open,2018-01-15,2018-01-27,3,Mladenovic K.,Bogdan A.,11.0,104.0,3-6,2-6,,Completed
Australian Open,2018-01-15,2018-01-27,3,Barty A.,Sabalenka A.,17.0,66.0,6-7,6-4,6-4,Completed
Australian Open,2018-01-15,2018-01-27,3,Rogowska O.,Kostyuk M.,168.0,521.0,3-6,5-7,,Completed
Australian Open,2018-01-15,2018-01-27,3,Bondarenko K.,Pavlyuchenkova A.,94.0,18.0,6-2,6-3,,Completed
Australian Open,2018-01-15,2018-01-27,3,Siniakova K.,Svitolina E.,59.0,4.0,6-4,2-6,1-6,Completed
Australian Open,2018-01-15,2018-01-27,3,Zhang S.,Allertova D.,34.0,130.0,4-6,6-7,,Completed
Australian Open,2018-01-15,2018-01-27,3,Bencic B.,Kumkhum L.,78.0,124.0,1-6,3-6,,Completed
Australian Open,2018-01-15,2018-01-27,3,Flipkens K.,Rybarikova M.,75.0,21.0,4-6,6-0,2-6,Completed
Australian Open,2018-01-15,2018-01-27,3,Martic P.,Begu I.,81.0,40.0,6-4,7-6,,Completed
Australian Open,2018-01-15,2018-01-27,3,Fett J.,Wozniacki C.,119.0,2.0,6-3,2-6,5-7,Completed
Australian Open,2018-01-15,2018-01-27,3,Linette M.,Kasatkina D.,74.0,25.0,7-6,6-2,,Completed
Australian Open,2018-01-15,2018-01-27,3,Ostapenko J.,Duan Y.Y.,7.0,100.0,6-3,3-6,6-4,Completed
Australian Open,2018-01-15,2018-01-27,3,Gibbs N.,Bertens K.,113.0,32.0,6-7,0-6,,Completed
Australian Open,2018-01-15,2018-01-27,3,Kanepi K.,Puig M.,79.0,58.0,6-4,6-3,,Completed
Australian Open,2018-01-15,2018-01-27,3,Barthel M.,Kontaveit A.,53.0,33.0,3-6,6-4,3-6,Completed
Australian Open,2018-01-15,2018-01-27,3,Goerges J.,Cornet A.,12.0,42.0,4-6,3-6,,Completed
Australian Open,2018-01-15,2018-01-27,3,Suarez Navarro C.,Babos T.,39.0,51.0,6-4,2-6,6-2,Completed
Australian Open,2018-01-15,2018-01-27,3,Mertens E.,Gavrilova D.,37.0,23.0,7-5,6-3,,Completed
Australian Open,2018-01-15,2018-01-27,3,Konta J.,Pera B.,10.0,123.0,4-6,5-7,,Completed
Australian Open,2018-01-15,2018-01-27,3,Strycova B.,Arruabarrena L.,24.0,87.0,6-3,6-4,,Completed
Australian Open,2018-01-15,2018-01-27,3,Vondrousova M.,Garcia C.,62.0,8.0,7-6,2-6,6-8,Completed
Australian Open,2018-01-15,2018-01-27,3,Sevastova A.,Sharapova M.,15.0,48.0,1-6,6-7,,Completed
Australian Open,2018-01-15,2018-01-27,3,Tsurenko L.,Radwanska A.,43.0,35.0,6-2,5-7,3-6,Completed
Australian Open,2018-01-15,2018-01-27,3,Muguruza G.,Hsieh S.W.,3.0,88.0,6-7,4-6,,Completed
Australian Open,2018-01-15,2018-01-27,3,Petkovic A.,Davis L.,98.0,76.0,6-4,0-6,0-6,Completed
Australian Open,2018-01-15,2018-01-27,3,Sasnovich A.,Lucic-Baroni M.,56.0,30.0,6-3,6-1,,Completed
Australian Open,2018-01-15,2018-01-27,3,Bogdan A.,Putintseva Y.,104.0,54.0,1-6,6-2,6-3,Completed
Australian Open,2018-01-15,2018-01-27,3,Pliskova Ka.,Haddad Maia B.,6.0,70.0,6-1,6-1,,Completed
Australian Open,2018-01-15,2018-01-27,3,Cirstea S.,Safarova L.,36.0,29.0,2-6,4-6,,Completed
Australian Open,2018-01-15,2018-01-27,3,Kerber A.,Vekic D.,16.0,52.0,6-4,6-1,,Completed
