Tournament,Start date,End date,Best of,Player 1,Player 2,Rank 1,Rank 2,Set 1,Set 2,Set 3,Comment
French Open,2021-05-30,2021-06-12,3,Gracheva V.,Giorgi C.,88.0,80.0,7-5,1-6,6-2,Completed
French Open,2021-05-30,2021-06-12,3,Stephens S.,Pliskova Ka.,59.0,10.0,7-5,6-1,,Completed
French Open,2021-05-30,2021-06-12,3,Sakkari M.,Paolini J.,18.0,91.0,6-2,6-3,,Completed
French Open,2021-05-30,2021-06-12,3,Diyas Z.,Mertens E.,93.0,15.0,6-4,2-6,4-6,Completed
French Open,2021-05-30,2021-06-12,3,Wang Q.,Gauff C.,39.0,25.0,3-6,6-7,,Completed
French Open,2021-05-30,2021-06-12,3,Ferro F.,Brady J.,51.0,14.0,4-6,6-2,5-7,Completed
French Open,2021-05-30,2021-06-12,3,Kontaveit A.,Mladenovic K.,31.0,61.0,6-2,6-0,,Completed
French Open,2021-05-30,2021-06-12,3,Peterson R.,Swiatek I.,60.0,9.0,1-6,1-6,,Completed
French Open,2021-05-30,2021-06-12,3,Vesnina E.,Kvitova P.,1096.0,12.0,,,,Kvitova P. Retired
French Open,2021-05-30,2021-06-12,3,Osaka N.,Bogdan A.,2.0,102.0,,,,Osaka N. Retired
French Open,2021-05-30,2021-06-12,3,Zidansek T.,Siniakova K.,85.0,68.0,0-6,7-6,6-2,Completed
French Open,2021-05-30,2021-06-12,3,Sabalenka A.,Pavlyuchenkova A.,4.0,32.0,4-6,6-2,0-6,Completed
French Open,2021-05-30,2021-06-12,3,Vesnina E.,Rybakina E.,1096.0,22.0,1-6,4-6,,Completed
French Open,2021-05-30,2021-06-12,3,Azarenka V.,Keys M.,16.0,24.0,6-2,6-2,,Completed
French Open,2021-05-30,2021-06-12,3,Collins D.,Williams S.,50.0,8.0,4-6,4-6,,Completed
French Open,2021-05-30,2021-06-12,3,Kasatkina D.,Cirstea S.,37.0,54.0,3-6,2-6,,Completed
French Open,2021-05-30,2021-06-12,3,Hercog P.,Vondrousova M.,73.0,21.0,3-6,3-6,,Completed
French Open,2021-05-30,2021-06-12,3,Badosa P.,Bogdan A.,35.0,102.0,2-6,7-6,6-4,Completed
French Open,2021-05-30,2021-06-12,3,Stephens S.,Muchova K.,59.0,19.0,6-3,7-5,,Completed
French Open,2021-05-30,2021-06-12,3,Svitolina E.,Krejcikova B.,6.0,33.0,3-6,2-6,,Completed
French Open,2021-05-30,2021-06-12,3,Kenin S.,Pegula J.,5.0,29.0,4-6,6-1,6-4,Completed
French Open,2021-05-30,2021-06-12,3,Gracheva V.,Kostyuk M.,88.0,81.0,1-6,2-6,,Completed
French Open,2021-05-30,2021-06-12,3,Sakkari M.,Mertens E.,18.0,15.0,7-5,6-7,6-2,Completed
French Open,2021-05-30,2021-06-12,3,Kontaveit A.,Swiatek I.,31.0,9.0,6-7,0-6,,Completed
French Open,2021-05-30,2021-06-12,3,Linette M.,Jabeur O.,45.0,26.0,6-3,0-6,1-6,Completed
French Open,2021-05-30,2021-06-12,3,Brady J.,Gauff C.,14.0,25.0,1-6,,,Brady J. Retired
French Open,2021-05-30,2021-06-12,3,Cirstea S.,Zidansek T.,54.0,85.0,6-7,1-6,,Completed
French Open,2021-05-30,2021-06-12,3,Azarenka V.,Pavlyuchenkova A.,16.0,32.0,7-5,3-6,2-6,Completed
French Open,2021-05-30,2021-06-12,3,Vondrousova M.,Badosa P.,21.0,35.0,4-6,6-3,2-6,Completed
French Open,2021-05-30,2021-06-12,3,Williams S.,Rybakina E.,8.0,22.0,3-6,5-7,,Completed
French Open,2021-05-30,2021-06-12,3,Stephens S.,Krejcikova B.,59.0,33.0,2-6,0-6,,Completed
French Open,2021-05-30,2021-06-12,3,Gauff C.,Jabeur O.,25.0,26.0,6-3,6-1,,Completed
French Open,2021-05-30,2021-06-12,3,Sakkari M.,Kenin S.,18.0,5.0,6-1,6-3,,Completed
French Open,2021-05-30,2021-06-12,3,Swiatek I.,Kostyuk M.,9.0,81.0,6-3,6-4,,Completed
French Open,2021-05-30,2021-06-12,3,Zidansek T.,Badosa P.,85.0,35.0,7-5,4-6,8-6,Completed
French Open,2021-05-30,2021-06-12,3,Rybakina E.,Pavlyuchenkova A.,22.0,32.0,7-6,2-6,7-9,Completed
French Open,2021-05-30,2021-06-12,3,Krejcikova B.,Gauff C.,33.0,25.0,7-6,6-3,,Completed
French Open,2021-05-30,2021-06-12,3,Sakkari M.,Swiatek I.,18.0,9.0,6-4,6-4,,Completed
French Open,2021-05-30,2021-06-12,3,Pavlyuchenkova A.,Zidansek T.,32.0,85.0,7-5,6-3,,Completed
French Open,2021-05-30,2021-06-12,3,Krejcikova B.,Sakkari M.,33.0,18.0,7-5,4-6,9-7,Completed
French Open,2021-05-30,2021-06-12,3,Pavlyuchenkova A.,Krejcikova B.,32.0,33.0,1-6,6-2,4-6,Completed
Nottingham Open,2021-06-06,2021-06-13,3,Pattinama Kerkhove L.,Inglis M.,177.0,135.0,6-1,6-4,,Completed
Nottingham Open,2021-06-06,2021-06-13,3,Melnikova M.,Volynets K.,186.0,202.0,6-3,2-6,7-6,Completed
Nottingham Open,2021-06-06,2021-06-13,3,Burrage J.,Ahn K.,250.0,123.0,6-1,3-6,2-6,Completed
Nottingham Open,2021-06-06,2021-06-13,3,Gasanova A.,Kozlova K.,173.0,159.0,6-1,4-6,4-6,Completed
Nottingham Open,2021-06-06,2021-06-13,3,Silva E.,Moore T.,520.0,476.0,2-6,6-3,6-7,Completed
Nottingham Open,2021-06-06,2021-06-13,3,Wang Xiy.,Di Giuseppe M.,145.0,194.0,7-6,7-6,,Completed
Nottingham Open,2021-06-06,2021-06-13,3,Vandeweghe C.,Dodin O.,224.0,115.0,6-7,4-6,,Completed
Nottingham Open,2021-06-06,2021-06-13,3,Kung L.,Grey S.,158.0,614.0,6-2,6-2,,Completed
Nottingham Open,2021-06-06,2021-06-13,3,Dolehide C.,Gatto-Monticone G.,164.0,172.0,6-4,6-3,,Completed
Nottingham Open,2021-06-06,2021-06-13,3,Garcia Perez G.,Jones F.,184.0,187.0,4-6,6-3,6-4,Completed
Nottingham Open,2021-06-06,2021-06-13,3,Wang Xin.,Rodionova Ar.,137.0,169.0,7-5,6-7,4-6,Completed
Nottingham Open,2021-06-06,2021-06-13,3,Wang Y.,Cabrera L.,119.0,151.0,3-6,7-6,2-6,Completed
Nottingham Open,2021-06-06,2021-06-13,3,Tomova V.,Nara K.,108.0,155.0,4-6,7-6,2-6,Completed
Nottingham Open,2021-06-06,2021-06-13,3,Raducanu E.,Dart H.,366.0,143.0,3-6,4-6,,Completed
Nottingham Open,2021-06-06,2021-06-13,3,Raina A.,Mcnally C.,183.0,110.0,4-6,3-6,,Completed
Nottingham Open,2021-06-06,2021-06-13,3,Osorio M.,Boulter K.,98.0,262.0,2-6,3-6,,Completed
Nottingham Open,2021-06-06,2021-06-13,3,Brengle M.,Kozlova K.,84.0,159.0,3-6,7-5,3-6,Completed
Nottingham Open,2021-06-06,2021-06-13,3,Kung L.,Vekic D.,158.0,36.0,5-7,1-6,,Completed
Nottingham Open,2021-06-06,2021-06-13,3,Dodin O.,Stojanovic N.,115.0,87.0,6-7,5-7,,Completed
Nottingham Open,2021-06-06,2021-06-13,3,Pattinama Kerkhove L.,Konta J.,177.0,20.0,1-6,3-6,,Completed
Nottingham Open,2021-06-06,2021-06-13,3,Golubic V.,Ahn K.,72.0,123.0,6-1,,,Ahn K. Retired
Nottingham Open,2021-06-06,2021-06-13,3,Dolehide C.,Martincova T.,164.0,94.0,2-6,3-6,,Completed
Nottingham Open,2021-06-06,2021-06-13,3,Garcia Perez G.,Mchale C.,184.0,95.0,6-7,6-4,7-5,Completed
Nottingham Open,2021-06-06,2021-06-13,3,Cabrera L.,Diyas Z.,151.0,93.0,6-4,3-6,4-6,Completed
Nottingham Open,2021-06-06,2021-06-13,3,Mladenovic K.,Nara K.,61.0,155.0,6-2,5-7,6-2,Completed
Nottingham Open,2021-06-06,2021-06-13,3,Melnikova M.,Van Uytvanck A.,186.0,67.0,1-6,1-6,,Completed
Nottingham Open,2021-06-06,2021-06-13,3,Rodionova Ar.,Zhang S.,169.0,46.0,4-6,3-6,,Completed
Nottingham Open,2021-06-06,2021-06-13,3,Bouzkova M.,Boulter K.,52.0,262.0,4-6,3-6,,Completed
Nottingham Open,2021-06-06,2021-06-13,3,Hibino N.,Mcnally C.,82.0,110.0,0-6,3-6,,Completed
Nottingham Open,2021-06-06,2021-06-13,3,Dart H.,Davis L.,143.0,86.0,6-1,3-6,4-6,Completed
Nottingham Open,2021-06-06,2021-06-13,3,Moore T.,Watson H.,476.0,71.0,3-6,6-4,2-6,Completed
Nottingham Open,2021-06-06,2021-06-13,3,Riske A.,Wang Xiy.,28.0,145.0,3-6,7-5,7-6,Completed
Nottingham Open,2021-06-06,2021-06-13,3,Van Uytvanck A.,Golubic V.,67.0,72.0,6-1,7-5,,Completed
Nottingham Open,2021-06-06,2021-06-13,3,Konta J.,Kozlova K.,20.0,159.0,6-2,1-6,6-3,Completed
Nottingham Open,2021-06-06,2021-06-13,3,Mladenovic K.,Mcnally C.,61.0,110.0,7-6,1-6,6-1,Completed
Nottingham Open,2021-06-06,2021-06-13,3,Vekic D.,Stojanovic N.,36.0,87.0,3-6,4-6,,Completed
Nottingham Open,2021-06-06,2021-06-13,3,Martincova T.,Garcia Perez G.,94.0,184.0,6-1,3-6,6-2,Completed
Nottingham Open,2021-06-06,2021-06-13,3,Watson H.,Boulter K.,71.0,262.0,6-7,3-6,,Completed
Nottingham Open,2021-06-06,2021-06-13,3,Diyas Z.,Zhang S.,93.0,46.0,4-6,2-6,,Completed
Nottingham Open,2021-06-06,2021-06-13,3,Riske A.,Davis L.,28.0,86.0,7-6,4-6,4-6,Completed
Nottingham Open,2021-06-06,2021-06-13,3,Konta J.,Van Uytvanck A.,20.0,67.0,6-3,7-6,,Completed
Nottingham Open,2021-06-06,2021-06-13,3,Stojanovic N.,Martincova T.,87.0,94.0,6-2,6-4,,Completed
Nottingham Open,2021-06-06,2021-06-13,3,Zhang S.,Mladenovic K.,46.0,61.0,3-6,6-2,7-6,Completed
Nottingham Open,2021-06-06,2021-06-13,3,Boulter K.,Davis L.,262.0,86.0,7-6,0-2,,Boulter K. Retired
Nottingham Open,2021-06-06,2021-06-13,3,Stojanovic N.,Konta J.,87.0,20.0,2-6,7-6,5-7,Completed
Nottingham Open,2021-06-06,2021-06-13,3,Davis L.,Zhang S.,86.0,46.0,4-6,3-6,,Completed
Nottingham Open,2021-06-06,2021-06-13,3,Konta J.,Zhang S.,20.0,46.0,6-2,6-1,,Completed
Bett1Open,2021-06-14,2021-06-20,3,Alexandrova E.,Kalinskaya A.,34.0,108.0,6-3,6-2,,Completed
Bett1Open,2021-06-14,2021-06-20,3,Anisimova A.,Cornet A.,79.0,63.0,3-6,1-6,,Completed
Bett1Open,2021-06-14,2021-06-20,3,Niemeier J.,Bencic B.,167.0,12.0,6-4,4-6,5-7,Completed
Bett1Open,2021-06-14,2021-06-20,3,Keys M.,Frech M.,28.0,149.0,6-3,6-4,,Completed
Bett1Open,2021-06-14,2021-06-20,3,Samsonova L.,Vondrousova M.,106.0,41.0,6-4,7-6,,Completed
Bett1Open,2021-06-14,2021-06-20,3,Muchova K.,Kudermetova V.,22.0,32.0,6-7,7-5,2-6,Completed
Bett1Open,2021-06-14,2021-06-20,3,Pegula J.,Baptiste H.,26.0,166.0,6-6,,,Baptiste H. Retired
Bett1Open,2021-06-14,2021-06-20,3,Muhammad A.,Martic P.,199.0,25.0,6-7,6-4,3-6,Completed
Bett1Open,2021-06-14,2021-06-20,3,Azarenka V.,Petkovic A.,16.0,129.0,6-4,7-6,,Completed
Bett1Open,2021-06-14,2021-06-20,3,Rogers S.,Rybakina E.,46.0,21.0,6-2,3-6,4-6,Completed
Bett1Open,2021-06-14,2021-06-20,3,Kerber A.,Doi M.,27.0,81.0,6-2,6-1,,Completed
Bett1Open,2021-06-14,2021-06-20,3,Cirstea S.,Muguruza G.,45.0,13.0,3-6,2-6,,Completed
Bett1Open,2021-06-14,2021-06-20,3,Alexandrova E.,Svitolina E.,34.0,6.0,6-4,7-5,,Completed
Bett1Open,2021-06-14,2021-06-20,3,Andreescu B.,Cornet A.,7.0,63.0,6-7,5-7,,Completed
Bett1Open,2021-06-14,2021-06-20,3,Bencic B.,Martic P.,12.0,25.0,6-3,6-4,,Completed
Bett1Open,2021-06-14,2021-06-20,3,Keys M.,Sabalenka A.,28.0,4.0,6-4,1-6,7-5,Completed
Bett1Open,2021-06-14,2021-06-20,3,Samsonova L.,Kudermetova V.,106.0,32.0,6-4,6-3,,Completed
Bett1Open,2021-06-14,2021-06-20,3,Kerber A.,Azarenka V.,27.0,16.0,3-6,5-7,,Completed
Bett1Open,2021-06-14,2021-06-20,3,Rybakina E.,Muguruza G.,21.0,13.0,4-6,3-6,,Completed
Bett1Open,2021-06-14,2021-06-20,3,Pegula J.,Pliskova Ka.,26.0,10.0,7-5,6-2,,Completed
Bett1Open,2021-06-14,2021-06-20,3,Bencic B.,Alexandrova E.,12.0,34.0,6-4,4-6,7-6,Completed
Bett1Open,2021-06-14,2021-06-20,3,Cornet A.,Muguruza G.,63.0,13.0,4-6,6-3,7-6,Completed
Bett1Open,2021-06-14,2021-06-20,3,Keys M.,Samsonova L.,28.0,106.0,6-7,6-2,6-7,Completed
Bett1Open,2021-06-14,2021-06-20,3,Pegula J.,Azarenka V.,26.0,16.0,2-6,7-5,4-6,Completed
Bett1Open,2021-06-14,2021-06-20,3,Cornet A.,Bencic B.,63.0,12.0,5-7,4-6,,Completed
Bett1Open,2021-06-14,2021-06-20,3,Azarenka V.,Samsonova L.,16.0,106.0,4-6,2-6,,Completed
Bett1Open,2021-06-14,2021-06-20,3,Samsonova L.,Bencic B.,106.0,12.0,1-6,6-1,6-3,Completed
Viking Classic ,2021-06-14,2021-06-20,3,Dart H.,Garcia C.,142.0,74.0,5-7,6-4,4-6,Completed
Viking Classic ,2021-06-14,2021-06-20,3,Hsieh S.W.,Bouzkova M.,62.0,50.0,6-3,1-6,2-6,Completed
Viking Classic ,2021-06-14,2021-06-20,3,Watson H.,Golubic V.,70.0,71.0,3-6,6-2,6-2,Completed
Viking Classic ,2021-06-14,2021-06-20,3,Vandeweghe C.,Pliskova Kr.,203.0,92.0,6-4,7-6,,Completed
Viking Classic ,2021-06-14,2021-06-20,3,Martincova T.,Stosur S.,90.0,145.0,6-3,6-4,,Completed
Viking Classic ,2021-06-14,2021-06-20,3,Giorgi C.,Gatto-Monticone G.,76.0,174.0,6-3,6-0,,Completed
Viking Classic ,2021-06-14,2021-06-20,3,Vekic D.,Jones F.,54.0,194.0,6-1,6-3,,Completed
Viking Classic ,2021-06-14,2021-06-20,3,Mertens E.,Tomljanovic A.,17.0,72.0,6-7,7-6,6-7,Completed
Viking Classic ,2021-06-14,2021-06-20,3,Zhang S.,Diatchenko V.,36.0,152.0,6-2,7-5,,Completed
Viking Classic ,2021-06-14,2021-06-20,3,Wang Y.,Fernandez L.A.,118.0,66.0,5-7,3-6,,Completed
Viking Classic ,2021-06-14,2021-06-20,3,Brengle M.,Kostyuk M.,80.0,65.0,6-4,5-7,3-6,Completed
Viking Classic ,2021-06-14,2021-06-20,3,Jabeur O.,Mcnally C.,24.0,111.0,6-4,6-2,,Completed
Viking Classic ,2021-06-14,2021-06-20,3,Hercog P.,Kasatkina D.,73.0,35.0,6-4,3-6,3-6,Completed
Viking Classic ,2021-06-14,2021-06-20,3,Potapova A.,Stojanovic N.,82.0,85.0,5-7,7-6,6-4,Completed
Viking Classic ,2021-06-14,2021-06-20,3,Ostapenko J.,Davis L.,43.0,89.0,6-4,6-1,,Completed
Viking Classic ,2021-06-14,2021-06-20,3,Mladenovic K.,Ferro F.,59.0,49.0,3-6,6-3,6-4,Completed
Viking Classic ,2021-06-14,2021-06-20,3,Garcia C.,Bouzkova M.,74.0,50.0,3-6,0-6,,Completed
Viking Classic ,2021-06-14,2021-06-20,3,Tomljanovic A.,Vandeweghe C.,72.0,203.0,6-4,4-6,3-6,Completed
Viking Classic ,2021-06-14,2021-06-20,3,Vekic D.,Giorgi C.,54.0,76.0,2-6,6-3,6-4,Completed
Viking Classic ,2021-06-14,2021-06-20,3,Zhang S.,Watson H.,36.0,70.0,2-5,,,Zhang S. Retired
Viking Classic ,2021-06-14,2021-06-20,3,Jabeur O.,Fernandez L.A.,24.0,66.0,6-4,3-6,7-6,Completed
Viking Classic ,2021-06-14,2021-06-20,3,Potapova A.,Mladenovic K.,82.0,59.0,6-3,6-3,,Completed
Viking Classic ,2021-06-14,2021-06-20,3,Martincova T.,Ostapenko J.,90.0,43.0,7-6,4-6,6-2,Completed
Viking Classic ,2021-06-14,2021-06-20,3,Kostyuk M.,Kasatkina D.,65.0,35.0,2-6,5-7,,Completed
Viking Classic ,2021-06-14,2021-06-20,3,Potapova A.,Jabeur O.,82.0,24.0,4-6,0-6,,Completed
Viking Classic ,2021-06-14,2021-06-20,3,Vekic D.,Watson H.,54.0,70.0,4-6,2-6,,Completed
Viking Classic ,2021-06-14,2021-06-20,3,Vandeweghe C.,Bouzkova M.,203.0,50.0,6-4,6-4,,Completed
Viking Classic ,2021-06-14,2021-06-20,3,Martincova T.,Kasatkina D.,90.0,35.0,4-6,6-2,0-6,Completed
Viking Classic ,2021-06-14,2021-06-20,3,Jabeur O.,Watson H.,24.0,70.0,6-3,6-3,,Completed
Viking Classic ,2021-06-14,2021-06-20,3,Kasatkina D.,Vandeweghe C.,35.0,203.0,6-2,6-4,,Completed
Viking Classic ,2021-06-14,2021-06-20,3,Kasatkina D.,Jabeur O.,35.0,24.0,5-7,4-6,,Completed
Bad Homburg Open,2021-06-20,2021-06-26,3,Barthel M.,Tig P.M.,192.0,62.0,6-7,3-6,,Completed
Bad Homburg Open,2021-06-20,2021-06-26,3,Gracheva V.,Siniakova K.,88.0,76.0,3-6,2-6,,Completed
Bad Homburg Open,2021-06-20,2021-06-26,3,Kovinic D.,Anisimova A.,60.0,81.0,2-6,1-6,,Completed
Bad Homburg Open,2021-06-20,2021-06-26,3,Korpatsch T.,Peterson R.,143.0,58.0,7-5,2-6,7-6,Completed
Bad Homburg Open,2021-06-20,2021-06-26,3,Doi M.,Danilina A.,83.0,307.0,6-2,6-2,,Completed
Bad Homburg Open,2021-06-20,2021-06-26,3,Guth M.,Podoroska N.,,39.0,0-6,3-6,,Completed
Bad Homburg Open,2021-06-20,2021-06-26,3,Cirstea S.,Petkovic A.,45.0,130.0,3-6,4-6,,Completed
Bad Homburg Open,2021-06-20,2021-06-26,3,Sorribes Tormo S.,Trevisan M.,54.0,98.0,6-4,3-6,6-2,Completed
Bad Homburg Open,2021-06-20,2021-06-26,3,Blinkova A.,Tauson C.,90.0,93.0,7-6,4-6,6-2,Completed
Bad Homburg Open,2021-06-20,2021-06-26,3,Siegemund L.,Bhatia R.,55.0,362.0,2-6,7-6,6-1,Completed
Bad Homburg Open,2021-06-20,2021-06-26,3,Li A.,Zaja A.,70.0,399.0,6-0,6-4,,Completed
Bad Homburg Open,2021-06-20,2021-06-26,3,Rus A.,Cornet A.,84.0,56.0,3-6,6-2,1-6,Completed
Bad Homburg Open,2021-06-20,2021-06-26,3,Pegula J.,Hesse A.,25.0,264.0,6-1,6-2,,Completed
Bad Homburg Open,2021-06-20,2021-06-26,3,Piter K.,Kvitova P.,387.0,12.0,6-4,1-6,4-6,Completed
Bad Homburg Open,2021-06-20,2021-06-26,3,Yashina E.,Kerber A.,478.0,28.0,1-6,1-6,,Completed
Bad Homburg Open,2021-06-20,2021-06-26,3,Hatouka Y.,Azarenka V.,271.0,14.0,5-7,0-6,,Completed
Bad Homburg Open,2021-06-20,2021-06-26,3,Siniakova K.,Pegula J.,76.0,25.0,6-3,5-7,6-4,Completed
Bad Homburg Open,2021-06-20,2021-06-26,3,Korpatsch T.,Siegemund L.,143.0,55.0,2-6,2-6,,Completed
Bad Homburg Open,2021-06-20,2021-06-26,3,Petkovic A.,Anisimova A.,130.0,81.0,1-6,5-7,,Completed
Bad Homburg Open,2021-06-20,2021-06-26,3,Podoroska N.,Tig P.M.,39.0,62.0,7-6,2-6,6-4,Completed
Bad Homburg Open,2021-06-20,2021-06-26,3,Doi M.,Sorribes Tormo S.,83.0,54.0,4-6,4-6,,Completed
Bad Homburg Open,2021-06-20,2021-06-26,3,Cornet A.,Azarenka V.,56.0,14.0,4-6,6-3,6-7,Completed
Bad Homburg Open,2021-06-20,2021-06-26,3,Blinkova A.,Kerber A.,90.0,28.0,0-6,2-6,,Completed
Bad Homburg Open,2021-06-20,2021-06-26,3,Li A.,Kvitova P.,70.0,12.0,2-6,7-6,1-6,Completed
Bad Homburg Open,2021-06-20,2021-06-26,3,Azarenka V.,Sorribes Tormo S.,14.0,54.0,,,,Azarenka V. Retired
Bad Homburg Open,2021-06-20,2021-06-26,3,Siegemund L.,Siniakova K.,55.0,76.0,5-7,4-6,,Completed
Bad Homburg Open,2021-06-20,2021-06-26,3,Kerber A.,Anisimova A.,28.0,81.0,2-6,6-3,6-3,Completed
Bad Homburg Open,2021-06-20,2021-06-26,3,Kvitova P.,Podoroska N.,12.0,39.0,6-3,7-6,,Completed
Bad Homburg Open,2021-06-20,2021-06-26,3,Siniakova K.,Sorribes Tormo S.,76.0,54.0,6-2,6-4,,Completed
Bad Homburg Open,2021-06-20,2021-06-26,3,Kvitova P.,Kerber A.,12.0,28.0,6-3,4-6,6-7,Completed
Bad Homburg Open,2021-06-20,2021-06-26,3,Siniakova K.,Kerber A.,76.0,28.0,3-6,2-6,,Completed
Viking International,2021-06-22,2021-06-26,3,Svitolina E.,Badosa P.,5.0,33.0,4-6,6-1,7-6,Completed
Viking International,2021-06-22,2021-06-26,3,Rybakina E.,Dart H.,21.0,141.0,6-2,6-7,6-4,Completed
Viking International,2021-06-22,2021-06-26,3,Kostyuk M.,Sevastova A.,67.0,61.0,1-6,7-6,4-6,Completed
Viking International,2021-06-22,2021-06-26,3,Andreescu B.,Mchale C.,7.0,96.0,6-4,2-6,6-2,Completed
Viking International,2021-06-22,2021-06-26,3,Pliskova Ka.,Giorgi C.,10.0,75.0,6-2,2-6,2-6,Completed
Viking International,2021-06-22,2021-06-26,3,Ostapenko J.,Pavlyuchenkova A.,43.0,19.0,6-1,6-3,,Completed
Viking International,2021-06-22,2021-06-26,3,Bertens K.,Rogers S.,20.0,47.0,1-6,5-7,,Completed
Viking International,2021-06-22,2021-06-26,3,Vondrousova M.,Jabeur O.,40.0,24.0,3-6,6-7,,Completed
Viking International,2021-06-22,2021-06-26,3,Swiatek I.,Watson H.,9.0,65.0,6-3,6-7,7-5,Completed
Viking International,2021-06-22,2021-06-26,3,Zvonareva V.,Kasatkina D.,97.0,34.0,5-7,2-2,,Zvonareva V. Retired
Viking International,2021-06-22,2021-06-26,3,Kontaveit A.,Kuznetsova S.,27.0,38.0,6-4,3-6,6-3,Completed
Viking International,2021-06-22,2021-06-26,3,Mertens E.,Gauff C.,16.0,23.0,6-0,6-7,5-7,Completed
Viking International,2021-06-22,2021-06-26,3,Riske A.,Kudermetova V.,31.0,32.0,6-3,6-4,,Completed
Viking International,2021-06-22,2021-06-26,3,Golubic V.,Stosur S.,72.0,151.0,6-2,6-3,,Completed
Viking International,2021-06-22,2021-06-26,3,Sabalenka A.,Pera B.,4.0,71.0,6-3,6-4,,Completed
Viking International,2021-06-22,2021-06-26,3,Martic P.,Bencic B.,29.0,11.0,1-6,3-6,,Completed
Viking International,2021-06-22,2021-06-26,3,Jabeur O.,Ostapenko J.,24.0,43.0,7-5,4-6,3-6,Completed
Viking International,2021-06-22,2021-06-26,3,Giorgi C.,Rogers S.,75.0,47.0,6-3,4-6,6-2,Completed
Viking International,2021-06-22,2021-06-26,3,Gauff C.,Sevastova A.,23.0,61.0,6-4,5-7,2-6,Completed
Viking International,2021-06-22,2021-06-26,3,Svitolina E.,Rybakina E.,5.0,21.0,4-6,6-7,,Completed
Viking International,2021-06-22,2021-06-26,3,Bencic B.,Golubic V.,11.0,72.0,4-6,4-6,,Completed
Viking International,2021-06-22,2021-06-26,3,Kontaveit A.,Andreescu B.,27.0,7.0,6-3,6-3,,Completed
Viking International,2021-06-22,2021-06-26,3,Sabalenka A.,Riske A.,4.0,31.0,6-1,6-4,,Completed
Viking International,2021-06-22,2021-06-26,3,Swiatek I.,Kasatkina D.,9.0,34.0,6-4,0-6,1-6,Completed
Viking International,2021-06-22,2021-06-26,3,Kontaveit A.,Golubic V.,27.0,72.0,2-6,7-6,7-5,Completed
Viking International,2021-06-22,2021-06-26,3,Giorgi C.,Sabalenka A.,75.0,4.0,7-6,0-6,6-4,Completed
Viking International,2021-06-22,2021-06-26,3,Kasatkina D.,Ostapenko J.,34.0,43.0,6-1,5-7,2-6,Completed
Viking International,2021-06-22,2021-06-26,3,Sevastova A.,Rybakina E.,61.0,21.0,6-2,6-7,6-7,Completed
Viking International,2021-06-22,2021-06-26,3,Giorgi C.,Kontaveit A.,75.0,27.0,4-5,,,Giorgi C. Retired
Viking International,2021-06-22,2021-06-26,3,Ostapenko J.,Rybakina E.,43.0,21.0,6-4,6-1,,Completed
Viking International,2021-06-22,2021-06-26,3,Ostapenko J.,Kontaveit A.,43.0,27.0,6-3,6-3,,Completed
Wimbledon,2021-06-28,2021-07-10,3,Niculescu M.,Sabalenka A.,191.0,4.0,1-6,4-6,,Completed
Wimbledon,2021-06-28,2021-07-10,3,Keys M.,Swan K.,27.0,292.0,6-3,6-4,,Completed
Wimbledon,2021-06-28,2021-07-10,3,Davis L.,Burrage J.,91.0,274.0,6-2,6-1,,Completed
Wimbledon,2021-06-28,2021-07-10,3,Hercog P.,Collins D.,77.0,48.0,6-4,3-6,2-6,Completed
Wimbledon,2021-06-28,2021-07-10,3,Ferro F.,Muguruza G.,51.0,12.0,0-6,1-6,,Completed
Wimbledon,2021-06-28,2021-07-10,3,Lao D.,Boulter K.,239.0,219.0,7-6,3-6,4-6,Completed
Wimbledon,2021-06-28,2021-07-10,3,Golubic V.,Kudermetova V.,66.0,32.0,3-6,6-1,11-9,Completed
Wimbledon,2021-06-28,2021-07-10,3,Kalinskaya A.,Osorio M.,109.0,94.0,6-1,0-6,4-6,Completed
Wimbledon,2021-06-28,2021-07-10,3,Kuznetsova S.,Pattinama Kerkhove L.,40.0,174.0,3-6,3-6,,Completed
Wimbledon,2021-06-28,2021-07-10,3,Alexandrova E.,Siegemund L.,36.0,54.0,6-1,6-3,,Completed
Wimbledon,2021-06-28,2021-07-10,3,Stephens S.,Kvitova P.,73.0,10.0,6-3,6-4,,Completed
Wimbledon,2021-06-28,2021-07-10,3,Kenin S.,Wang Xin.,6.0,144.0,6-4,6-2,,Completed
Wimbledon,2021-06-28,2021-07-10,3,Swiatek I.,Hsieh S.W.,9.0,69.0,6-4,6-4,,Completed
Wimbledon,2021-06-28,2021-07-10,3,Begu I.,Volynets K.,79.0,199.0,6-4,7-5,,Completed
Wimbledon,2021-06-28,2021-07-10,3,Ahn K.,Watson H.,117.0,68.0,2-6,7-6,8-6,Completed
Wimbledon,2021-06-28,2021-07-10,3,Mladenovic K.,Rybakina E.,59.0,20.0,4-6,0-6,,Completed
Wimbledon,2021-06-28,2021-07-10,3,Zhu L.,Barthel M.,99.0,190.0,6-7,6-3,6-3,Completed
Wimbledon,2021-06-28,2021-07-10,3,Li A.,Podoroska N.,72.0,39.0,4-6,6-7,,Completed
Wimbledon,2021-06-28,2021-07-10,3,Dart H.,Mertens E.,142.0,16.0,1-6,3-6,,Completed
Wimbledon,2021-06-28,2021-07-10,3,Jabeur O.,Peterson R.,24.0,60.0,6-2,6-1,,Completed
