Tournament,Start date,End date,Best of,Player 1,Player 2,Rank 1,Rank 2,Set 1,Set 2,Set 3,Comment
Internationaux de Strasbourg,2016-05-15,2016-05-21,3,Parmentier P.,Lucic-Baroni M.,95.0,66.0,0-6,1-6,,Completed
Internationaux de Strasbourg,2016-05-15,2016-05-21,3,Razzano V.,Garcia C.,186.0,55.0,7-6,4-6,5-7,Completed
Internationaux de Strasbourg,2016-05-15,2016-05-21,3,Mladenovic K.,Lucic-Baroni M.,29.0,66.0,1-6,1-6,,Completed
Internationaux de Strasbourg,2016-05-15,2016-05-21,3,Garcia C.,Lucic-Baroni M.,55.0,66.0,6-4,6-1,,Completed
French Open,2016-05-22,2016-06-04,3,Arruabarrena L.,Hsieh S.W.,92.0,80.0,6-7,3-6,,Completed
French Open,2016-05-22,2016-06-04,3,Kovinic D.,Kvitova P.,59.0,12.0,2-6,6-4,5-7,Completed
French Open,2016-05-22,2016-06-04,3,Golubic V.,Riske A.,130.0,93.0,6-2,1-6,6-2,Completed
French Open,2016-05-22,2016-06-04,3,Pavlyuchenkova A.,Sorribes Tormo S.,27.0,190.0,6-2,6-0,,Completed
French Open,2016-05-22,2016-06-04,3,Safarova L.,Diatchenko V.,13.0,225.0,6-0,6-2,,Completed
French Open,2016-05-22,2016-06-04,3,Mchale C.,Georges M.,67.0,203.0,7-6,0-6,3-6,Completed
French Open,2016-05-22,2016-06-04,3,Gasparyan M.,Stephens S.,55.0,22.0,4-6,3-6,,Completed
French Open,2016-05-22,2016-06-04,3,Hercog P.,Dominguez Lino L.,94.0,112.0,6-4,7-6,,Completed
French Open,2016-05-22,2016-06-04,3,Ostapenko J.,Osaka N.,36.0,101.0,4-6,5-7,,Completed
French Open,2016-05-22,2016-06-04,3,Schmiedlova A.,Muguruza G.,38.0,4.0,6-3,3-6,3-6,Completed
French Open,2016-05-22,2016-06-04,3,Cepede Royg V.,Lisicki S.,161.0,51.0,6-2,6-2,,Completed
French Open,2016-05-22,2016-06-04,3,Hradecka L.,Strycova B.,146.0,33.0,4-6,5-7,,Completed
French Open,2016-05-22,2016-06-04,3,Hantuchova D.,Lucic-Baroni M.,170.0,52.0,1-6,2-6,,Completed
French Open,2016-05-22,2016-06-04,3,Buyukakcay C.,Sasnovich A.,83.0,98.0,5-7,7-6,6-2,Completed
French Open,2016-05-22,2016-06-04,3,Rogers S.,Pliskova Ka.,108.0,19.0,3-6,6-4,6-3,Completed
French Open,2016-05-22,2016-06-04,3,Wickmayer Y.,Dulgheru A.,54.0,127.0,6-1,6-3,,Completed
French Open,2016-05-22,2016-06-04,3,Shvedova Y.,Kuznetsova S.,89.0,15.0,6-4,1-6,4-6,Completed
French Open,2016-05-22,2016-06-04,3,Errani S.,Pironkova T.,18.0,102.0,3-6,2-6,,Completed
French Open,2016-05-22,2016-06-04,3,Hibino N.,Halep S.,71.0,6.0,2-6,0-6,,Completed
French Open,2016-05-22,2016-06-04,3,Vesnina E.,Brengle M.,49.0,68.0,6-2,6-3,,Completed
French Open,2016-05-22,2016-06-04,3,Beck A.,Zanevska M.,39.0,141.0,6-1,6-2,,Completed
French Open,2016-05-22,2016-06-04,3,Tsurenko L.,Garcia C.,41.0,40.0,3-6,5-7,,Completed
French Open,2016-05-22,2016-06-04,3,Gibbs N.,Watson H.,72.0,56.0,7-5,2-6,2-6,Completed
French Open,2016-05-22,2016-06-04,3,Jovanovski B.,Radwanska A.,120.0,2.0,0-6,2-6,,Completed
French Open,2016-05-22,2016-06-04,3,Linette M.,Larsson J.,84.0,62.0,3-6,6-4,5-7,Completed
French Open,2016-05-22,2016-06-04,3,Witthoeft C.,Diyas Z.,100.0,90.0,6-2,4-6,2-6,Completed
French Open,2016-05-22,2016-06-04,3,Vinci R.,Bondarenko K.,7.0,65.0,1-6,3-6,,Completed
French Open,2016-05-22,2016-06-04,3,Mattek-Sands B.,Begu I.,86.0,28.0,7-5,1-6,3-6,Completed
French Open,2016-05-22,2016-06-04,3,Vandeweghe C.,Broady N.,43.0,79.0,6-4,3-6,6-3,Completed
French Open,2016-05-22,2016-06-04,3,Suarez Navarro C.,Siniakova K.,14.0,104.0,6-2,4-6,6-2,Completed
French Open,2016-05-22,2016-06-04,3,Cornet A.,Flipkens K.,50.0,61.0,6-1,6-0,,Completed
French Open,2016-05-22,2016-06-04,3,Kerber A.,Bertens K.,3.0,58.0,2-6,6-3,3-6,Completed
French Open,2016-05-22,2016-06-04,3,Konjuh A.,Rodionova Ar.,76.0,237.0,6-2,6-3,,Completed
French Open,2016-05-22,2016-06-04,3,Mladenovic K.,Schiavone F.,30.0,95.0,6-2,6-4,,Completed
French Open,2016-05-22,2016-06-04,3,Andrianjafitrimo T.,Wang Q.,311.0,74.0,0-6,0-6,,Completed
French Open,2016-05-22,2016-06-04,3,Babos T.,Crawford S.,45.0,106.0,6-4,6-0,,Completed
French Open,2016-05-22,2016-06-04,3,Maria T.,Jankovic J.,111.0,26.0,6-3,3-6,6-3,Completed
French Open,2016-05-22,2016-06-04,3,Siegemund L.,Bouchard E.,37.0,47.0,2-6,2-6,,Completed
French Open,2016-05-22,2016-06-04,3,Zheng S.,Cibulkova D.,85.0,25.0,3-6,1-6,,Completed
French Open,2016-05-22,2016-06-04,3,Stosur S.,Doi M.,24.0,42.0,6-2,4-6,6-3,Completed
French Open,2016-05-22,2016-06-04,3,Bacsinszky T.,Soler-Espinosa S.,9.0,126.0,6-3,6-1,,Completed
French Open,2016-05-22,2016-06-04,3,Zhang S.,Voskoboeva G.,69.0,492.0,7-5,6-2,,Completed
French Open,2016-05-22,2016-06-04,3,Chirico L.,Davis L.,78.0,113.0,6-2,2-6,8-6,Completed
French Open,2016-05-22,2016-06-04,3,Giorgi C.,Lim A.,44.0,156.0,6-3,6-2,,Completed
French Open,2016-05-22,2016-06-04,3,Lepchenko V.,Makarova E.,64.0,29.0,7-5,4-6,3-6,Completed
French Open,2016-05-22,2016-06-04,3,Friedsam A.L.,Kasatkina D.,48.0,32.0,1-6,6-4,3-6,Completed
French Open,2016-05-22,2016-06-04,3,Dodin O.,Ivanovic A.,148.0,16.0,0-6,7-5,2-6,Completed
French Open,2016-05-22,2016-06-04,3,Kontaveit A.,Williams V.,82.0,11.0,6-7,6-7,,Completed
French Open,2016-05-22,2016-06-04,3,Soylu I.,Razzano V.,171.0,184.0,6-4,1-6,0-6,Completed
French Open,2016-05-22,2016-06-04,3,Vekic D.,Keys M.,96.0,17.0,3-6,2-6,,Completed
French Open,2016-05-22,2016-06-04,3,Gavrilova D.,Duque-Marino M.,46.0,75.0,7-5,4-6,4-6,Completed
French Open,2016-05-22,2016-06-04,3,Sevastova A.,Vickery S.,87.0,165.0,6-2,6-2,,Completed
French Open,2016-05-22,2016-06-04,3,Azarenka V.,Knapp K.,5.0,118.0,3-6,7-6,0-4,Azarenka V. Retired
French Open,2016-05-22,2016-06-04,3,Allertova D.,Nara K.,70.0,91.0,7-5,3-6,0-2,Allertova D. Retired
French Open,2016-05-22,2016-06-04,3,Hesse A.,Townsend T.,157.0,172.0,2-6,1-6,,Completed
French Open,2016-05-22,2016-06-04,3,Petkovic A.,Robson L.,31.0,329.0,6-2,6-2,,Completed
French Open,2016-05-22,2016-06-04,3,Puig M.,Govortsova O.,53.0,105.0,7-5,6-3,,Completed
French Open,2016-05-22,2016-06-04,3,Goerges J.,Konta J.,57.0,21.0,6-2,6-3,,Completed
French Open,2016-05-22,2016-06-04,3,Pliskova Kr.,Pereira T.,109.0,81.0,5-7,6-3,7-9,Completed
French Open,2016-05-22,2016-06-04,3,Wozniak A.,Putintseva Y.,514.0,60.0,1-6,1-6,,Completed
French Open,2016-05-22,2016-06-04,3,Svitolina E.,Cirstea S.,20.0,97.0,6-1,6-3,,Completed
French Open,2016-05-22,2016-06-04,3,Falconi I.,Barthel M.,63.0,66.0,6-4,0-6,6-2,Completed
French Open,2016-05-22,2016-06-04,3,Rybarikova M.,Williams S.,77.0,1.0,2-6,0-6,,Completed
French Open,2016-05-22,2016-06-04,3,Niculescu M.,Parmentier P.,35.0,88.0,2-6,6-7,,Completed
French Open,2016-05-22,2016-06-04,3,Buyukakcay C.,Pavlyuchenkova A.,83.0,27.0,3-6,6-4,1-6,Completed
French Open,2016-05-22,2016-06-04,3,Halep S.,Diyas Z.,6.0,90.0,7-6,6-2,,Completed
French Open,2016-05-22,2016-06-04,3,Kvitova P.,Hsieh S.W.,12.0,80.0,6-4,6-1,,Completed
French Open,2016-05-22,2016-06-04,3,Kuznetsova S.,Watson H.,15.0,56.0,6-1,6-3,,Completed
French Open,2016-05-22,2016-06-04,3,Rogers S.,Vesnina E.,108.0,49.0,6-4,6-2,,Completed
French Open,2016-05-22,2016-06-04,3,Osaka N.,Lucic-Baroni M.,101.0,52.0,6-3,6-3,,Completed
French Open,2016-05-22,2016-06-04,3,Georges M.,Muguruza G.,203.0,4.0,2-6,0-6,,Completed
French Open,2016-05-22,2016-06-04,3,Golubic V.,Safarova L.,130.0,13.0,2-6,2-6,,Completed
French Open,2016-05-22,2016-06-04,3,Wickmayer Y.,Makarova E.,54.0,29.0,2-6,6-2,6-2,Completed
French Open,2016-05-22,2016-06-04,3,Stosur S.,Zhang S.,24.0,69.0,6-3,6-4,,Completed
French Open,2016-05-22,2016-06-04,3,Hercog P.,Strycova B.,94.0,33.0,4-6,4-6,,Completed
French Open,2016-05-22,2016-06-04,3,Larsson J.,Pironkova T.,62.0,102.0,5-7,6-7,,Completed
French Open,2016-05-22,2016-06-04,3,Begu I.,Vandeweghe C.,28.0,43.0,6-7,7-6,10-8,Completed
French Open,2016-05-22,2016-06-04,3,Garcia C.,Radwanska A.,40.0,2.0,2-6,4-6,,Completed
French Open,2016-05-22,2016-06-04,3,Bondarenko K.,Beck A.,65.0,39.0,6-4,3-6,5-7,Completed
French Open,2016-05-22,2016-06-04,3,Stephens S.,Cepede Royg V.,22.0,161.0,7-6,6-1,,Completed
French Open,2016-05-22,2016-06-04,3,Bacsinszky T.,Bouchard E.,9.0,47.0,6-4,6-4,,Completed
French Open,2016-05-22,2016-06-04,3,Nara K.,Ivanovic A.,91.0,16.0,5-7,1-6,,Completed
French Open,2016-05-22,2016-06-04,3,Sevastova A.,Knapp K.,87.0,118.0,3-6,4-6,,Completed
French Open,2016-05-22,2016-06-04,3,Wang Q.,Suarez Navarro C.,74.0,14.0,1-6,3-6,,Completed
French Open,2016-05-22,2016-06-04,3,Petkovic A.,Putintseva Y.,31.0,60.0,2-6,2-6,,Completed
French Open,2016-05-22,2016-06-04,3,Bertens K.,Giorgi C.,58.0,44.0,6-4,6-1,,Completed
French Open,2016-05-22,2016-06-04,3,Konjuh A.,Cibulkova D.,76.0,25.0,4-6,6-3,0-6,Completed
French Open,2016-05-22,2016-06-04,3,Falconi I.,Parmentier P.,63.0,88.0,3-6,1-6,,Completed
French Open,2016-05-22,2016-06-04,3,Razzano V.,Kasatkina D.,184.0,32.0,6-3,1-6,3-6,Completed
French Open,2016-05-22,2016-06-04,3,Pereira T.,Williams S.,81.0,1.0,2-6,1-6,,Completed
French Open,2016-05-22,2016-06-04,3,Maria T.,Cornet A.,111.0,50.0,3-6,7-6,4-6,Completed
French Open,2016-05-22,2016-06-04,3,Svitolina E.,Townsend T.,20.0,172.0,6-3,6-0,,Completed
French Open,2016-05-22,2016-06-04,3,Keys M.,Duque-Marino M.,17.0,75.0,6-3,6-2,,Completed
French Open,2016-05-22,2016-06-04,3,Chirico L.,Williams V.,78.0,11.0,2-6,1-6,,Completed
French Open,2016-05-22,2016-06-04,3,Puig M.,Goerges J.,53.0,57.0,7-5,6-7,7-5,Completed
French Open,2016-05-22,2016-06-04,3,Babos T.,Mladenovic K.,45.0,30.0,4-6,3-6,,Completed
French Open,2016-05-22,2016-06-04,3,Beck A.,Begu I.,39.0,28.0,4-6,6-2,1-6,Completed
French Open,2016-05-22,2016-06-04,3,Halep S.,Osaka N.,6.0,101.0,4-6,6-2,6-3,Completed
French Open,2016-05-22,2016-06-04,3,Muguruza G.,Wickmayer Y.,4.0,54.0,6-3,6-0,,Completed
French Open,2016-05-22,2016-06-04,3,Safarova L.,Stosur S.,13.0,24.0,3-6,7-6,5-7,Completed
French Open,2016-05-22,2016-06-04,3,Kvitova P.,Rogers S.,12.0,108.0,0-6,7-6,0-6,Completed
French Open,2016-05-22,2016-06-04,3,Radwanska A.,Strycova B.,2.0,33.0,6-2,6-7,6-2,Completed
French Open,2016-05-22,2016-06-04,3,Kuznetsova S.,Pavlyuchenkova A.,15.0,27.0,6-1,6-4,,Completed
French Open,2016-05-22,2016-06-04,3,Pironkova T.,Stephens S.,102.0,22.0,6-2,6-1,,Completed
French Open,2016-05-22,2016-06-04,3,Parmentier P.,Bacsinszky T.,88.0,9.0,4-6,2-6,,Completed
French Open,2016-05-22,2016-06-04,3,Putintseva Y.,Knapp K.,60.0,118.0,6-1,6-1,,Completed
French Open,2016-05-22,2016-06-04,3,Suarez Navarro C.,Cibulkova D.,14.0,25.0,6-4,3-6,6-1,Completed
French Open,2016-05-22,2016-06-04,3,Ivanovic A.,Svitolina E.,16.0,20.0,4-6,4-6,,Completed
French Open,2016-05-22,2016-06-04,3,Mladenovic K.,Williams S.,30.0,1.0,4-6,6-7,,Completed
French Open,2016-05-22,2016-06-04,3,Williams V.,Cornet A.,11.0,50.0,7-6,1-6,6-0,Completed
French Open,2016-05-22,2016-06-04,3,Kasatkina D.,Bertens K.,32.0,58.0,2-6,6-3,8-10,Completed
French Open,2016-05-22,2016-06-04,3,Puig M.,Keys M.,53.0,17.0,6-7,3-6,,Completed
French Open,2016-05-22,2016-06-04,3,Muguruza G.,Kuznetsova S.,4.0,15.0,6-3,6-4,,Completed
French Open,2016-05-22,2016-06-04,3,Begu I.,Rogers S.,28.0,108.0,3-6,4-6,,Completed
French Open,2016-05-22,2016-06-04,3,Stosur S.,Halep S.,24.0,6.0,7-6,6-3,,Completed
French Open,2016-05-22,2016-06-04,3,Radwanska A.,Pironkova T.,2.0,102.0,6-2,3-6,3-6,Completed
French Open,2016-05-22,2016-06-04,3,Bertens K.,Keys M.,58.0,17.0,7-6,6-3,,Completed
French Open,2016-05-22,2016-06-04,3,Putintseva Y.,Suarez Navarro C.,60.0,14.0,7-5,7-5,,Completed
French Open,2016-05-22,2016-06-04,3,Svitolina E.,Williams S.,20.0,1.0,1-6,1-6,,Completed
French Open,2016-05-22,2016-06-04,3,Bacsinszky T.,Williams V.,9.0,11.0,6-2,6-4,,Completed
French Open,2016-05-22,2016-06-04,3,Muguruza G.,Rogers S.,4.0,108.0,7-5,6-3,,Completed
French Open,2016-05-22,2016-06-04,3,Pironkova T.,Stosur S.,102.0,24.0,4-6,6-7,,Completed
French Open,2016-05-22,2016-06-04,3,Williams S.,Putintseva Y.,1.0,60.0,5-7,6-4,6-1,Completed
French Open,2016-05-22,2016-06-04,3,Bertens K.,Bacsinszky T.,58.0,9.0,7-5,6-2,,Completed
French Open,2016-05-22,2016-06-04,3,Stosur S.,Muguruza G.,24.0,4.0,2-6,4-6,,Completed
French Open,2016-05-22,2016-06-04,3,Williams S.,Bertens K.,1.0,58.0,7-6,6-4,,Completed
French Open,2016-05-22,2016-06-04,3,Muguruza G.,Williams S.,4.0,1.0,7-5,6-4,,Completed
Topshelf Open,2016-06-06,2016-06-12,3,De Vroome I.,Vandeweghe C.,262.0,43.0,2-6,4-6,,Completed
Topshelf Open,2016-06-06,2016-06-12,3,Brengle M.,Siegemund L.,68.0,42.0,6-3,3-6,6-2,Completed
Topshelf Open,2016-06-06,2016-06-12,3,Bouchard E.,Mertens E.,46.0,171.0,2-6,0-6,,Completed
Topshelf Open,2016-06-06,2016-06-12,3,Allertova D.,Vikhlyantseva N.,80.0,254.0,2-6,1-6,,Completed
Topshelf Open,2016-06-06,2016-06-12,3,Lucic-Baroni M.,Krunic A.,57.0,119.0,6-7,1-6,,Completed
Topshelf Open,2016-06-06,2016-06-12,3,Hozumi E.,Hogenkamp R.,216.0,134.0,2-6,2-6,,Completed
Topshelf Open,2016-06-06,2016-06-12,3,Bencic B.,Van Uytvanck A.,8.0,132.0,6-2,4-6,7-6,Completed
Topshelf Open,2016-06-06,2016-06-12,3,Ostapenko J.,Jaksic J.,39.0,212.0,6-1,6-0,,Completed
Topshelf Open,2016-06-06,2016-06-12,3,Voegele S.,Hibino N.,103.0,69.0,6-7,2-6,,Completed
Topshelf Open,2016-06-06,2016-06-12,3,Hercog P.,Lepchenko V.,84.0,65.0,4-6,0-4,,Hercog P. Retired
Topshelf Open,2016-06-06,2016-06-12,3,Golubic V.,Friedsam A.L.,113.0,52.0,6-3,7-5,,Completed
Topshelf Open,2016-06-06,2016-06-12,3,Shvedova Y.,Mladenovic K.,94.0,32.0,4-6,3-6,,Completed
Topshelf Open,2016-06-06,2016-06-12,3,Ozaki R.,Flipkens K.,124.0,61.0,6-4,6-2,,Completed
Topshelf Open,2016-06-06,2016-06-12,3,Kozlova K.,Larsson J.,104.0,55.0,7-6,3-2,,Larsson J. Retired
Topshelf Open,2016-06-06,2016-06-12,3,Galfi D.,Rodina E.,302.0,120.0,4-6,4-6,,Completed
Topshelf Open,2016-06-06,2016-06-12,3,Siniakova K.,Jankovic J.,102.0,24.0,4-6,2-6,,Completed
Topshelf Open,2016-06-06,2016-06-12,3,Brengle M.,Hogenkamp R.,68.0,134.0,7-5,5-7,7-5,Completed
Topshelf Open,2016-06-06,2016-06-12,3,Mertens E.,Krunic A.,171.0,119.0,6-4,7-6,,Completed
Topshelf Open,2016-06-06,2016-06-12,3,Vikhlyantseva N.,Mladenovic K.,254.0,32.0,7-5,3-6,4-6,Completed
Topshelf Open,2016-06-06,2016-06-12,3,Hibino N.,Vandeweghe C.,69.0,43.0,2-6,3-6,,Completed
Topshelf Open,2016-06-06,2016-06-12,3,Rodina E.,Jankovic J.,120.0,24.0,6-7,6-1,6-4,Completed
Topshelf Open,2016-06-06,2016-06-12,3,Ostapenko J.,Kozlova K.,39.0,104.0,5-7,2-6,,Completed
Topshelf Open,2016-06-06,2016-06-12,3,Ozaki R.,Golubic V.,124.0,113.0,4-6,2-6,,Completed
Topshelf Open,2016-06-06,2016-06-12,3,Bencic B.,Lepchenko V.,8.0,65.0,3-6,6-3,6-2,Completed
Topshelf Open,2016-06-06,2016-06-12,3,Rodina E.,Vandeweghe C.,120.0,43.0,2-6,2-6,,Completed
Topshelf Open,2016-06-06,2016-06-12,3,Kozlova K.,Brengle M.,104.0,68.0,5-7,4-6,,Completed
Topshelf Open,2016-06-06,2016-06-12,3,Bencic B.,Golubic V.,8.0,113.0,7-6,7-6,,Completed
Topshelf Open,2016-06-06,2016-06-12,3,Mertens E.,Mladenovic K.,171.0,32.0,5-7,3-6,,Completed
Topshelf Open,2016-06-06,2016-06-12,3,Brengle M.,Vandeweghe C.,68.0,43.0,4-6,2-6,,Completed
Topshelf Open,2016-06-06,2016-06-12,3,Mladenovic K.,Bencic B.,32.0,8.0,2-6,6-3,6-4,Completed
Topshelf Open,2016-06-06,2016-06-12,3,Mladenovic K.,Vandeweghe C.,32.0,43.0,5-7,5-7,,Completed
Aegon Open,2016-06-06,2016-06-12,3,Duval V.,Konta J.,580.0,18.0,3-6,0-6,,Completed
Aegon Open,2016-06-06,2016-06-12,3,Davis L.,Kontaveit A.,112.0,97.0,3-6,1-6,,Completed
Aegon Open,2016-06-06,2016-06-12,3,Pliskova Ka.,Sevastova A.,17.0,82.0,6-7,6-0,6-2,Completed
Aegon Open,2016-06-06,2016-06-12,3,Pliskova Kr.,Tatishvili A.,108.0,107.0,4-6,6-7,,Completed
Aegon Open,2016-06-06,2016-06-12,3,Mchale C.,Linette M.,67.0,85.0,6-1,6-4,,Completed
Aegon Open,2016-06-06,2016-06-12,3,Zheng S.,Christie F.,86.0,314.0,6-4,6-2,,Completed
Aegon Open,2016-06-06,2016-06-12,3,Barty A.,Peng S.,623.0,265.0,6-3,6-2,,Completed
Aegon Open,2016-06-06,2016-06-12,3,Vekic D.,Moore T.,111.0,280.0,2-6,5-7,,Completed
Aegon Open,2016-06-06,2016-06-12,3,Wozniacki C.,Buyukakcay C.,34.0,77.0,7-5,6-3,,Completed
Aegon Open,2016-06-06,2016-06-12,3,Barthel M.,Riske A.,66.0,89.0,2-6,1-6,,Completed
Aegon Open,2016-06-06,2016-06-12,3,Hlavackova A.,Wickmayer Y.,192.0,50.0,7-5,7-6,,Completed
Aegon Open,2016-06-06,2016-06-12,3,Puig M.,Zhang K.L.,49.0,115.0,6-1,6-1,,Completed
Aegon Open,2016-06-06,2016-06-12,3,Larcherde Brito M.,Robson L.,249.0,308.0,6-3,7-5,,Completed
Aegon Open,2016-06-06,2016-06-12,3,Nara K.,Paszek T.,96.0,122.0,4-6,2-6,,Completed
Aegon Open,2016-06-06,2016-06-12,3,Hsieh S.W.,Broady N.,72.0,81.0,6-2,6-1,,Completed
Aegon Open,2016-06-06,2016-06-12,3,Rybarikova M.,Watson H.,90.0,56.0,4-6,6-0,6-4,Completed
Aegon Open,2016-06-06,2016-06-12,3,Puig M.,Larcherde Brito M.,49.0,249.0,6-4,6-0,,Completed
Aegon Open,2016-06-06,2016-06-12,3,Tatishvili A.,Pliskova Ka.,107.0,17.0,1-6,3-6,,Completed
Aegon Open,2016-06-06,2016-06-12,3,Hsieh S.W.,Riske A.,72.0,89.0,2-6,4-6,,Completed
Aegon Open,2016-06-06,2016-06-12,3,Kontaveit A.,Wozniacki C.,97.0,34.0,6-7,6-3,7-5,Completed
Aegon Open,2016-06-06,2016-06-12,3,Zheng S.,Konta J.,86.0,18.0,6-4,7-5,,Completed
Aegon Open,2016-06-06,2016-06-12,3,Barty A.,Hlavackova A.,623.0,192.0,6-0,4-6,6-4,Completed
Aegon Open,2016-06-06,2016-06-12,3,Paszek T.,Rybarikova M.,122.0,90.0,6-3,3-1,,Rybarikova M. Retired
Aegon Open,2016-06-06,2016-06-12,3,Moore T.,Mchale C.,280.0,67.0,6-2,6-2,,Completed
Aegon Open,2016-06-06,2016-06-12,3,Barty A.,Pliskova Ka.,623.0,17.0,6-7,6-7,,Completed
Aegon Open,2016-06-06,2016-06-12,3,Puig M.,Paszek T.,49.0,122.0,6-4,6-3,,Completed
Aegon Open,2016-06-06,2016-06-12,3,Kontaveit A.,Riske A.,97.0,89.0,3-6,3-6,,Completed
Aegon Open,2016-06-06,2016-06-12,3,Zheng S.,Moore T.,86.0,280.0,6-2,6-4,,Completed
Aegon Open,2016-06-06,2016-06-12,3,Puig M.,Pliskova Ka.,49.0,17.0,2-6,2-6,,Completed
Aegon Open,2016-06-06,2016-06-12,3,Riske A.,Zheng S.,89.0,86.0,6-1,7-5,,Completed
Aegon Open,2016-06-06,2016-06-12,3,Riske A.,Pliskova Ka.,89.0,17.0,6-7,5-7,,Completed
AEGON Classic ,2016-06-13,2016-06-19,3,Keys M.,Babos T.,16.0,45.0,7-6,6-4,,Completed
AEGON Classic ,2016-06-13,2016-06-19,3,Pavlyuchenkova A.,Ostapenko J.,23.0,38.0,6-7,1-6,,Completed
AEGON Classic ,2016-06-13,2016-06-19,3,Watson H.,Giorgi C.,55.0,66.0,6-4,7-5,,Completed
AEGON Classic ,2016-06-13,2016-06-19,3,Pironkova T.,Tsurenko L.,72.0,42.0,6-4,6-2,,Completed
AEGON Classic ,2016-06-13,2016-06-19,3,Kvitova P.,Safarova L.,11.0,28.0,6-3,6-2,,Completed
AEGON Classic ,2016-06-13,2016-06-19,3,Strycova B.,Pliskova Ka.,30.0,17.0,6-4,7-6,,Completed
AEGON Classic ,2016-06-13,2016-06-19,3,Peng S.,Kerber A.,266.0,4.0,6-7,3-6,,Completed
AEGON Classic ,2016-06-13,2016-06-19,3,Linette M.,Petkovic A.,88.0,33.0,4-6,2-6,,Completed
AEGON Classic ,2016-06-13,2016-06-19,3,Begu I.,Bencic B.,26.0,8.0,6-4,4-3,,Bencic B. Retired
AEGON Classic ,2016-06-13,2016-06-19,3,Gavrilova D.,Broady N.,50.0,84.0,4-6,6-2,6-3,Completed
AEGON Classic ,2016-06-13,2016-06-19,3,Siniakova K.,Mchale C.,101.0,68.0,7-5,4-6,3-6,Completed
AEGON Classic ,2016-06-13,2016-06-19,3,Moore T.,Paszek T.,230.0,119.0,6-4,4-6,4-6,Completed
AEGON Classic ,2016-06-13,2016-06-19,3,Svitolina E.,Suarez Navarro C.,18.0,15.0,5-7,6-4,5-7,Completed
AEGON Classic ,2016-06-13,2016-06-19,3,Radwanska A.,Vandeweghe C.,3.0,32.0,5-7,6-4,3-6,Completed
AEGON Classic ,2016-06-13,2016-06-19,3,Wickmayer Y.,Wozniacki C.,49.0,35.0,6-4,6-7,6-2,Completed
AEGON Classic ,2016-06-13,2016-06-19,3,Konta J.,Doi M.,19.0,48.0,7-6,6-1,,Completed
AEGON Classic ,2016-06-13,2016-06-19,3,Paszek T.,Keys M.,119.0,16.0,1-6,3-6,,Completed
AEGON Classic ,2016-06-13,2016-06-19,3,Kvitova P.,Ostapenko J.,11.0,38.0,4-6,6-4,3-6,Completed
AEGON Classic ,2016-06-13,2016-06-19,3,Pironkova T.,Begu I.,72.0,26.0,6-3,6-3,,Completed
AEGON Classic ,2016-06-13,2016-06-19,3,Kerber A.,Gavrilova D.,4.0,50.0,5-7,6-2,6-2,Completed
AEGON Classic ,2016-06-13,2016-06-19,3,Petkovic A.,Suarez Navarro C.,33.0,15.0,6-4,6-7,6-7,Completed
AEGON Classic ,2016-06-13,2016-06-19,3,Strycova B.,Watson H.,30.0,55.0,7-5,6-4,,Completed
AEGON Classic ,2016-06-13,2016-06-19,3,Konta J.,Wickmayer Y.,19.0,49.0,3-6,3-6,,Completed
AEGON Classic ,2016-06-13,2016-06-19,3,Mchale C.,Vandeweghe C.,68.0,32.0,3-6,6-7,,Completed
AEGON Classic ,2016-06-13,2016-06-19,3,Ostapenko J.,Keys M.,38.0,16.0,7-6,4-6,2-6,Completed
AEGON Classic ,2016-06-13,2016-06-19,3,Strycova B.,Pironkova T.,30.0,72.0,6-2,7-5,,Completed
AEGON Classic ,2016-06-13,2016-06-19,3,Suarez Navarro C.,Kerber A.,15.0,4.0,6-4,1-6,7-5,Completed
AEGON Classic ,2016-06-13,2016-06-19,3,Wickmayer Y.,Vandeweghe C.,49.0,32.0,4-6,2-6,,Completed
AEGON Classic ,2016-06-13,2016-06-19,3,Suarez Navarro C.,Keys M.,15.0,16.0,6-3,3-6,6-7,Completed
AEGON Classic ,2016-06-13,2016-06-19,3,Vandeweghe C.,Strycova B.,32.0,30.0,6-2,4-6,3-6,Completed
AEGON Classic ,2016-06-13,2016-06-19,3,Keys M.,Strycova B.,16.0,30.0,6-3,6-4,,Completed
Mallorca Open,2016-06-13,2016-06-19,3,Sevastova A.,Voegele S.,82.0,102.0,6-0,6-2,,Completed
Mallorca Open,2016-06-13,2016-06-19,3,Shvedova Y.,Hantuchova D.,96.0,163.0,1-6,3-6,,Completed
Mallorca Open,2016-06-13,2016-06-19,3,Van Uytvanck A.,Duque-Marino M.,134.0,79.0,6-3,3-6,4-6,Completed
Mallorca Open,2016-06-13,2016-06-19,3,Witthoeft C.,Garcia C.,109.0,39.0,5-7,4-6,,Completed
Mallorca Open,2016-06-13,2016-06-19,3,Kovinic D.,Bouchard E.,53.0,47.0,3-6,5-7,,Completed
Mallorca Open,2016-06-13,2016-06-19,3,Puig M.,Goerges J.,43.0,77.0,6-4,7-5,,Completed
Mallorca Open,2016-06-13,2016-06-19,3,Hibino N.,Siegemund L.,70.0,41.0,6-7,4-6,,Completed
Mallorca Open,2016-06-13,2016-06-19,3,Jankovic J.,Konjuh A.,25.0,107.0,7-5,6-3,,Completed
Mallorca Open,2016-06-13,2016-06-19,3,Cepede Royg V.,Zheng S.,135.0,78.0,6-4,6-3,,Completed
